,clean,perturbed,legibility_score,predicted,batch
16,caroline,cerroline,,ceremony,319
17,hanging,hangging,,hanging,319
18,algorithms,algoratism'sb,,algorithm,319
19,steps,Steps,2.9973536,step,319
0,modular,meadular,,medical,320
1,meetings,meitings,,meetings,320
2,jenny,jienny,,jenny,320
3,adequate,adeekuate,,adequate,320
4,noon,newn,,new,320
5,ferry,fery,4.847252,very,320
6,pollution,polution,3.257563,pollution,320
7,reproductive,reproductivenes,,reproductive,320
8,delivery,DELIVERY,-1.4399136,delivery,320
9,clinic,clinic',,clinic,320
10,killer,Piller,,pillar,320
11,easy,easi,,easy,320
12,flooring,flouringh,,flourishing,320
13,miniature,mminieture,,miniature,320
14,manufacture,manufacturerph',,manufacturer,320
15,forums,Bhorum'sl,,Borum's,320
16,completed,complitedler,,completed,320
17,encryption,incriptino,,incription,320
18,lights,leights,,lights,320
19,enables,Enables,2.939232,enables,320
0,appeals,appeal'sd,,desired,321
1,jägers,Jägers,2.077952,hunters,321
2,frequencies,frequencing'sm,,frequent,321
3,sonic,SOnic,2.014524,sonic,321
4,london,lonedon,,London,321
5,niche,niche,4.676079,niche,321
6,edges,edgesh,,edge,321
7,taxi,taxy,,taxi,321
8,industries,industrys,4.3955917,industries,321
9,sterling,steewrling,,stewering,321
10,wallet,wallit,,wheel,321
11,targeted,torgited,,torqued,321
12,rounds,roundse,,rounds,321
13,varies,vary's',,variety,321
14,responses,risponses,,responses,321
15,matrix,Matrix,0.71661276,matrix,321
16,marijuana,Marijuana,1.8900776,marijuana,321
17,deleted,ddeleteed,,deleted,321
18,primary,primerey,,primary,321
19,wood,wod,,wood,321
0,principle,principle,4.8593354,principle,322
1,dutch,dutch,4.6497097,Dutch,322
2,meetup,meetup,4.1938515,meet,322
3,administered,administeredl,,administer,322
4,explanation,explaininess,,explanation,322
5,travelling,TRAVELING,-1.8506207,traveling,322
6,wednesday,windsade,,winds,322
7,alien,alienc,,alien,322
8,neither,Neether,,neither,322
9,module,modle,4.917336,model,322
10,thoroughly,thoroughtlyl,,thoroughly,322
11,introduced,INTRODUCED,-1.3237079,introduced,322
12,lifestyle,Lifestyle,2.5588303,lifestyle,322
13,mating,mating,4.71685,mate,322
14,wordpress,Wordpress,1.8612431,WordPress,322
15,souls,souls,4.580957,souls,322
16,loans,loans,4.8244734,loans,322
17,networking,natworeking,,knight,322
18,choose,quozoo,,zoo,322
19,trailers,trailerr's,,trailer's,322
0,celtic,celtic,4.8771615,cell,323
1,guides,guids,,guides,323
2,know,kno,,know,323
3,traffic,Traffic,2.6161482,traffic,323
4,qualify,qualifyy,,qualify,323
5,convention,conventioneds,,conventions,323
6,recreational,recriashenal,,recruitment,323
7,turns,TURNS,-1.135252,turns,323
8,gossip,GOSSIP,-2.8656864,gossip,323
9,compound,COMPUND,-2.7906048,compound,323
10,retreat,retreit,,retreat,323
11,agent,agant,,agent,323
12,albums,albam's,,Alabama's,323
13,artwork,arrhtuork,,artwork,323
14,proven,provon,,proven,323
15,guidelines,gidelinez,,guidelines,323
16,standard,standeredp,,standard,323
17,processing,processing,4.6221647,processing,323
18,couple,coupele,,couple,323
19,instruments,instraumentss,,instruments,323
0,networking,Networking,2.4557436,network,324
1,kept,kapt,,capt,324
2,costume,costumef,,costume,324
3,cruz,crusvedz,,crossed,324
4,hopefully,hopefully',,hopefully,324
5,skiing,skyingl,,skylight,324
6,matter,mater,,mother,324
7,kept,Kept,3.8795836,keep,324
8,broadcasting,breoadcahstin,,broadcasting,324
9,independence,indypeendens,,independent,324
10,mask,mazk,,mask,324
11,peter,ppeter,,peter,324
12,thirty,ThIrTy,0.41823712,thirty,324
13,referrals,refferles,,reflections,324
14,michigan,michigone,,Michigan,324
15,sofa,Xopha,,Xophia,324
16,caribbean,carbbyan,,carbon,324
17,decide,Decide,1.0679126,decide,324
18,minority,Minority,1.5469196,minority,324
19,specific,spcific,4.7333264,specific,324
0,full,fooled'sk,,fool's,325
1,artificial,aRtIfIciAl,0.06963907,artificial,325
2,celebrity,cellerbaly,,cellulose,325
3,lookup,lookupb,,look up,325
4,handle,handle',,handle,325
5,hostel,host'l,,hostel,325
6,environmental,enveironemasntal,,environmental,325
7,patio,Vatipo,,vacation,325
8,nepal,Pennel,,penny,325
9,marvel,marvel'sp,,marvels,325
10,helping,helpin,,helping,325
11,voters,votersd,,voters,325
12,acre,acker',,actor,325
13,aids,aived'ss,,alive,325
14,undefined,uindefeined,,undefined,325
15,package,paccage,,package,325
16,blogs,blog'sm,,blogs,325
17,clothing,clothings,,clothes,325
18,induction,Induction,3.781791,induction,325
19,ward,wared,,warred,325
0,tablet,tablet',,tablet,326
1,grew,Grew,-0.8938616,grew,326
2,patricia,paedritia,,pediatrics,326
3,subscriptions,subskripshans,,subscriptions,326
4,temperatures,temporatera's,,temporary,326
5,threatening,threatningly,,threateningly,326
6,medical,mehedical,,medical,326
7,theorem,theorem,4.722425,theorem,326
8,refers,rephers,,refers,326
9,broker,brokere,,broker,326
10,relative,RELATIVE,-1.9374945,relative,326
11,measurements,measuremnengtes,,measurements,326
12,metals,metalls,,metals,326
13,narrative,NARRATIVE,-2.213974,narrative,326
14,murder,mnurder,,murder,326
15,tours,Tours,2.2902718,tours,326
16,operated,operatededf,,operated,326
17,turkish,Retchis'sl,,Rachel's,326
18,teaches,Techies,0.6759977,techies,326
19,directive,Directive,2.520147,directive,326
0,cars,carz,,cars,327
1,deer,derrrrrrr,4.911781,drive,327
2,everyone,everone,,everyone,327
3,buttons,buttones,,buttons,327
4,approximately,approximatelylyt,,approximately,327
5,understand,understaned,,understood,327
6,waters,wateres,,waters,327
7,silk,silc,,silk,327
8,responses,RESPONSES,-1.3420446,responses,327
9,worth,worth,4.736918,worth,327
10,titled,tittledd,,titled,327
11,secure,secyure,,secure,327
12,registrar,redgisstrear,,red gister,327
13,croats,croat's,,croats,327
14,explaining,explainings,,explanations,327
15,blogs,blogsf,,blogs,327
16,mating,matingn,,mating,327
17,helping,helping,4.9510856,helping,327
18,nearby,neearby,,nearby,327
19,tutorial,cottoriall,,cotton,327
0,exterior,Exterior,4.2979054,Exterior,328
1,having,havin,,Having,328
2,scotia,scotiu,,Scotland,328
3,proc,Proc,0.10981674,Process,328
4,approach,aPpRoAcH,-1.2662208,Approach,328
5,substitute,substeituete,,Substitute,328
6,databases,databases',,Databases,328
7,stops,stops,4.4103847,Stops,328
8,throughout,throughoute,,Throughout,328
9,speaking,speoking,,Speaking,328
10,timer,ttimer,,Timer,328
11,registrar,Registrar,3.4527113,Registrar,328
12,credit,creedit,,Credit,328
13,awards,awarmed'sL,,Warned's List,328
14,yoga,yogag,,Yoga,328
15,cosmetics,COSMETICS,-0.69253296,Cosmetics,328
16,couple,quople,,Pulp,328
17,databases,Databases,2.4982917,Databases,328
18,sticker,stickered'sl,,Stickered's List,328
19,conflict,confflikt,,Conflict,328
0,boys,boy'ss,,boys,329
1,ambien,ambine',,ambition,329
2,studying,stewdingn,,steaming,329
3,land,lanvedk,,laved,329
4,allied,aled,4.7800508,ale,329
5,hood,HOOD,-2.3993714,hood,329
6,partially,PARTIALLY,-2.7054672,partially,329
7,everyone,EveRyOnE,1.061325,everyone,329
8,jewellery,juilerly,,july,329
9,judgment,jodgmenet,,judgment,329
10,caribbean,cairibbeon,,caribbean,329
11,enemies,enemys,1.5812467,enemies,329
12,focuses,ffocusis,,focus,329
13,tree,ttree,,tree,329
14,lounge,lounques,,lounge,329
15,genuine,GENUINE,-2.4322827,genuine,329
16,occurring,occurrin,,occurring,329
17,speak,sphek,,speak,329
18,kingston,keingstonn,,kingston,329
19,animated,Animated,2.1058788,animated,329
0,ambivalent,Ambivalent,2.9461036,ambitious,330
1,scenic,nessien,,sensitive,330
2,priority,pwrioreity,,priority,330
3,existing,existingul,,existing,330
4,davis,davic,,david,330
5,staffing,staffingeds,,staffing,330
6,operated,Operated,4.8459134,operate,330
7,wood,whood,,wood,330
8,reliance,reliances,,reliance,330
9,know,kno,,know,330
10,hardware,hArDwArE,-2.004312,hardware,330
11,analyses,analysess,,analyses,330
12,protective,Protective,2.8525116,protect,330
13,exports,exporetss,,exports,330
14,animated,ANIMATED,-2.9991007,animated,330
15,wishes,WISHES,-1.467016,wishes,330
16,update,UpDate,0.06261586,update,330
17,judgment,judgment,4.533245,judge,330
18,enables,Enables,2.939232,enable,330
19,graduated,graduated',,graduate,330
0,chargers,Chargers,4.78671,chargers,331
1,expand,expandle,,expand,331
2,directions,direktiins,,direct,331
3,concern,conncerrn,,concern,331
4,german,jerman,,german,331
5,simultaneously,simultaneouslypy,,simultaneously,331
6,sure,Sureee,3.6222568,sure,331
7,inherited,inheritted',,inherited,331
8,impressive,impressive',,impressive,331
9,edges,EDGES,-2.5495398,edges,331
10,proxy,preoxy,,proxy,331
11,located,locatedd,,located,331
12,prediction,prredicktion,,prediction,331
13,formula,Formula,3.2168946,formula,331
14,suffering,ssuffering,,suffering,331
15,marie,Aemry',,emergency,331
16,vector,veector,,vector,331
17,prospect,prospect,4.967643,prospect,331
18,subscriptions,subhscriptianes,,subscribers,331
19,site,sitye,2.6043878,site,331
0,namespace,namespace,,space,332
1,quantity,quantity,4.635721,amount,332
2,flat,FLAT,-2.6178236,flat,332
3,viewpicture,vimacectere,,vacuum,332
4,existence,existrencee,,existence,332
5,partial,partiuel,,partial,332
6,kernel,Kernell,4.4392557,kernel,332
7,batman,bamton,,bomb,332
8,living,livingg,,living,332
9,facilitate,facilitate,4.6938114,facilitate,332
10,alternatives,altarnatteves,,alternate,332
11,funding,funeding,,funding,332
12,retro,retroe,,retro,332
13,perry,parry,,parry,332
14,ruby,rubey',,rubber,332
15,footwear,footweer,,footwear,332
16,vessels,vessles,5.0052695,vessels,332
17,stick,stick,4.788804,stick,332
18,lose,lose's,,lose,332
19,wishing,wwishing'sm,,wishing,332
0,watched,WaTcHeD,-2.0103924,watched,333
1,influences,INFLUENCES,-1.1828282,influences,333
2,costume,costumev,,costume,333
3,apollo,aupollo,,apollo,333
4,doll,dolle,,doll,333
5,ambivalent,abmivalemenc,,ambivalence,333
6,damage,damagel,,damage,333
7,introducing,inntreoduceng,,introducing,333
8,plate,platee,,plate,333
9,risk,risq,,risk,333
10,played,playedt,,played,333
11,tender,tender,5.084698,tender,333
12,expressions,expressionm'sp,,expression,333
13,edges,edses,,eds,333
14,recognize,recognisee,,recognize,333
15,facilitate,facilitatesy,,facilitate,333
16,sought,Sought,4.3903084,sought,333
17,bacon,bacan,,back,333
18,homes,home'st,,home,333
19,anyway,Anywayyyyyyy,1.8096277,anyway,333
0,appeals,appeal'ss,,appeals,334
1,python,pytheon,,Phoenix,334
2,upon,uppon,,upon,334
3,perry,perri,0.70707077,Perry,334
4,logitech,logitech,3.7357888,Logitech,334
5,clear,clear',,clear,334
6,cardiff,chardiff,,challenge,334
7,module,moedule,,module,334
8,loaded,loadedt,,loaded,334
9,tenant,tennant,4.8539767,tenant,334
10,input,Input,1.9192537,input,334
11,enterprises,enterpprizez,,enterprise,334
12,neon,gnone,,none,334
13,pricing,PRICING,-2.9265993,pricing,334
14,rough,rouf,,rough,334
15,finally,finaly,,finally,334
16,porter,porteer,,porter,334
17,collector,COLLECTOR,-1.8248026,collector,334
18,clarke,clarke,4.9894695,Clark,334
19,registrar,radgictrar,,radical,334
0,plan,pln,2.5510406,plan,335
1,substitute,Substitute,4.771179,substitute,335
2,chassis,chyssis,,chrysalis,335
3,neon,Nenn,0.55677575,pen,335
4,quad,quad,2.863722,quad,335
5,supreme,SUpreme,2.552956,supreme,335
6,cream,Cream,2.9558227,cream,335
7,dependence,dipendeence,,dependence,335
8,costume,costume',,costume,335
9,slides,Slides,4.6788716,slides,335
10,abandoned,ABANDONED,-2.7913983,abandoned,335
11,scared,scarred,,scared,335
12,authorization,authorization,4.3658094,authorization,335
13,possibilities,poscibilities,,possibilities,335
14,picture,ficture,,picture,335
15,determine,Determine,2.74822,determine,335
16,independence,Independence,4.21831,independence,335
17,vulnerability,vulnerabilityly,,vulnerability,335
18,circuits,CIRCUITS,-0.71458995,circuits,335
19,uganda,oogandea,,ogandea,335
0,settlement,sattlementh,,settlement,336
1,curve,cirve,,curve,336
2,identifies,IDENTIFIES,-1.313411,identifies,336
3,privacy,priVAcy,0.9506389,privacy,336
4,border,bourder,,border,336
5,peter,petar,,Peter,336
6,trusts,trussed'sk,,trussed,336
7,sacramento,Sacramento,3.7156188,Sacramento,336
8,sink,ssink,,sink,336
9,market,marcet,,market,336
10,enemies,enamies,,enemies,336
11,london,london,4.95298,London,336
12,bequeathed,bequeathed,4.21409,bequeath,336
13,venues,venuesv,,venues,336
14,situations,situationss,,situations,336
15,boutique,botique,3.9230962,boutique,336
16,highlighted,Highlighted,3.2107284,highlighted,336
17,decline,decloine,,decline,336
18,fioricet,fioricet,,fioricet,336
19,sure,sur,,sur,336
0,limited,limitedn,,limited,337
1,michigan,Michigannn,1.431408,Michigan,337
2,batman,battonm,,button,337
3,primary,Primary,1.4690001,primary,337
4,certainty,sertanty',,certainty,337
5,comparing,comparging,,comparing,337
6,albuquerque,ALBUQUERQUE,-2.648508,Albuquerque,337
7,husband,husbanned's,,husband's,337
8,aged,ageed,4.810468,need,337
9,analyst,anealyct,,analyze,337
10,marking,marcing,,marking,337
11,uzbekistan,uzbekistan,3.674194,Uzbekistan,337
12,subscriptions,subscriptionm's,,subscription's,337
13,instruction,INSTRUCTION,-1.4138817,instruction,337
14,encouraging,enncourazin,,encouraging,337
15,achieve,auchieve,,achieve,337
16,forward,forwarreed,,forward,337
17,chen,chene,,chain,337
18,hungary,hungery,,hungry,337
19,oliver,allizer,,allergy,337
0,asthma,Aishmad,,Ashamed,338
1,associations,associations,4.859587,Associations,338
2,grew,grew',,Grew,338
3,investigations,Investigations,4.4557376,Investigations,338
4,existence,existennce,4.8701057,Existence,338
5,freeze,freezed,,Frozen,338
6,sing,sin,,,338
7,worlds,worleds,,Worlds,338
8,debate,dEbAtE,-0.17165305,Debate,338
9,handle,Handle,1.8009032,Handle,338
10,oklahoma,Oklahoma,4.41819,Oklahoma,338
11,from,frum,,From,338
12,cayman,cayman,4.9278,Cayman,338
13,chargers,charegerse,,Chargers,338
14,sing,sin,,,338
15,converted,convarted,,Converted,338
16,woods,Woods,-0.16578174,Woods,338
17,predictions,predeicsans,,Predicaments,338
18,usgs,USGS,-1.7093959,USGS,338
19,certain,CeRtAiN,-1.3128107,Certain,338
0,uganda,yoganded,,yogurt,339
1,length,lenth,,length,339
2,cellular,CELULAR,-2.4482875,cellular,339
3,chronicle,chronikle,,chronicle,339
4,guitar,guitar,4.9296784,guitar,339
5,celebrate,cealebrayte,,celebrate,339
6,allocated,allecated,,allocated,339
7,bureau,boureau,,bureau,339
8,hotmail,hotmail,,hotmail,339
9,laugh,LauGh,-0.881303,laugh,339
10,capture,captshur,,capture,339
11,rank,rankeds,,rank,339
12,opening,oppening,4.6489835,opening,339
13,conditioning,cindischoneing,,conspiring,339
14,remind,REMIIND,-2.5673497,remind,339
15,steven,stiven,,steven,339
16,roommate,roommat,,roommate,339
17,prepare,PREPARE,-2.6091173,prepare,339
18,referred,reifreader,,reader,339
19,nearby,Pnewribly,,pretty,339
0,circumstances,circkumstuansez,,circumstances,340
1,entrepreneur,entrepreneurfue,,entrepreneur,340
2,picture,picttiore,,picture,340
3,isle,isle',,island,340
4,lexington,lexington,4.778931,lexicon,340
5,contained,contained,4.9632473,contain,340
6,workforce,WORKFORCE,-1.250859,workforce,340
7,port,port,4.439457,port,340
8,tribes,tribe's',,tribes,340
9,dealers,Dealers,2.2989385,dealers,340
10,pokemon,POkemon,0.12733291,Pokemon,340
11,complaints,chomplaintc,,complaint,340
12,intelligence,intélligence,,intelligence,340
13,scales,SCALES,-1.8459336,scales,340
14,represent,reprresentt,,represent,340
15,costumes,costuuuuumes,2.7731645,costumes,340
16,increasingly,increasinglyly,,increasingly,340
17,chick,ChICK,0.63419694,chick,340
18,ruby,rubya,,ruby,340
19,sublime,sublimeve',,sublime,340
0,shipment,shipmint,,shipment,341
1,watch,watchh,,watch,341
2,input,ianput,,input,341
3,aged,aged's,,ages,341
4,print,printt,,print,341
5,improving,improuvingl,,improving,341
6,bangkok,bandcock'sg,,bandages,341
7,meetings,meatingsh,,meetings,341
8,acute,Actue,0.2172798,act,341
9,valium,vallium,,valley,341
10,complaints,complants,,plants,341
11,targeted,Targeted,3.099044,target,341
12,florist,floerest,,flower,341
13,offensive,OfFeNsIvE,-0.13634129,offensive,341
14,penalties,panalteies,,panalties,341
15,animated,inamoted,,inmate,341
16,strictly,strictle,,strict,341
17,fairfield,faichriflede,,rifle,341
18,boutique,boutique,3.821274,boutique,341
19,communicate,ckomunecate,,communicate,341
0,logitech,logdiet',,diet,342
1,cosmetics,cosmetic'sm,,cosmetics,342
2,would,WoULd,-1.4641979,world,342
3,actress,actressm,,actress,342
4,spider,speider,,spider,342
5,associate,assaciate,,associate,342
6,situation,SITUATIONNNNNNNN,-0.3491723,situation,342
7,flow,felow,,fellow,342
8,limitation,limiteationn,,limitation,342
9,derived,deerived,,derived,342
10,seal,seeal,,seal,342
11,typical,typicalt,,typical,342
12,networking,networking,4.517839,network,342
13,persistent,persistint,,persistent,342
14,draw,DRAW,-2.6914716,draw,342
15,burns,bharn's,,barns,342
16,marking,markingn,,marking,342
17,vegetation,vegytation,,vegetation,342
18,leone,leoene,,leone,342
19,blues,BLes,-0.9636482,bles,342
0,transparency,transparencyI,3.5315607,transparency,343
1,sunny,sanny,,sandy,343
2,productivity,productivity,4.4782267,productive,343
3,header,Header,2.174357,header,343
4,allocated,ALLOCATED,-2.7537253,allocated,343
5,operated,operatead,,operated,343
6,topics,toppics,,topics,343
7,textbooks,textbook'sl,,textbooks,343
8,pichunter,Pichunter,2.249574,picture,343
9,berkeley,BERKELEY,-0.49072847,Berkeley,343
10,immigrants,Immigrants,4.248553,immigrants,343
11,photoshop,photoshop,4.2994814,photoshop,343
12,talented,talintedd,,talented,343
13,boston,Boston,1.0624748,Boston,343
14,would,wuld,,would,343
15,vector,Vector,4.556782,vector,343
16,atomic,Atmoic,1.006628,atomic,343
17,limited,lemmited,,limited,343
18,convention,canventien,,convention,343
19,galaxy,gallaxssy,,galaxy,343
0,roger,wrarge',,charge,344
1,wave,wav,,wave,344
2,manufactured,MANUFACTURED,-2.0106378,manufactured,344
3,retention,retentioned',,retained,344
4,urls,URLs,0.19068865,urls,344
5,mother,mooooother,-0.9156345,mother,344
6,organize,organise',,organize,344
7,pennsylvania,Pennsylvânia,2.7258868,Pennsylvania,344
8,inherited,inherrited,,inherited,344
9,essex,essex,4.477875,Essex,344
10,university,ugnivarzity,,ignorance,344
11,confused,ConFuSeD,0.08409894,confused,344
12,speak,speaak,4.4238086,speak,344
13,zinc,zeinc,,zinc,344
14,year,yearrr,4.7049475,year,344
15,typical,tipecal,,typical,344
16,victims,vicghtems,,victims,344
17,pest,pessedt,,pressed,344
18,press,pres,,press,344
19,reed,ried,,ried,344
0,analyses,annalisess,,analysis,345
1,infected,infacteed,,in fact,345
2,steering,stiring,,stirring,345
3,offline,ofline,,offline,345
4,mariah,marieah,,maria,345
5,become,beckome,,become,345
6,steering,sTriNg,0.8675939,string,345
7,somewhat,somewhat',,somewhat,345
8,rapid,wrappede,,wrapped,345
9,venues,venuez,,venues,345
10,serve,Serve,3.4712648,serve,345
11,licence,licance,,license,345
12,rank,rankedz,,ranked,345
13,forums,FORMS,-1.8783796,forms,345
14,meanwhile,Meanwhile,1.4454976,meanwhile,345
15,telephony,telophone,,telephone,345
16,lynn,LYNN,-1.7604215,lynn,345
17,residents,RESIDENTS,-0.62907183,residents,345
18,albums,ALBUMS,-2.723121,albums,345
19,vacancies,Vacancies,3.976826,vacancies,345
0,moscow,moscow,4.5872397,Moscow,346
1,stone,STONE,-1.1616677,Stone,346
2,test,TEST,-0.07363209,Test,346
3,replaces,riplases,,Riplaces,346
4,planes,PLANs,-2.5489478,Plans,346
5,wood,wooed,,Wood,346
6,developers,developerp'ss,,Developer's,346
7,climbing,climbingn,,Climbing,346
8,wood,whood,,Wood,346
9,uganda,ugahneda,,Uganda,346
10,commons,commons,4.9765897,Commons,346
11,challenges,chalenges,5.0153193,Challenges,346
12,corner,cornerrr,4.9436264,Corner,346
13,aids,aived's',,Ave's,346
14,entrepreneur,entrepreneur,4.898527,Entrepreneur,346
15,poverty,paverti,,Pave,346
16,israeli,Israel'sl,,Israel's,346
17,world,worLD,-0.34941742,World,346
18,isbn,isbn,4.86978,Isbn,346
19,chargers,Chargers,4.78671,Chargers,346
0,framework,framuork,,framework,347
1,studying,stewding,,stewing,347
2,artwork,Artwork,1.4456398,artwork,347
3,clear,cleare,,clear,347
4,quotations,quotatians,,quotations,347
5,only,only,,one,347
6,composite,compositel,,composite,347
7,acceptable,acceptablen,,acceptable,347
8,gaps,gips,,gips,347
9,twain,twin,4.317094,twin,347
10,broadcasting,Broadcasting,2.8933816,broadcasting,347
11,loans,lloans,,loans,347
12,taste,TASTE,-1.9484667,taste,347
13,controlling,controlin,,controlling,347
14,deeply,depayly',,depaly,347
15,remove,Remove,2.3847408,remove,347
16,work,WORKK,-0.6914737,work,347
17,wrestling,re'slingly',,reslingly,347
18,year,yearh,,year,347
19,generic,genarik,,generic,347
0,wholesale,wholesale,4.6328073,whole,348
1,losses,Chalsa'sa,,chalice,348
2,burton,burtne,,burnt,348
3,caring,Carrying,2.1614058,carrying,348
4,deleted,dhileted,,diluted,348
5,replacing,replasong,,replacement,348
6,calculations,calculationis,,calculation,348
7,curve,Curve,3.4299607,curve,348
8,traffic,trafic,,traffic,348
9,guitar,gittor,,gator,348
10,applies,aplies,,applies,348
11,pencil,pensil,,pencil,348
12,pencil,pennesle,,pencil,348
13,spain,spaen,,span,348
14,provinces,provincies,4.6093197,provinces,348
15,artwork,artwark,,artwork,348
16,modified,modifyed,3.2069685,modified,348
17,spread,speard,4.916635,spread,348
18,warrior,warriar,,warrior,348
19,throat,THROAT,-2.2009664,throat,348
0,education,eductaion,4.373847,education,349
1,ought,OUGHT,-2.2067304,ought,349
2,particular,particluar,4.4658146,particular,349
3,portsmouth,pporedsmouth,,poresmouth,349
4,agrees,aggrees,,agrees,349
5,expression,EXPRESION,-1.4356828,expression,349
6,continuously,continusly,4.0269413,continuously,349
7,algorithms,alghiratism,,allegiance,349
8,mother,mooooother,-0.9156345,mother,349
9,loaded,LOADED,-2.948356,loaded,349
10,larger,lordger,,lord,349
11,sullivan,scallivan,,scallops,349
12,conviction,chonvictian,,convict,349
13,satellite,sateleite,,satellite,349
14,transportation,transportatine,,transportation,349
15,fioricet,fioricet,4.9385986,fiber,349
16,cayman,caymant,,camel,349
17,sailing,Sailing,4.190882,sailing,349
18,scholarships,scholarshipss,,scholarships,349
19,consequences,CoNsEqUeNcEs,-0.74808556,consequences,349
0,atomic,atomeic,,atomic,350
1,hayes,HAYES,-2.2168982,hays,350
2,miniature,miniature,4.884325,miniature,350
3,warrior,warriore,,warrior,350
4,tanzania,tannzaniu,,Tanzania,350
5,hope,hOpE,1.6995685,hope,350
6,basically,Basicallly,2.247764,basically,350
7,aged,aged,4.7874026,edge,350
8,land,lannd,,land,350
9,syndication,syndicationt,,syndication,350
10,staffing,staffin,,staff,350
11,ware,war,,war,350
12,shōnen,shōnen,,shonen,350
13,spank,spanked',,spanked,350
14,marble,marbale,,marble,350
15,predictions,preddectionz,,prediction,350
16,meetings,meeetings,,meetings,350
17,manufacture,manufacturert,,manufacturer,350
18,bold,bowledk,,bowl,350
19,circle,ciiiiircle,4.793737,circle,350
0,financing,financinge,,finance,351
1,indian,Indianon,,Indian,351
2,conf,conf,,conference,351
3,registration,rregicetraschon,,"regicetraschon"" (I'm not sure what word this could be, as it doesn't seem to be a real word)",351
4,retention,reetentiun,,retention,351
5,strain,STRAIN,-1.8947836,strain,351
6,strictly,strictly,4.9395227,strict,351
7,watched,wAtChEd,0.1476953,watched,351
8,wishes,wishesh,,wish,351
9,introduction,introductiona,,introduction,351
10,sends,sehnds,,send,351
11,marie,Aemryy,,emergency,351
12,commands,command'sv,,commands,351
13,exams,eexams,,exams,351
14,participate,partiscippayte,,participate,351
15,pencil,pennesleu,,peninsula,351
16,accordance,accordens,,accord,351
17,divx,dick's',,"Dick's"" (as in Dick's Sporting Goods)",351
18,economies,economses,,economy,351
19,mouse,mowse,,mouse,351
0,graphical,graphicalla,,graphic,352
1,fatal,ffatal,,fatal,352
2,cruz,crouz,,cross,352
3,draw,draww,,draw,352
4,reflect,refleckedf,,reflected,352
5,commonwealth,commonwealthed,,commonwealth,352
6,which,whitch,,witch,352
7,experiencing,experianting'sp,,experiencing,352
8,update,upmate,,update,352
9,alternatives,aulternnatyves,,alternative,352
10,agreed,AGREEEEED,-2.6793315,agreed,352
11,trials,triels,,tries,352
12,steering,steoring,,steering,352
13,neither,NEither,1.0107955,neither,352
14,likely,likelay,,likely,352
15,purpose,purpessee,,purple,352
16,crucial,cruciel,,crucial,352
17,chronicle,chraneicle,,chronicle,352
18,year,yeary,,yearly,352
19,estimates,eastimatess,,estimates,352
0,meet,MeT,-1.844623,metal,353
1,talented,talinted',,tainted,353
2,temperatures,temperatures,4.344512,temperature,353
3,apollo,oppol,,pool,353
4,loaded,LOADED,-2.948356,loaded,353
5,workforce,workforce'sn,,workforce,353
6,peripherals,peripherals,4.526704,peripheral,353
7,provision,proveesion,,provision,353
8,teaches,teachis,,teachers,353
9,clinic,cllinic,,clinic,353
10,harbour,harebour,,harbor,353
11,tomatoes,tomates,5.097431,tomatoes,353
12,unlock,unlockl,,unlock,353
13,estimate,Estimate,4.049697,estimate,353
14,francis,franci's,,France,353
15,economies,eeconomiez,,economy,353
16,thru,threwm,,them,353
17,extending,extending,4.849932,extent,353
18,atom,ATOM,-2.9625785,atom,353
19,lights,Lights,1.852852,lights,353
0,mambo,mambo',,mambo,354
1,pennsylvania,pennsallvanio,,Pennsylvania,354
2,enterprises,entorprrisez,,enterprise,354
3,thru,thruuuu,2.4198358,through,354
4,spank,Spank,3.2864485,spank,354
5,boots,bootsp,,boots,354
6,renaissance,reanaissance,,renaissance,354
7,pressed,pressedb,,pressed,354
8,dedicated,DeDiCATed,-1.5586871,dedicated,354
9,equipment,EQUIPMENT,-2.5356414,equipment,354
10,configuration,Configuration,3.540148,configuration,354
11,retro,retero,,retro,354
12,toronto,ttorronto,,Toronto,354
13,parents,parnets,4.5254555,parents,354
14,yoga,yogu,,yogurt,354
15,strict,STRICT,-0.45908865,strict,354
16,somewhat,somewmat,,somewhat,354
17,namely,namelly,,namely,354
18,healing,healang,,healthy,354
19,wrestling,reastling',,restling,354
0,referred,REFFERED,-1.0215437,REFERRED,355
1,london,london,4.95298,LONDON,355
2,athletes,Athletes,1.6868,ATHLETES,355
3,purpose,ppurpose,,PURPOSE,355
4,aged,agedb,,AGEDB,355
5,caroline,CAROLINE,-1.7362334,CAROLINE,355
6,staffing,staffingedz,,STAFFING,355
7,programmer,programer,4.7179823,PROGRAMMER,355
8,investigator,investigatori,,INVESTIGATOR,355
9,collecting,collecttyng,,COLLECTING,355
10,turbo,turbougha,,THROUGHOUT,355
11,hacker,hacer,,HAVE,355
12,toward,toward,4.937206,TOWARD,355
13,anne,ahnne,,ANNE,355
14,consist,convessed,,CONVISED,355
15,work,werk,,WORK,355
16,celebrities,xelebraties,,CELEBRITIES,355
17,perfume,perfume'sl,,PERFUME'S,355
18,industries,industryYes,3.4928021,INDUSTRY YES,355
19,coding,Coding,2.829524,CODING,355
0,liable,Liable,0.8502699,likely,356
1,beam,bbeam,,beam,356
2,ebook,EBOOK,-1.5235035,ebook,356
3,streets,sctreets,,streets,356
4,default,defaalt,,default,356
5,territories,territeoriese,,territory,356
