,clean,perturbed,legibility_score,predicted,batch
3,tabs,TABUS,-2.9895375,tab,844
4,clichés,clichées,2.2529798,cliches,844
0,guards,gadrus,4.307484,gadget,845
1,assets,ASSITS,-1.9251547,assit,845
2,rank,Raunak,0.092978574,runak,845
3,experiencing,ecriexennipg,4.5898495,ecriexennipg,845
4,efficient,eff-i<cient,2.5750995,efficient,845
0,integrate,i?nt>eg\r<at?e,0.1304541,intrigue,846
1,steven,steveon,1.4167752,stone,846
2,possessing,possesing,1.8750938,possessing,846
3,market,mraekt,4.6486387,matching,846
4,relative,relativ,4.8363533,relative,846
0,existence,existance,4.9164734,existence,847
1,titled,tetild,4.5742736,tidied,847
2,attacks,Attucks,-0.49478036,attacked,847
3,wool,Woul,-0.1546138,world,847
4,promise,premisse,4.9767447,premise,847
0,broker,brokef,3.1284134,broken,848
1,proxy,pxory,4.60954,porky,848
2,ruby,rub$y,-0.60049874,ruby,848
3,retention,rwrention,2.311711,retention,848
4,thumbs,trumbs,3.8824894,trumbull,848
0,encryption,encriptación,2.9792044,encryption,849
1,jenny,jneny,4.636253,jenny,849
2,draw,daow,1.7170752,dow,849
3,instrument,instrumets,4.929933,instrument,849
4,headquarters,headquarters,4.605098,headquarters,849
0,iowa,jowa,3.9084532,jowah,850
1,observation,obersation,4.200016,observer,850
2,pest,pes,2.1193948,pest,850
3,blow,bkow,3.582281,bow,850
4,serves,)serve(s,0.18865004,serve,850
0,wellington,Wellyngton,0.059886187,Wellington,851
1,mail,maal,4.95827,Malaysia,851
2,firm,firem,2.843786,fireman,851
3,trans,tanrs,5.05582,tanners,851
4,physicians,ph7sicians,2.3621118,physicians,851
0,mailed,"m,a%i@led",-1.6017233,marmalade,852
1,marble,marbel,4.9713726,marble,852
2,satisfactory,satisfacting,3.8422005,satisfaction,852
3,livecam,lvaiecm,4.740464,lavish,852
4,barbados,"ba""rb=ados",0.7667149,bazaar,852
0,circus,Circeus,0.88176507,Circe,853
1,pichunter,pickmother,3.6216261,picker,853
2,turkish,Türkish,2.2390964,Turkish,853
3,satellite,satalite,5.07844,saltite,853
4,costs,coss,3.8030756,cosset,853
0,deutsche,deutsce,4.797249,dutch,854
1,amount,amout,5.007322,amount,854
2,homes,hotas,2.5511782,hotas,854
3,priority,prioirty,4.7977633,priority,854
4,specific,specifique,0.12447709,specific,854
0,operated,operatev,3.4071848,operate,855
1,handle,han(d!l<e,-1.1345927,hand,855
2,questionnaire,questionnairewe,3.9852397,questionnaire,855
3,meanwhile,whilemean,3.9615698,while,855
4,explaining,explainning,4.420042,explaining,855
0,flip,flupp,-0.66774255,fluff,856
1,leads,lea^ds,2.3488774,leads,856
2,occupation,occopation,4.222487,occupation,856
3,selecting,seilisting,4.719675,selection,856
4,helping,@he>lping,0.80481076,@helping,856
0,requiring,"re""quiring",3.372396,requiring,857
1,barbados,barbiets,1.6906508,barbets,857
2,celebrities,celebrationThis,1.5547324,celebration,857
3,label,labil,0.7983558,libel,857
4,anxiety,anixiety,4.5466757,anxiety,857
0,double,doible,2.2409153,double,858
1,introduced,intruduced,4.0052166,introduced,858
2,carter,care3RR,-1.1762553,career,858
3,clinic,cinic,4.266113,cynic,858
4,banned,banmed,4.983298,banned,858
0,allows,allos,4.8125834,allows,859
1,thumbs,thinfs,0.10597633,thinks,859
2,aims,Ains,-2.2566264,ains,859
3,atom,aotm,4.6439767,atom,859
4,chicken,chiken,4.459353,chicken,859
0,steering,steeting,4.9460273,stepping,860
1,ohio,ohi9,0.46155706,okay,860
2,specific,speific,4.8304434,specific,860
3,nathan,nadoen,0.103241816,not done,860
4,least,leist,1.3189799,least,860
0,queens,Quienes,-1.2758352,queens,861
1,outlook,outlok,4.7069144,outlook,861
2,lightweight,ljghtweight,3.849178,lightweight,861
3,toronto,ttonoro,4.846595,tomato,861
4,wrestling,wre;stling,1.7710654,wrestling,861
0,cave,cvae,4.983405,cave,862
1,compound,c0mpound,2.5265481,compound,862
2,cooked,cookd,4.671793,cooked,862
3,basically,bcaslliay,4.6130424,bazaar,862
4,delaware,Delawer,1.3741667,deliver,862
0,loans,loxjs,0.75611156,lobster,863
1,clichés,clichées,2.2529798,cliches,863
2,transcripts,t<rans}crip^ts,1.648733,traces,863
3,remedy,Remedie,0.9311429,medicine,863
4,transferred,%trans|fe@rr<ed,-0.31730902,translated,863
0,aids,adis,4.7962303,adios,864
1,challenges,challeneges,4.746237,challenges,864
2,commands,cmadmons,4.7293777,madams,864
3,gamecube,gamec%u-b:e,0.94008327,gamecube,864
4,fiancée,fianée,4.0275655,fiancee,864
0,sims,Simes,0.9110594,Sims,865
1,laugh,Lasch,-1.1213291,Lash,865
2,developers,developpers,4.3002353,developers,865
3,focuses,focuses,4.817147,focus,865
4,configuration,configurtion,4.094173,configuration,865
0,port,lor5,-2.0074828,log,866
1,toned,towned,1.329521,town,866
2,marking,marking,4.8236785,mark,866
3,update,updat,2.4768746,update,866
4,beverage,bevarage,4.840703,behavior,866
0,entrepreneur,entrerenur,4.9281306,entrepreneur,867
1,judgment,judgementRT,3.012915,judgment,867
2,financing,financing,4.8390017,finance,867
3,burton,buton,3.1720116,button,867
4,cafe,CABE,-2.8680346,cabbage,867
0,arising,arisobg,-0.15836437,arabic,868
1,zdnet,svnef,0.5090032,venef,868
2,indicator,indicaor,4.490553,indicator,868
3,group,Grupo,-1.3429981,group,868
4,bolivia,gklivia,2.3840117,glove,868
0,self,Seewolf,-2.0019233,seewolf,869
1,kernel,kerne;,2.3291943,kernel,869
2,plan,p;an,-0.009975491,pan,869
3,delivering,(delive%ring,1.2373534,delivering,869
4,headlines,edlines,4.393322,edging,869
0,relocation,riecooatln,4.535104,ricochet,870
1,sophisticated,sofisticated,1.8483188,sophisticated,870
2,independence,independentsDude,2.2715082,independent dude,870
3,redeem,reeedm,4.9289827,remedy,870
4,nail,bwil,-1.7597127,bill,870
0,addition,a}ddition,0.7867279,addition,871
1,broker,nroker,1.8827801,roker,871
2,fatal,faal,3.1860812,fall,871
3,nathan,natnan,4.7548,nathan,871
4,hull,hul,3.8785822,hole,871
0,katrina,Katarina,4.7751102,Katarina,872
1,advising,advicing,3.757058,advice,872
2,delivering,dellferihg,2.7592597,dellferihg,872
3,scripting,scripting,4.9208717,script,872
4,starsmerchant,ztarsmerchant,4.4494853,zatar,872
0,world,woould,1.587921,would,873
1,tire,ti4e,-0.65565115,time,873
2,vessels,Vezelis,0.5927232,veil,873
3,temperatures,temperaturas,4.3822417,temperature,873
4,allied,allwed,0.60549545,allowed,873
0,disabilities,desabilities,4.6770415,abilities,874
1,heating,hepeating,-0.40347132,peating,874
2,amenities,Amenthes,0.80949366,tees,874
3,neil,niel,4.750121,neel,874
4,hope,h`o|pe,-1.3892493,hope,874
0,senior,SENHOR,-1.6518148,senior,875
1,treat,trht,0.41371068,threat,875
2,easy,esay,4.5440717,easy,875
3,patricia,atricia,2.9520898,articulate,875
4,cells,cel;s,1.1578757,cell,875
0,press,presc,4.730169,prescription,876
1,banned,baned,4.507841,banned,876
2,shipment,shipmint,4.566817,shipment,876
3,cuts,cjts,0.73463565,cts,876
4,retreat,ret5eat,1.6484636,retreat,876
0,bits,btis,4.3520684,bats,877
1,increasingly,increasingly,4.6922383,increasingly,877
2,painting,paniintg,4.786585,paniintg,877
3,africa,Afrca,1.1931611,Africa,877
4,mixture,misture,4.325058,misture,877
0,beverage,b@ev(erag!e,0.2061515,beaver,878
1,credit,cridit,4.943005,critic,878
2,patio,p&a@tio,-0.005528838,pato,878
3,stops,stps,4.625629,staple,878
4,databases,databosses,3.6508248,database,878
0,london,londra,3.5069523,London,879
1,idea,Ideia,1.169479,Idea,879
2,uzbekistan,Uzbekiston,1.8675997,Uzbekistan,879
3,scenic,siencc,4.9356523,science,879
4,ones,omes,4.6554365,omelette,879
0,divx,dlvx,2.2048182,deluxe,880
1,delegation,Delagation,2.8411741,delagation,880
2,hosted,Hoedad,0.7289725,hoedad,880
3,development,dpvomeneelt,4.4478188,dopamine,880
4,surprise,[[Suprise,1.8289074,surprise,880
0,walter,wanter,3.0790963,water,881
1,bacon,backIn,2.5093014,back,881
2,pennsylvania,Pensilvania,2.554716,Pennsylvania,881
3,niche,nich,3.6361015,nice,881
4,tours,toures,3.5841954,tour,881
0,apparently,aparrentely,4.211409,apparently,882
1,oracle,orakele,2.791887,oracle,882
2,settle,seddle,0.58986026,seduce,882
3,uzbekistan,Uzbegistan,2.0378544,Uzbekistan,882
4,pollution,polution,3.257563,pollution,882
0,notify,notefyi,2.3229294,noteify,883
1,fielded,fileted,4.1453786,fileted,883
2,financing,fnnainicg,4.755677,funnagin,883
3,spank,spwnl,-1.1770347,spwnl,883
4,confused,cpnfused,2.6454468,cpnfused,883
0,quad,quzf,-2.1691961,quiz,884
1,sends,senats,4.0651946,senate,884
2,phones,phoneys,3.4968426,phonies,884
3,promise,proise,3.7828515,prose,884
4,establishes,establises,4.3047237,establish,884
0,clark,c.ark,3.8408587,car,885
1,males,malis,2.5824625,malicious,885
2,bikes,bkkes,4.7004366,bikes,885
3,strong,strog,4.7862988,strong,885
4,couple,Coupole,-0.85663223,coupole,885
0,souls,Soules,2.9963353,sole,886
1,likely,likily,4.49665,likely,886
2,flooring,floo{ring,1.3101062,floating,886
3,expression,wxpression,2.2965574,expression,886
4,tournaments,tournamengd,3.677069,tournament,886
0,subscriber,s=ubscr)iber,0.7950432,subscribed,887
1,reprints,reprinrs,4.8962646,present,887
2,shelf,shoulf,-0.76480454,should,887
3,antibodies,antib0dies,1.9719543,antibodies,887
4,ward,wrd,4.7724314,word,887
0,humor,huomr,4.4299164,human,888
1,variation,vardyIn,-1.0338974,very,888
2,washing,wasing,3.992737,was,888
3,meter,meteres,4.2210803,meter,888
4,thoroughly,@thor;o?ugh.ly,-0.02062251,@thor;o?ugh.ly,888
0,doctors,adoctor,3.9993708,doctor,889
1,manufacturing,manifacturing,4.546266,manufacturing,889
2,strong,snrtog,4.514389,snort,889
3,actress,"ac_tre.s,s",2.5660062,acronym,889
4,exceed,)exceed,2.3407073,exceed,889
0,meanwhile,meanwhil,4.0736656,meanwhile,890
1,taxi,Tasi,0.5849642,cast,890
2,indoor,@ind]o(or,-1.0265079,indoor,890
3,hotmail,-hotm}a-il,0.28121412,hotmail,890
4,hardware,hardwares,3.9097807,hardware,890
0,located,LOSTed,-1.3106624,Lost,891
1,extending,eeintxdng,4.3986697,Intended,891
2,noon,noo/n,-0.113820866,No,891
3,berkeley,berkely,3.772938,Berkeley,891
4,attaché,Attaqué,-2.3267233,Attacked,891
0,band,Banda,0.47870424,band,892
1,lounge,longe,4.9496903,long,892
2,appeals,applaus,1.6841679,applaud,892
3,shot,sht,4.6737304,shout,892
4,rank,r_an`k,0.5318199,rank,892
0,distant,distanh,4.1714606,distance,893
1,shared,sharad,5.04519,shark,893
2,bride,brigde,3.551239,bridge,893
3,telephony,%te^le[p>h=on'y,-2.1800003,telephone,893
4,namespace,na$mes#pace,-0.74451005,nap,893
0,sends,sendx,3.2891579,send,894
1,latter,.atter,4.1652284,attar,894
2,litter,litt,4.224505,lit,894
3,structures,struerctus,4.5985065,struerctus,894
4,answered,a;nsw=ere%d,-0.23011169,anew,894
0,rebates,reba<te@s,1.442987,reba<te@s,895
1,topics,topis,3.9133065,topis,895
2,picture,pictur,3.7418213,pictur,895
3,emissions,emissiims,4.658467,emissiims,895
4,setting,settimg,4.9493303,settimg,895
0,portal,ortal,3.0055778,orange,896
1,potatoes,Patatos,0.6796056,potato,896
2,costs,custs,0.009104565,custard,896
3,sullivan,suliban,1.9247253,suliban,896
4,coordinates,caiorodtnes,4.6654553,cairo,896
0,penalties,p{e[nal=t/ies,-0.4769257,penalty,897
1,claire,clire,4.9205346,clique,897
2,variation,;va.riatio)n,0.297505,variation,897
3,advertisement,advertasiment,4.973253,advertisement,897
4,instruction,instrospection,1.978738,introspection,897
0,nostalgic,nostalgy,2.6460812,nostalgia,898
1,cancelled,ccaelnled,4.7365127,ceiling,898
2,speaks,speack,4.0079474,speak,898
3,treating,>treating,3.140358,treatment,898
4,garcia,garza,1.778132,garza,898
0,port,po\rt,1.3423954,port,899
1,exports,experties,2.9781654,properties,899
2,francis,fracis,5.0656853,factis,899
3,clinic,liic,4.6665707,lic,899
4,peripherals,periferals,2.6061738,peripherals,899
0,geology,gealosy,2.3155074,geometry,900
1,stops,stopis,2.278649,stop,900
2,highlighted,hibhlighher,1.6400319,highlighter,900
3,artificial,artifiial,4.9376493,artificial,900
4,attacks,atacks,4.996492,attack,900
0,credit,Cradit,2.6109116,Credit,901
1,mild,Milad,-0.79068786,Maid,901
2,moscow,moscw,4.5749755,Moscow,901
3,graphics,grafics,2.935626,Graphics,901
4,bottle,Bootle,-0.3727492,Boat,901
0,voters,vo6ers,-0.16339934,voicers,902
1,kernel,krenel,4.952111,kernel,902
2,wellington,welington,3.494152,wellington,902
3,matches,matchs,4.599588,matches,902
4,guestbook,guestbook,4.2951555,guestbook,902
0,capture,captare,4.9141765,captured,903
1,egyptian,egyption,1.505289,Egyptian,903
2,encouraging,einnguraocg,4.0189853,enigma,903
3,echo,ehco,4.6104617,echo,903
4,bunch,|b`unch,-0.4128106,bunch,903
0,evening,evining,4.845614,evening,904
1,bold,Bolf,-1.4952717,bowl,904
2,circuits,cuicrtis,4.557339,cucumber,904
3,courts,couts,4.8104277,cout,904
4,update,upatade,4.7512865,upgrade,904
0,displayed,disbaled,2.3259156,disabled,905
1,qualify,qualifie,2.2997708,qualified,905
2,border,horder,3.065675,hoard,905
3,respiratory,respiritury,4.661339,respiratory,905
4,distant,fisgant,1.8746839,fishnet,905
0,focuses,focuse,4.6161733,focus,906
1,scan,acan,4.6621337,can,906
2,blvd,bvld,4.8243313,bold,906
3,preston,]p_r:es&ton,-0.0931159,present,906
4,associations,aicnoisoasts,4.0681944,acoustics,906
0,surprise,[[Suprise,1.8289074,Surprise,907
1,hunt,hun>t,0.2919363,hunt,907
2,structures,structurelles,2.5442846,structures,907
3,trials,tairls,4.7023797,tails,907
4,studying,studyng,4.8435802,studying,907
0,lose,loke,3.7698882,lock,908
1,vessels,<vessel]s,2.797474,vessel,908
2,click,c;ick,1.2825652,click,908
3,occurring,occurring,3.0036123,occurrence,908
4,sussex,SushiX,-1.2159474,sushi,908
0,apollo,a;ollo,-0.9299024,allo,909
1,intelligence,inteligence,4.9800005,intelligent,909
2,economy,eonocmy,4.355225,economy,909
3,souls,soules,2.8538206,sole,909
4,vocabulary,(voca>b+ula;r%y,-0.84327644,vocabulary,909
0,featuring,feat7ring,2.7017653,feathering,910
1,council,Coucil,1.1740923,council,910
2,targeted,tar}g<et|ed,0.8280266,targed,910
3,picture,prcutie,4.637991,pricety,910
4,thoroughly,thorou>ghl#y,1.1851599,thoroughly,910
0,administered,adminstrated,5.004782,administered,911
1,satellite,+sat>ellit`e,0.7975514,administered,911
2,prototype,proyotype,3.9919732,prototype,911
3,wordpress,word-ress,3.7495506,words,911
4,cells,clles,4.9178977,cles,911
0,lose,lsoe,4.557484,lose,912
1,namespace,namesapce,4.2193418,name space,912
2,listings,linitgss,4.562571,lint gass,912
3,stack,sctak,4.3163996,scat,912
4,contamination,cotamination,4.378925,contamination,912
0,messages,meassages,4.572566,messages,913
1,broke,borke,4.217089,broke,913
2,athletes,thletes,4.888332,athletes,913
3,birds,brids,4.985465,bridges,913
4,investigated,jnvestitated,4.5164847,investigated,913
0,planned,pnnaeld,4.410714,pinned,914
1,spider,spided,4.7032146,spied,914
2,meetup,meeup,0.6276911,meep,914
3,niche,nicce,4.6804204,nice,914
4,governmental,govrnmental,4.8262043,governmental,914
0,signature,sighafu5e,-0.27143812,sighafu5e,915
1,hotel,hothl,2.313222,hotul,915
2,vérité,vrité,4.4380407,virtue,915
3,namibia,niaibma,3.3205748,niabma,915
4,double,Dooble,0.36778337,doodle,915
0,miami,mami,4.8393726,mami,916
1,damage,damege,4.960932,damege,916
2,bring,BrEng,-0.57457596,British,916
3,cornell,coronel,3.4683125,coronel,916
4,celebrate,crbeletae,4.482096,crbeletae,916
0,trees,tree<s,2.6345866,trees,917
1,trained,tenarid,4.3806496,tenarid,917
2,compound,commfound,1.9123158,comfound,917
3,opéra,opéra,3.7864375,opera,917
4,convention,ctoeivnnon,4.6587987,cotevenon,917
0,clichés,classés,2.8240256,classified,918
1,arrested,aterrsed,5.0608964,attired,918
2,agrees,grees,4.8359776,graded,918
3,business,Buisness,1.1005423,business,918
4,boys,bys,3.8087237,by,918
0,clear,celar,5.054445,cellar,919
1,colombia,olombia,3.8521736,Olympia,919
2,gossip,ossip,0.032370847,opossum,919
3,wanting,wantig,4.3820915,fairy,919
4,ferry,frrey,4.9062214,fairy,919
0,delaware,delrawae,5.066577,delaware,920
1,oops,oop,1.7165031,open,920
2,handle,habdle,2.8046033,handle,920
3,priority,prioirty,4.7977633,priority,920
4,investigations,Investigacions,3.5098197,investigation,920
0,awful,awaful,4.7799473,awful,921
1,sought,sught,4.527637,sight,921
2,matches,matchs,4.599588,matches,921
3,university,"uni$v+er""sit#y",0.34466946,universe,921
4,modified,m+o[di_fi/ed,-0.9881646,medicine,921
0,introducing,inuirontdcg,2.9781547,innervated,922
1,guinea,guanya,4.171961,guilty,922
2,modified,m`od(ifi_ed,0.9656917,modified,922
3,packed,pcked,4.029172,picked,922
4,afghanistan,[[afghanistan,2.8619761,Afghanistan,922
0,oklahoma,Okalahoma,4.619229,Oklahoma,923
1,advised,aisvedd,4.9059463,avid,923
2,usgs,usvs,3.5551598,uvs,923
3,vocabulary,voabulary,2.3764129,vocabulary,923
4,addition,adittion,4.7749777,addition,923
0,cuts,ctus,4.7481847,cut,924
1,maintaining,mainting,4.711591,maintaining,924
2,existing,existents,4.774494,existence,924
3,contrast,contruct,1.4053342,construct,924
4,personality,personali,3.0539374,personal,924
0,metallic,MeItalic,0.11841281,metallic,925
1,dash,dawh,0.65707517,dawn,925
2,enterprises,entrepris,4.897748,entrepreneur,925
3,animals,anamalous,0.2955274,anamalous,925
4,metals,mtals,4.725936,metal,925
0,jägers,jägers,4.36241,jager,926
1,artificial,Artfiticial,3.0286446,artificial,926
2,theft,thett,4.6480093,that,926
3,chassis,chesses,1.5561489,chess,926
4,networks,Netwoks,1.9580032,network,926
0,nitrogen,nitrogfn,2.7194834,nitroglycerin,927
1,education,eduaciton,4.343439,education,927
2,traffic,traffi,4.662813,traffic,927
3,previews,previus,4.18952,previous,927
4,aged,wged,0.7494006,wedge,927
0,exterior,xterior,4.9620585,exterior,928
1,cornell,Coronell,3.5383105,coronell,928
2,lamb,l(am>b,-1.1011012,lamb,928
3,fatal,fitality,0.9540924,fidelity,928
4,heel,hddl,0.38372532,hold,928
0,modifications,moeigicatkknw,0.41904983,moeigicatkknw,929
1,essex,essec,3.568946,essec,929
2,stack,stzck,1.9315381,stzck,929
3,sean,saen,4.7000403,saen,929
4,standard,standar,4.997547,standard,929
0,mystery,mistery,1.5031602,mysterious,930
1,persistent,persistant,4.7453246,persistent,930
2,calgary,calgry,4.7973638,calgary,930
3,year,yea5,-0.06050506,yea,930
4,citations,ctiitonas,4.875308,cities,930
0,manufacturing,matnufnruciag,4.2765384,matnufnruciag,931
1,fruits,FRUDES,-1.415292,FRUDES,931
2,expressed,exporessed,4.321927,exporessed,931
3,swingers,swingers,4.830921,swingers,931
4,import,Im,-2.8813744,Im,931
0,freeware,freeWhere,-0.3847884,freeware,932
1,anthony,anthohy,4.13781,anthony,932
2,trustee,truste,4.9261923,stinky,932
3,selecting,stlnieceg,4.524807,stinky,932
4,rendered,remtard,3.2663755,retard,932
0,threatened,threated,5.012867,treated,933
1,examples,exemples,4.87726,examples,933
2,metallic,!metal:li.c,0.6304126,metal:li.c,933
3,dependence,[[dependance,2.9918807,dependance,933
4,replication,refelection,2.1482112,reflection,933
0,designs,designUS,1.9121605,design,934
1,exports,exportación,1.0850362,export,934
2,arrested,arristed,2.4904122,arrested,934
3,zinc,zinc,4.318856,zinc,934
4,prepare,prarepe,5.097077,prepe,934
0,voluntary,volentary,4.319422,voluntary,935
1,pocket,pocjet,0.6677422,punctuation,935
2,integrating,ibtegrat9ng,0.77510947,integrating,935
3,population,:p%op)u:l+atio}n,-1.4558122,punctuation,935
4,climbing,climbng,4.776222,climbing,935
0,sonic,]s=on<i;c,-0.59267026,sonic,936
1,nonprofit,bonprofit,1.9627676,profit,936
2,aquarium,aguario,-1.0365669,agario,936
3,german,germ>an,1.7609681,german,936
4,priority,prioritary,4.111437,priority,936
0,thirty,Thrity,2.3910506,thirty,937
1,authorization,autorisation,3.648432,authorization,937
2,pulse,puleese,4.579899,pulse,937
3,possibilities,posssibilities,4.198523,operate,937
4,operated,operated,4.871932,operate,937
0,influences,Influencers,3.0295298,influencers,938
1,hidden,hiddin,4.454451,hidden,938
2,finally,finaly,4.7993865,majority,938
3,minority,mihority,2.3869653,majority,938
4,benchmark,b#enc+hmark,1.4843736,benchmark,938
0,sports,spotrs,4.7372274,spots,939
1,arlington,arpington,0.86924076,arlington,939
2,blink,blnk,2.6621842,blank,939
3,fruits,ruits,4.6557903,riots,939
4,televisions,televisios,4.8602805,television,939
0,subscriptions,subscribeAs,-0.12386369,subscription,940
1,rendered,rdeeenrd,4.977077,redder,940
2,namibia,namibis,3.556671,namibian,940
3,rubber,runber,2.8773696,runner,940
4,syndication,s>yndi#c$ation,0.03729999,syndication,940
0,system,Sistem,1.3292308,system,941
1,stayed,stadyed,4.5769086,stayed,941
2,dispatched,dispatfhed,3.7752304,dispatch,941
3,katrina,Katrena,2.7407115,Katerina,941
4,hearts,herts,4.249265,hertz,941
0,graduated,gtareaudd,4.7085156,gtareaudd,942
1,cuts,cugs,1.8115894,cugs,942
2,peoples,peo(ples,1.2915165,people,942
3,experiencing,expe~r;i_encing,1.9316156,experiencing,942
4,spider,spide,3.7946224,spider,942
0,increasingly,",i^nc<rea!si)n/g)ly",-0.7346516,incredible,943
1,mild,mipd,-1.2878608,midday,943
2,already,lready,4.84051,ready,943
3,disabilities,desabilities,4.6770415,ability,943
4,cream,criam,0.42416468,cream,943
0,secret,scret,4.8243327,secret,944
1,judgment,judgement,4.4941096,judgment,944
2,sellers,Sellars,3.8045788,seller,944
3,clarke,ckarow,0.16928335,careow,944
4,recreation,ecreation,4.499188,creation,944
0,animals,nimals,4.425392,animals,945
1,complaints,compolaints,3.1618862,complaints,945
2,hull,hull,4.6576204,hole,945
3,anyway,aneway,1.327969,anyway,945
4,test,tet,4.8189187,that,945
0,hungary,Hugary,1.8908014,hugary,946
1,guards,gusrds,4.8867707,gurus,946
2,religions,religeons,4.928171,religions,946
3,noon,noo,4.21072,now,946
4,sought,dought,2.8198085,doubt,946
0,broke,brok,4.5652285,broken,947
1,girlfriend,gilrfriend,4.7600794,girlfriend,947
2,cellular,celular,4.8933225,cellular,947
3,footwear,footoir,-0.009857168,footnote,947
4,insight,ihgnist,4.784696,ignorance,947
0,transportation,transformacion,1.5088042,transformation,948
1,trustee,%tru.stee,2.120443,trinity,948
2,navigator,navigateur,1.9291648,navigator,948
3,meter,Mehdar,-1.6084857,medar,948
4,scanners,scummers,1.0959315,scum,948
0,donate,DownThe,-1.0362301,Downtown,949
1,highlights,highligts,4.625174,highlights,949
2,partially,"pa""rtially",3.7516105,partially,949
3,nobody,nobady,4.246577,nobody,949
4,pest,pekat,2.908787,picket,949
0,courts,courtAs,0.7219867,court,950
1,anyway,anywy,4.4513884,anyway,950
2,frequencies,+frequ)e%ncies,0.3040223,frequencies,950
3,tackle,tafkle,2.171471,tackle,950
4,lights,ligts,4.8703575,light,950
0,high,HIPH,-2.4922235,high,951
1,trailers,traul4rs,-0.3426986,trailer,951
2,stone,stoe,4.525242,store,951
3,deserve,desearve,4.932821,deserve,951
4,reproduce,reproducable,0.37263736,reproduce,951
0,cliché,cli&ché,0.40281078,cliché,952
1,noon,Noen,0.28322464,non,952
2,longitude,"`l@o,ngit!u=de",-1.8795425,logic,952
3,rendered,remrered,4.976285,reminder,952
4,exceed,exced,4.9245152,excited,952
0,business,Buisness,1.1005423,business,953
1,complimentary,complimentery,4.6405125,complimentary,953
2,shared,shered,4.759269,shred,953
3,idea,IDEIA,-2.828181,idea,953
4,boots,boota,0.008929132,boat,953
0,samba,samuva,-0.66863286,Samovar,954
1,organize,origine,3.5100715,Origin,954
2,humanitarian,umanitarian,3.0042117,Humanitarian,954
3,global,Globbal,-0.3671007,Global,954
4,blogs,b'l%ogs,-0.71719325,Blogs,954
0,critics,criticks,4.443158,criticize,955
1,governmental,gvamnrneoetl,4.690189,gnome,955
2,diagnostic,diognostic,3.8808274,diagnostic,955
3,guides,guide~s,2.3878734,guides,955
4,discrimination,diicrnsaoitimn,4.6752357,diocese,955
0,blended,glended,1.7848822,glendonald,956
1,interval,interpol,-0.57231045,interpolate,956
2,wrist,wrost,1.2626601,worth,956
3,programmer,progreheimer,0.9236423,progresser,956
4,enables,enabels,4.7781324,enables,956
0,abandoned,abondened,4.349325,abandoned,957
1,moments,mtmoens,4.8659663,mountain,957
2,spring,sring,4.0278177,string,957
3,pistons,pistons,4.5240636,piston,957
4,football,fooalbtl,4.2058372,fool,957
0,phillips,Philipes,1.6625427,Philippines,958
1,tanzania,tangana,3.3312118,Tanganyika,958
2,galaxy,glaxay,4.674129,Gaza,958
3,athletes,athlets,4.9675984,athletes,958
4,vastly,vastky,4.4294043,Vatican,958
0,francis,f$ra/ncis,-0.2865345,fraud,959
1,comments,c-o[mments,1.7247453,comments,959
2,crucial,cauricl,5.0928283,curicil,959
3,galaxy,Galashki,-1.4528229,Golashki,959
4,sing,siing,4.711403,sing,959
0,appraisal,appraisal,5.053309,appraise,960
1,matrix,Maudrux,-2.5189373,maudit,960
2,pichunter,phenictur,4.4128,phenic,960
3,spring,sping,2.7649758,spin,960
4,peoples,peeples,5.079999,peeps,960
0,market,Maarket,1.5370237,Market,961
1,establishes,estables,3.3287883,Stables,961
2,rural,rura}l,1.0383228,Rural,961
3,featuring,eaturing,4.625014,Featuring,961
4,cayman,Caymen,2.3966563,Cayman,961
0,conversations,conversationes,4.7163806,conversations,962
1,transaction,transaccion,4.760552,transaction,962
2,clone,"c,one",1.9217643,converse,962
3,menu,memu,4.5940313,memory,962
4,oversight,o}versight,1.3765932,oversight,962
0,taxi,taxy,3.4149268,taxi,963
1,thumbs,thinfs,0.10597633,things,963
2,directors,directers,5.035577,director,963
3,carlo,carli,0.6658848,carry,963
4,vocabulary,vocabolary,4.309679,vocabulary,963
0,import,ipmort,4.740141,impotent,964
1,guards,vuards,2.4586458,vouchers,964
2,buying,buyiong,2.8074117,buying,964
3,exports,expertis,2.9389088,expertise,964
4,denmark,demark,5.057127,demarked,964
0,aurora,zurira,-0.016162043,Zurich,965
1,hunt,hund,3.7629633,human,965
2,reason,rason,4.798005,reason,965
3,vacations,VaSetOMYs,-0.3487141,Vermont,965
4,lexington,lexington,4.778931,Lexington,965
0,boutique,bowtique,4.0535455,boutique,966
1,workforce,workforceplease,0.67037535,workforce,966
2,brain,brin,3.6945643,brin,966
3,islamic,islaimc,5.0375853,islamic,966
4,kept,keepit,0.80181,keep it,966
0,federal,fedal,4.084874,federal,967
1,december,"d,e&cemb=e`r",-0.91345817,decimate,967
2,bride,bratie,3.9790924,bratty,967
3,slave,sl(ave,1.8359694,slave,967
4,loans,lons,3.5838308,longs,967
0,input,inbut,-1.0191914,inbound,968
1,understood,utsoedrond,4.3178935,utsoedrond,968
2,respiratory,fesplratory,2.3369977,fesplratory,968
3,cuts,cu5x,0.057072632,cube,968
4,prompt,prempt,3.6218047,prempt,968
0,length,lgtenh,4.679262,gentleman,969
1,data,Datia,-1.8301449,data,969
2,dial,dail,4.892804,day,969
3,greece,.gr|e>e'ce,-0.87350017,grace,969
