,clean,perturbed,legibility_score,predicted,batch
0,extent,EXTENT,-0.7164449,extent,613
1,drop,Droop,0.04824391,drop,613
2,recommend,recomnemen,,recommend,613
3,affects,AfFeCtS,-0.30825806,affects,613
4,withdrawal,withdrawat,,withdraw,613
0,delivery,deliveryi,,delivery,614
1,bottle,bottlews,,bottles,614
2,potatoes,POTATOES,-2.673592,potatoes,614
3,complimentary,compilmentary,,complimentary,614
4,cities,cightees',,cities,614
0,teeth,tteeth,,teeth,615
1,count,countedc,,counted,615
2,temporary,ttemporery,,tempory,615
3,processing,PROCESSING,-1.8927202,processing,615
4,scales,scalies,2.4235525,scale,615
0,transparency,Transparency,4.189591,transparent,616
1,instruction,instructioned',,instructed,616
2,converted,converted,5.028964,converted,616
3,easy,eazy,,easy,616
4,commons,ckommons,,common,616
0,varies,veries,,very,617
1,governmental,governmentol,,government,617
2,voyeurweb,voyeurweb,3.9565473,voyeur,617
3,namibia,nemebia,,nebula,617
4,caroline,Caroylline,,caroline,617
0,nylon,nailont,,nail on,618
1,television,teeleveision,,television,618
2,setting,seting,,setting,618
3,leone,lleone,,alone,618
4,titled,Titled,2.1124425,titled,618
0,personal,perSONAl,0.017942695,personal,619
1,bang,bangedf,,bang,619
2,infrastructure,infrastructura,,infrastructure,619
3,music,muzeic,,museum,619
4,assistance,aSsIsTaNcE,0.60848224,assistant,619
0,rough,roughh,,rough,620
1,felt,felted'ss,,felt,620
2,recreation,recreationa,,recreation,620
3,surprised,Surprised,4.7927356,surprise,620
4,weapon,weapne's,,weapon,620
0,atom,atomm,,atom,621
1,sticker,stickered',,stitched,621
2,mortgage,mortogge,,mortgage,621
3,viewer,veiewer,,viewer,621
4,full,fooll,,fool,621
0,delivering,DELIVERING,-2.077632,delivering,622
1,barbados,barbados,4.954549,Barbados,622
2,screens,scryns,,scrying,622
3,suspected,suspekghted,,suspicious,622
4,turns,terns,,thorns,622
0,guam,guam,4.760232,guam,623
1,fitting,feitting,,feiting,623
2,scan,ksan,,ksan,623
3,rage,rrage,,rage,623
4,clichés,clichés,4.455509,cliches,623
0,bottle,bottale,,bottle,624
1,chevy,cievy,,civvy,624
2,washing,Washing,0.86721194,washing,624
3,burns,Burns,0.86815614,burns,624
4,branches,Franch's,,franchise,624
0,gravity,Gravity,1.3571813,Gravity,625
1,assurance,Assurance,2.2945228,Assurance,625
2,highlights,highlightsc,,highlight,625
3,judgment,judgment,4.533245,judgment,625
4,beam,BEAM,-3.0244029,Beam,625
0,relevant,rrelevahnt,,relevant,626
1,generic,Xenerrich,,xenophobic,626
2,voters,votersed,,voted,626
3,step,setep,,set,626
4,vulnerability,vulnerabilityal,,vulnerable,626
0,dirt,Dirt,-0.14880435,soil,627
1,circuits,circet's',,circle,627
2,collector,collektorr,,collector,627
3,stop,stap,,stop,627
4,trained,traned,,trained,627
0,atomic,ATOMIC,-2.9086401,atom,628
1,loving,LOVING,-2.6356633,love,628
2,jones,Joneh's',,John's,628
3,offline,Hoflene,,Helen,628
4,hung,hung,4.687445,hung,628
0,allocated,ALLOCATED,-2.7537253,allocated,629
1,dated,datid,,dated,629
2,promise,promisee,,promise,629
3,housewives,housewives,4.5145197,housewife,629
4,photographer,photographerö,,photographer,629
0,roughly,roughlyfe,,roughly,630
1,matches,matchis,,matches,630
2,subtle,ssubtle,,subtle,630
3,acceptable,accpetable,4.830236,acceptable,630
4,knight,knightes,,knights,630
0,prepare,Prepare,2.4951825,prepare,631
1,fielded,fielded,4.6208677,filed,631
2,circle,cércle,,circle,631
3,cafés,cafés,4.535125,cafe,631
4,visits,VISITS,0.50182796,visit,631
0,market,mearket,,market,632
1,settle,sEttLe,0.7538355,seat,632
2,titled,Titled,2.1124425,title,632
3,drama,DRAMAA,-3.1854682,drama,632
4,trans,trants,,trance,632
0,fioricet,fioricet,,fioricet,633
1,price,pricet,,price,633
2,loans,loans,4.8244734,loan,633
3,cellular,celular,4.8933225,cellular,633
4,davidson,daveidsen,,Daveidsen,633
0,patricia,PATRICIA,-2.6903026,Patricia,634
1,genres,genres,4.7936177,Genre,634
2,quick,quicked',,Quick,634
3,sonic,sonyc,,Sonny,634
4,victims,vIcTiMs,0.099333905,Victims,634
0,phones,PHoNeS,-2.1666446,phones,635
1,starsmerchant,starsmerchant,,star merchant,635
2,ones,ons,,on,635
3,signatures,Signatures,4.336313,signature,635
4,algorithms,Algorthms,2.6721745,algorithm,635
0,efficiency,EFFICIENCY,-0.99171096,efficiency,636
1,directive,dyrecedive,,diverse,636
2,messages,mEsSaGeS,0.029067595,measure,636
3,senior,seanierp,,seanier,636
4,skiing,skiin,,skiing,636
0,artwork,artwlorkh,,artwork,637
1,decide,deecide,,decide,637
2,parents,PaRENtS,-2.310827,parents,637
3,whiskey,whisky,3.6685495,whiskey,637
4,stunning,stunninge,,stunning,637
0,perry,perry',,perry,638
1,fioricet,fioricet,4.9385986,fioricet,638
2,circuits,CIRCUITS,-0.71458995,circuits,638
3,neil,neill,,neill,638
4,savage,savagen,,savagen,638
0,success,succes,,success,639
1,potatoes,Potatoes,0.092223644,potato,639
2,steven,steven',,steven,639
3,inner,inor,,in or,639
4,delivery,delievery,4.7365866,delivery,639
0,novels,novels,4.7971444,novels,640
1,tournaments,touranment'sl,,tourism,640
2,bibliography,bibliographyp,,bibliography,640
3,funds,fands,,fans,640
4,become,becomm,,becoming,640
0,easy,easiez,,easy,641
1,expressed,expressed',,express,641
2,samba,ssamba,,samba,641
3,victims,victim'sl,,victims,641
4,wallet,wall't,,wall,641
0,republic,Republic,2.4913268,Republican,642
1,medicine,mediason',,mediason,642
2,sides,seides,,Channing,642
3,shannon,Channon,,Channing,642
4,nasty,nuasty,,nasty,642
0,german,girmman,,grimman,643
1,replacing,replacsing,,replacing,643
2,threatened,thereateened,,thereabouts,643
3,violent,violents,,violent,643
4,sculpture,sculptore,,sculptor,643
0,ethics,eethix,,ethics,644
1,couple,cople,4.72512,copley,644
2,rubber,rubberr',,rubber,644
3,continues,contnues,4.543957,continue,644
4,guidance,Guidance,1.2697151,guidance,644
0,trials,triflesd,,trifled,645
1,published,ppeoblished,,published,645
2,self,SelF,1.6880637,self,645
3,renaissance,renasance,,renaissance,645
4,pricing,ppricing,,pricing,645
0,movie,moviet,,movie,646
1,databases,deaitabases,,database,646
2,reasonably,reasonabelly,,reasonably,646
3,doubt,DouBt,-2.0717382,doubt,646
4,boys,bawys,,boys,646
0,appeals,appiels,,apples,647
1,forms,formz',,form,647
2,count,count,4.72413,count,647
3,photoshop,PhotoShop,1.2962265,shop,647
4,anybody,enebogeed',,begged,647
0,subscriptions,subsclepcions,,subscribed,648
1,signature,signaturel,,signature,648
2,controversial,chantroversiall,,chanting,648
3,spider,spyder,2.8380637,spider,648
4,army,armi,0.31078893,army,648
0,envelope,envellop,,envelope,649
1,efficient,elficine,,elfin,649
2,economy,economyn,,economics,649
3,headquarters,headquartyers,3.7617724,headquarters,649
4,environmental,environmentol,,environmental,649
0,introduced,ientroduceed,,introduced,650
1,partial,parshal,,parshall,650
2,composite,Composite,4.0471325,composite,650
3,relocation,relocations,,relocation,650
4,evaluations,evagluashohns,,evagulashohns,650
0,delegation,delygation,,delegation,651
1,assistance,assistance,4.971844,assistance,651
2,chargers,tiaredgers,,terriers,651
3,papua,papui,,papua,651
4,costumes,Costumes,3.8107777,costume,651
0,lightweight,lightweight,4.297056,lightweight,652
1,promptly,prrommptly,,promptly,652
2,attached,atatchedt,,attached,652
3,sides,sidels,,side,652
4,islamic,eslamic,,islamic,652
0,steven,stevent,,steven,653
1,rehabilitation,rihobilitashhan,,rihabilitashan,653
2,vulnerability,vualhnerebillity,,vannerebillity,653
3,highlighted,hilited,,hilted,653
4,converted,convérted,,converted,653
0,peripherals,parepherals,,peripherals,654
1,disposition,disposition,4.8785253,disposition,654
2,allied,Allied,0.8063429,allied,654
3,urls,earl'sl,,elderly,654
4,data,dhata,,doubtful,654
0,cornell,cornel,4.2706738,corn,655
1,televisions,Televisions,4.0429807,television,655
2,earrings,earringsh,,earring,655
3,healing,Healing,2.2636063,health,655
4,vessels,vessell'sd,,vessel,655
0,band,bind,,bind,656
1,cafe,caffe,4.906766,coffee,656
2,overseas,oversiays,,oversight,656
3,manufacturing,maniufahcktureng,,manufacturing,656
4,tags,tages,,time,656
0,extending,ekesending,,eksending,657
1,repeat,reppeat,,repate,657
2,celebrate,celubrate,,celebrate,657
3,improving,Improving,3.9838634,improving,657
4,apollo,APOLLO,-3.1490388,apollo,657
0,colleges,colluegues,1.343575,collegues,658
1,gothic,gothic,4.5951047,gothic,658
2,façades,façades,4.7294436,facades,658
3,cooked,CoOkEd,2.1674554,cooked,658
4,streets,sstreets,,streets,658
0,gaps,GAPS,-3.2133613,gaps,659
1,bold,borled,,bored,659
2,alternatives,alternativets,,alternatives,659
3,phones,pheones,,people,659
4,currencies,currenciesz,,currency,659
0,prepare,preapare,,prepare,660
1,voters,voterse,,voter,660
2,reprints,reprintse,,reprint,660
3,banded,baneded,,banned,660
4,vacancies,Vacansi's,,Vacansi,660
0,hayes,Ahe's,,Aha's,661
1,clinic,clinich,,clinic,661
2,jägers,jägers,,jager,661
3,instruments,instruents,4.0665565,instructor,661
4,maintaining,MaInTaiNinG,-1.6759162,Maintain,661
0,critics,Critics,3.6027741,critic,662
1,prerequisite,prerequisitie,,prerequisite,662
2,girlfriend,wirglfirened',,wriggle,662
3,knock,knock,,knock,662
4,islands,Islands,3.3302035,island,662
0,awards,awarmed'sl,,awarmed,663
1,valentine,valenntyne,,valentine,663
2,distant,distont,,distant,663
3,relocation,relocatione,,relocation,663
4,least,lEst,1.3090724,least,663
0,valued,valuede,,valued,664
1,bottle,botle,,bottle,664
2,topics,topwics,,topics,664
3,peter,petor,,petor,664
4,threshold,threshwald,,threshhold,664
0,agrees,aggree's,,agrees,665
1,clone,Cloone,4.2947783,clown,665
2,efforts,eforts,,efforts,665
3,rachel,rachael,4.909601,Rachel,665
4,sing,singgg,4.3995905,sing,665
0,amount,aJomnet',,ajamet,666
1,namibia,Namiba,1.6891779,namibian,666
2,football,Footbal,2.5536063,football,666
3,align,ALIGN,-2.9782553,align,666
4,beat,beath,,bath,666
0,checklist,checklist,4.753401,checklist,667
1,pension,pensiun,,pension,667
2,grew,Grew,-0.8938616,grown,667
3,worlds,worldds,,worlds,667
4,obesity,obisety,,obesity,667
0,blvd,clibbedn,,clipped,668
1,adams,adoums,,adams,668
2,associations,aissowciationz,,aissociation,668
3,matter,magtter,,mager,668
4,valentine,valintene,,valentine,668
0,howard,HOWARD,-2.9106314,howard,669
1,purpose,purpésse,,purpse,669
2,tenant,tenant,5.053408,tenant,669
3,afghanistan,Afganstan,2.3314393,afghanstan,669
4,dutch,Tudch,,tuch,669
0,draws,draw'sl,,drawls,670
1,desert,DESERT,-1.5551729,desert,670
2,dealtime,dealtime,5.0432177,dealtime,670
3,celtic,seltic,,seltic,670
4,dawn,dawnt,,dawn,670
0,steps,stepçs,,steps,671
1,superior,ssupeerior,,superior,671
2,extract,extracced,,extracted,671
3,lounge,longue,4.7880316,long,671
4,tactics,tactics,4.772467,tactic,671
0,knitting,knetting,,knitting,672
1,boutique,botique,3.9230962,boutique,672
2,ultra,ultera,,ultra,672
3,relative,relatev,,relate,672
4,alien,alien,5.0649204,alien,672
0,bubbles,Bubbles,1.2071619,Bubble,673
1,questionnaire,questionauningh,,questioning,673
2,header,Neader,,Neder,673
3,doubt,deoubt,,doubt,673
4,larger,larger,5.0863624,larger,673
0,batman,batmann,,batman,674
1,unto,unteo,,unite,674
2,greece,GREECE,-2.232651,greece,674
3,mouse,Mousse,0.021476336,moose,674
4,hung,hung,4.687445,hung,674
0,introducing,intraducings,,introducing,675
1,tags,taggs,,metallic,675
2,metallic,metallickh,,metallic,675
3,galaxy,GALAXY,-2.6424282,galaxy,675
4,which,WHICH,-1.8937643,which,675
0,physiology,pheysiollosiy,,physiology,676
1,withdrawal,withdrawale,,withdrawal,676
2,waters,WATERS,-2.090338,water,676
3,expressed,expresced,,expressed,676
4,limits,limts,4.921325,limits,676
0,would,WoULd,-1.4641979,world,677
1,government,govermment,4.7905316,government,677
2,johns,jahns,,jaws,677
3,nutritional,neutretionall,,neutral,677
4,males,male'sn,,men,677
0,anne,an,,and,678
1,evaluated,Evaluated,4.0201874,evaluated,678
2,broker,broakers,,broke,678
3,allocated,allocateds,,allocated,678
4,jewellery,Jewlery,2.2922838,jewelry,678
0,genres,genrez,,genre,679
1,preston,brastan,,brass,679
2,library,Liebrary,0.6641305,library,679
3,doll,DoL,-1.3268547,doll,679
4,depending,depENdInG,-0.5565414,dependent,679
0,thirty,therty,,thirty,680
1,border,Border,1.7142508,border,680
2,complaints,complaints,4.981411,complaints,680
3,lamb,LAMB,-3.1371112,lamb,680
4,little,littles,,little,680
0,society,socieyt,,society,681
1,upon,upeon,,up on,681
2,enrolled,enrrolled,,enrolled,681
3,rendered,Krendried',,Kendra,681
4,sort,soret,,shore,681
0,repository,rrepositaurey,,repository,682
1,decline,decleine,,decay,682
2,croats,crts,3.1456304,critic,682
3,concerning,conzerning,,concerning,682
4,replacing,repelaceng,,repellent,682
0,data,datah,,data,683
1,answered,agnswered,,answered,683
2,cognitive,congutiveles,,conventional,683
3,irrigation,Irrigation,4.2606263,irrigation,683
4,answered,ansquiredf,,inquired,683
0,delivering,deliveringly',,deliverably,684
1,marco,Jarmok,,jarmock,684
2,calgary,Calgary,4.1134396,calgary,684
3,antiques,antiquesk,,antiques,684
4,venture,Ventrue,4.203277,ventrue,684
0,humor,humber,,hub,685
1,publication,Publication,0.7849577,publication,685
2,listings,listingss,,listing,685
3,assistance,aesistance,,assistance,685
4,skiing,sciing,,science,685
0,conf,konf,,confusion,686
1,update,uepdate,,update,686
2,emerald,emeralledd,,eradicated,686
3,ambien,ambien,,ambien,686
4,lean,lein,,lean,686
0,manufacturing,MANUFACTURING,-2.145047,manufacturing,687
1,blink,blinkfd,,blinking,687
2,army,army,4.7810154,army,687
3,partial,parciale,,partial,687
4,reasons,resiness',,resistance,687
0,establishes,Establishes,4.070746,establish,688
1,islamic,islammec,,islamic,688
2,spanish,spanish,4.7932267,spanish,688
3,lexington,leaccentingh,,leaching,688
4,sanford,sanford,4.87528,sandford,688
0,perry,pairry,,pair,689
1,quantity,quantity,4.635721,quantity,689
2,adams,Adams,0.82842314,Adam,689
3,shot,shaut,,shout,689
4,aims,Y'sm,,ysm,689
0,critics,critacss,,criticism,690
1,pulse,Pulse,0.8426143,pulse,690
2,toned,toneed,,toned,690
3,bits,buts,,butt,690
4,ownership,onership,,ownership,690
0,porter,poreder,,porer,691
1,personal,Surpence,,surprise,691
2,directed,ddiraicted,,diverted,691
3,wear,wer,,war,691
4,wiltshire,whildtshire,,wildshire,691
0,played,pld,-2.2739506,plead,692
1,narrative,narrativee,,narration,692
2,peripherals,peripherals,4.526704,peripheral,692
3,input,ianput,,input,692
4,emerald,eamerald,,emerald,692
0,lopez,lope'stw,,loopstw,693
1,aurora,orawors,,orawors,693
2,site,sight',,sight,693
3,algorithms,algorithms,4.791569,algorithm,693
4,analysis,analysi's,,analysis,693
0,scanners,scanners,5.017876,scanners,694
1,tutorial,tutoriall,,tutorial,694
2,latinas,latinas,4.884068,latinas,694
3,least,leasedp,,sanday,694
4,sandy,Sanday,,sanday,694
0,typical,Typcial,1.6891084,typical,695
1,operated,opperated,4.2174606,operate,695
2,gamma,ggamma,,gamma,695
3,credit,credy,,credible,695
4,blink,blinc,,blink,695
0,broke,brokew,,broken,696
1,matter,mAtTer,0.94782,matter,696
2,residents,rhidistnessm,,ridiculous,696
3,zinc,zingc,,zinc,696
4,trees,TRES,-0.33512616,tres,696
0,sends,sends',,sent,697
1,knock,knockul',,knocked,697
2,lifestyle,lifestylep,,lifestyle,697
3,enables,inables,,enable,697
4,highlighted,hilightid,,highlighted,697
0,pressed,pressed',,pressed,698
1,sacramento,ssacromeanto,,ssacromeanto,698
2,concerning,concerning`,,concerning,698
3,founder,foundere',,foundere,698
4,then,then,,then,698
0,operated,operaited,,operated,699
1,bill,bil',,bill,699
2,cruz,cruz,4.5541224,cross,699
3,principle,prinnsiple,,principle,699
4,risqué,risqué,,risky,699
0,fairfield,Fairfield,3.975086,Fairfield,700
1,library,Liebrary,0.6641305,Library,700
2,guam,guam,4.760232,Guam,700
3,cdna,cdna,,DNA,700
4,analysis,ANALYSIS,-2.4157455,Analysis,700
0,steven,steven'sp,,steven's,701
1,telephony,telephoneh,,telephone,701
2,obvious,obvious,4.62645,obvious,701
3,salaries,ssaularies,,salaries,701
4,chargé,chargé,4.533787,charge,701
0,install,Install,3.4599082,installation,702
1,teeth,teeth,4.639811,tooth,702
2,firm,firme,,firm,702
3,modules,madulez,,madness,702
4,booty,bootheetp,,booty,702
0,sims,Simms,3.5469615,Simpson,703
1,continually,continuallyies',,continually,703
2,sheet,shee,,sheep,703
3,killer,killer,4.904216,killer,703
4,sellers,selers,,seller,703
0,techno,techon',,technology,704
1,circumstances,circumstannesse,,circumstance,704
2,idea,ida,4.8720784,idea,704
3,demonstrates,DEMONSTRATES,-1.8882544,demonstrate,704
4,notebook,notebookedp,,notebooked,704
0,duke,duc,,duck,705
1,surrey,surry,,surrey,705
2,sheet,Sheeeeet,2.167549,sheet,705
3,seasonal,seazonnal,,seasonal,705
4,birds,bird'sd,,bird's-eye,705
0,impact,impackedp,,packed,706
1,advised,adveised,,advise,706
2,additions,ADDITIONS,-1.9187584,addition,706
3,alice,aglice,,agile,706
4,pocket,pocket,4.626048,pocket,706
0,teaches,teatches,,teaches,707
1,pornographic,pornographic,4.1174293,pornographic,707
2,futures,Futures,2.9391751,futures,707
3,emotional,emotionals,,emotions,707
4,treatment,tReaTmeNt,1.4588118,treatment,707
0,boston,bboston,,Boston,708
1,doll,deoll,,doll,708
2,clone,clleone,,clone,708
3,group,gRoUp,-0.31973526,group,708
4,preparation,preparatene,,prepare,708
0,miniature,minnature,,natural,709
1,influences,innfluanceze,,influence,709
2,generic,joneric,,joker,709
3,broker,brocer,,broker,709
4,distant,DISTANT,-2.4557543,distance,709
0,pushed,pushedc,,pushed,710
1,portsmouth,porttsmouthe,,port,710
2,findings,feindingze,,fencing,710
3,athletes,athletez,,athlete,710
4,cities,Sighte's,,sight,710
0,guitar,gitthera,,gift,711
1,mysterious,misteriousl,,mysterious,711
2,antibodies,antibives,,antibodies,711
3,cisco,cisco,4.898865,cisco,711
4,experiments,Experiments,3.7456527,experiments,711
0,taxation,ttaxsation,,taxation,712
1,corruption,Coruption,1.3204609,corruption,712
2,unnecessary,unnecessarylye,,unnecessarily,712
3,graduated,gradouatide,,graduated,712
4,slightly,slightlyi,,slightly,712
0,tire,tyre,,tyre,713
1,lincoln,Lincoln,1.2307233,lincoln,713
2,introducing,Introducing,4.144648,introduce,713
3,sticker,stickere,,sticker,713
4,bring,bringedf,,brought,713
0,longitude,Longitude,2.4717612,longitude,714
1,programmer,programmerh,,programmer,714
2,patricia,Patricia,1.2381859,patricia,714
3,medicines,medison's',,medison,714
4,score,Score,3.9736028,score,714
0,shake,schake,,shake,715
1,earrings,earring'sm,,shame,715
2,sing,singh,,shing,715
3,agent,agent,4.8694334,agent,715
4,couple,coople,,coop,715
0,efficient,eficent,4.659538,efficient,716
1,silk,silk',,silk,716
2,learn,learnd,,learn,716
3,venues,venues',,venue,716
4,curve,Curvvveee,3.8393197,curvy,716
0,threatened,threatonedn,,threatened,717
1,december,dessemmber,,demember,717
2,corresponding,corespondein,,correspond,717
3,titled,titaled,,titled,717
4,sofa,sofya,2.888463,sofa,717
0,katrina,katrina,4.730524,catrina,718
1,transcripts,transcriptsd,,transcripts,718
2,composite,composite,4.6870217,composite,718
3,collectibles,ckollehcteibles,,cockerel,718
4,listing,listinge,,listening,718
0,risk,RISK,0.6495688,risk,719
1,workforce,workforce's',,workforce,719
2,module,moduled,,module,719
3,monica,moniqued,,monique,719
4,serum,cerumm,,cumm,719
0,headlines,headline'se,,headline,720
1,berkeley,birkelly,,barkley,720
2,legislation,laijisslation,,lajiculation,720
3,surgeons,surgeon's',,surgeons,720
4,threatening,threatnneing,,threatening,720
0,celtic,celtic,4.8771615,celtic,721
1,quick,Quick,1.0387585,quick,721
2,potter,poter,,potter,721
3,seasonal,sseasonul,,seasonal,721
4,berkeley,birkely',,barkley,721
0,refers,reffers,4.9444313,refers,722
1,heel,heell,,hell,722
2,machinery,mashenniery',,mannerly,722
3,circumstances,cercumsetonses,,cercumsetonses,722
4,doctors,doctores'd,,doctor's,722
0,qualifications,qualifcations,2.651075,qualifications,724
1,determine,deteremune,,determined,724
2,beam,BEM,-2.827142,bem,724
3,physiology,phisialodegy,,psychology,724
4,relocation,relocationa,,relocation,724
0,cars,CAARs,-2.2539914,Cars,725
1,dutch,dutchf,,Dutch,725
2,destiny,dhesteny,,Dhesteny,725
3,appeals,APPLES,-2.78804,Apples,725
4,debate,deebate,,Debate,725
0,rendered,rendered,5.0163074,rendered,726
1,data,Data,0.044339053,data,726
2,sculpture,Sculpture,4.8642554,sculpture,726
3,fiancée,fiancée,4.5013547,fiancé,726
4,veterinary,veterinary,4.8587155,veterinary,726
0,murray,merray,,merry,727
1,mexico,Mexico,0.60452557,mexico,727
2,learn,LEARN,-2.407161,learn,727
3,instrument,INSTRUMENT,-1.4099753,instrument,727
4,primary,primmery,,primery,727
0,greece,grice,,grice,728
1,vulnerability,Vulnerablity,3.804319,vulnerability,728
2,unless,Unless,2.9817083,unless,728
3,disciplines,discopilnise,,discopilnise,728
4,wave,whave,,whave,728
0,targeted,TARGETED,-2.6947958,targeted,729
1,graphics,graphichs,,graphics,729
2,participating,participatingly'sp,,participatingly,729
3,kennedy,kenedy,4.7500243,kenny,729
4,printed,pprented,,prentice,729
0,queens,queens,3.8786566,queen,730
1,pack,pack,4.455867,package,730
2,insight,InSight,2.732777,insight,730
3,celebrate,celebraté,,celebrate,730
4,agrees,aggreest,,aggressive,730
0,moderators,modaratirss,,modulate,731
1,yoga,yoga,4.110108,yogi,731
2,smithsonian,smetthsonnian,,smitten,731
3,function,functiono,,function,731
4,vulnerability,vulnerabilityly'sp,,vulnerability,731
0,then,then,4.827311,than,732
1,début,Début,-0.07034474,debut,732
2,nine,nine,4.786916,nine,732
3,curve,curv,,curved,732
4,header,headwer,,headwear,732
0,scotia,skotia,,scotia,733
1,configured,configured,4.71807,configured,733
2,install,installed's,,installed,733
3,wool,wiol,,wool,733
4,transmit,transmit,5.029296,transmit,733
0,surveys,survays,,surveys,734
1,prompt,Prompt,1.9453963,prompt,734
2,abandoned,ABANDONED,-2.7913983,abandoned,734
3,productivity,productivityblyc,,productivity,734
4,marvel,marveel,,marvel,734
0,pocket,pockat,,pocket,735
1,supplemental,supplemental,4.897286,supplementary,735
2,studying,studying,4.470226,study,735
3,clothing,clothingl,,clothing,735
4,sacramento,sachrramentoa,,sacramento,735
0,enables,enbales,4.732827,enables,736
1,athletes,athlethes,,athletics,736
2,gamecube,GAMECUBE,-2.909621,gamecube,736
3,neither,nEither,1.4630729,either,736
4,night,night,4.49964,night,736
0,preparation,praparaishon,,paraparaishon,737
1,sheet,shee'sl,,sheepishly,737
2,strongly,sTroNGLy,-0.10158065,stronghly,737
3,speaking,spekaing,4.6345863,speaking,737
4,versus,VERSUS,0.44133025,versus,737
0,needle,needlew,,needle,738
1,apparatus,agpparatups,,agitated,738
2,façade,façade,,face,738
3,respiratory,raspirateorie,,raspberry,738
4,authorized,Authorized,2.300221,authorized,738
0,communicate,chommiunicat,,communication,739
1,assurance,aussureance,,assurance,739
2,similarly,Simmilarly,4.75955,similarly,739
3,crucial,cruciaal,4.9926934,crucial,739
4,land,Laand,1.3446238,land,739
0,disposition,disposition',,disposition,740
1,cancelled,cagnceled,,caged,740
2,signatures,sighnaturz,,sighed,740
3,macro,Mccrot,,mock,740
4,introducing,intriducion,,introduction,740
0,sort,sort',,sort,741
1,growing,growing'sp,,sp,741
2,kingston,kinkstent,,stent,741
3,acute,acoote,,toe,741
4,withdrawal,withdrawap,,withdraw,741
0,fatal,fatel,,fatal,742
1,actress,acters,4.8224225,character,742
2,investigated,Investigated,4.423434,investigate,742
3,pencil,Pencil,-0.08041185,pencil,742
4,exam,esam,,exam,742
0,cognitive,congutivele,,conventional,743
1,intervals,intervals,5.0002117,interval,743
2,live,liiiive,4.749053,life,743
3,programmers,programmerp'ss,,programmer,743
4,easy,easkeet,,easy,743
0,satellite,Satellite,4.6725016,Spacecraft,744
1,participating,parrteacipating,,Participating,744
2,freeware,freewarel,,Freeware,744
3,structures,strokedures,,Strokes,744
4,excited,eixcyted,,Excited,744
0,beam,beam,4.7377214,beam,745
1,arrested,artessed,,arrested,745
2,blank,blank,4.7795086,blank,745
3,pregnant,PREGNANT,-2.7097518,pregnant,745
4,roughly,roughly,4.8546443,roughly,745
0,bike,bic,,bike,746
1,bunny,buny,,bunny,746
2,consequences,consoquuencus,,consequence,746
3,namespace,namespace,,namespace,746
4,full,fooll,,fool,746
0,cooking,cOoking,4.47658,cooking,747
1,sides,sidez,,sideways,747
2,participate,optricipate,,optimize,747
3,islands,Yylond's,,Yolond's,747
4,greece,grease'sp,,grease spot,747
0,workflow,workffllow,,workflow,748
1,conflict,conflicted',,conflict,748
2,essex,essex,4.477875,excess,748
3,remedy,remidew,,reminder,748
4,assurance,ahssurence,,assurance,748
0,hope,houpe,,house,749
1,manufacturing,malneffecturing,,malicious,749
2,algorithms,Algorithms,2.5045497,algorithm,749
3,crest,creast,,create,749
4,excuse,excusie,1.0119708,excuse,749
0,ultra,ulghtra,,ultra,750
1,circle,circule,,circle,750
2,analysis,analyssiz,,analyze,750
3,sailing,sailinge,,sail,750
4,davis,vadis,,vast,750
0,creations,creations',,creation,751
1,package,pachage,,package,751
2,published,PUBLISHED,-2.3291333,publish,751
3,sticker,ssticker,,sticker,751
4,proof,pRoOf,0.7019959,proof,751
0,participating,partcipating,4.452311,participating,752
1,cooked,Coked,3.5243196,coked,752
2,library,libwrarey,,library,752
3,world,wOrLd,2.4752743,world,752
4,doctors,DOCTORS,-1.4499191,doctors,752
0,which,whcih,4.174396,which,753
1,mortgage,morgege,,morgue,753
2,knight,kNIGHt,-0.5647557,kinght,753
3,arizona,arisona,,arisona,753
4,library,libraery,,library,753
0,usps,usp'sk,,upskirt,754
1,setting,setteng,,setting,754
2,boots,botts,4.2971005,bottoms,754
3,clark,CLARK,-1.966834,clark,754
4,yang,yagningy,,yanking,754
0,transaction,transactione,,transaction,755
1,burns,beurns,,burns,755
2,thinking,thinkingh,,thinking,755
3,multi,MULTI,-2.6764872,multiply,755
4,blank,bllank,,blank,755
0,cornell,cornal',,corner,756
1,florist,florist,4.870085,florist,756
2,earthquake,erhquake,,earthquake,756
3,guidelines,guideline'sp,,guidelines,756
4,demonstrates,Demonstrats,3.523136,demonstrates,756
0,council,COUNCIL,-0.946808,council,757
1,intervals,interraves,,intervals,757
2,unlock,UNLOCK,-0.29887614,unlock,757
3,hungarian,hungarian,4.805473,hungarian,757
4,cafés,Cafés,2.3605936,cafe,757
0,yeah,yEaH,0.11242225,year,758
1,communicate,communicatee,,communicate,758
2,neil,nil,,nothing,758
3,yeah,Yeah,1.3816136,yes,758
4,papua,Papua,1.6843486,Papua New Guinea,758
0,worlds,warlds,,worlds,759
1,investigated,investigated,4.788388,investigate,759
2,leone,leaone,,lone,759
3,chassis,chagssis,,chassis,759
4,transcripts,transcripts,4.9399576,transcript,759
0,experiencing,exsperientceng,,experience,760
1,wrestling,WRESTLING,-1.8475395,wrestling,760
2,gossip,gassip,,gas,760
3,stops,sptops,,spot,760
4,library,librarye,,library,760
0,graphics,Graphics,1.0675635,graphics,761
1,proven,peroven,,oven,761
2,phrases,phrases,4.9591136,phrase,761
