Dataset,Prompting,Ratio,Bootstrap,Category,Class,Support,Support %,Prediction,Prediction %,Precision,Recall,F1-Score,Accuracy,AUC,Confusion
legit,dces+ices,1.0,40,hateful,No,2383,0.9520575309628446,1510,0.6032760687175389,0.99,0.63,0.77,0.64,0.85,"[[1500   10]
 [ 883  110]]"
legit,dces+ices,1.0,40,offensive,Yes,120,0.04794246903715541,1568,0.6264482620854974,0.07,0.95,0.14,0.42,0.72,"[[ 929    6]
 [1454  114]]"
legit,dces+ices,1.0,40,offensive,No,2383,0.9520575309628446,935,0.3735517379145026,0.99,0.39,0.56,0.42,0.72,"[[ 929    6]
 [1454  114]]"
legit,dces+ices,1.0,40,toxic,Yes,150,0.05992808629644426,1553,0.620455453455853,0.06,0.66,0.12,0.4,0.58,"[[ 899   51]
 [1454   99]]"
legit,dces+ices,1.0,40,toxic,No,2353,0.9400719137035557,950,0.37954454654414704,0.95,0.38,0.54,0.4,0.58,"[[ 899   51]
 [1454   99]]"
legit,dces+ices,1.0,41,hateful,Yes,120,0.04794246903715541,947,0.37834598481821813,0.11,0.84,0.19,0.65,0.82,"[[1537   19]
 [ 846  101]]"
legit,dces+ices,1.0,41,hateful,No,2383,0.9520575309628446,1556,0.6216540151817819,0.99,0.64,0.78,0.65,0.82,"[[1537   19]
 [ 846  101]]"
legit,dces+ices,1.0,41,offensive,Yes,120,0.04794246903715541,1639,0.654814222932481,0.07,0.91,0.12,0.38,0.66,"[[ 853   11]
 [1530  109]]"
legit,dces+ices,1.0,41,offensive,No,2383,0.9520575309628446,864,0.34518577706751896,0.99,0.36,0.53,0.38,0.66,"[[ 853   11]
 [1530  109]]"
legit,dces+ices,1.0,41,toxic,Yes,150,0.05992808629644426,1620,0.6472233320015981,0.07,0.71,0.12,0.38,0.57,"[[ 840   43]
 [1513  107]]"
legit,dces+ices,1.0,41,toxic,No,2353,0.9400719137035557,883,0.3527766679984019,0.95,0.36,0.52,0.38,0.57,"[[ 840   43]
 [1513  107]]"
legit,dces+ices,1.0,42,hateful,Yes,120,0.04794246903715541,983,0.3927287255293648,0.1,0.83,0.18,0.64,0.79,"[[1500   20]
 [ 883  100]]"
legit,dces+ices,1.0,42,hateful,No,2383,0.9520575309628446,1520,0.6072712744706352,0.99,0.63,0.77,0.64,0.79,"[[1500   20]
 [ 883  100]]"
legit,dces+ices,1.0,42,offensive,Yes,120,0.04794246903715541,1633,0.6524170994806232,0.07,0.92,0.13,0.39,0.69,"[[ 861    9]
 [1522  111]]"
legit,dces+ices,1.0,42,offensive,No,2383,0.9520575309628446,870,0.34758290051937674,0.99,0.36,0.53,0.39,0.69,"[[ 861    9]
 [1522  111]]"
legit,dces+ices,1.0,42,toxic,Yes,150,0.05992808629644426,1583,0.6324410707151419,0.07,0.71,0.12,0.39,0.59,"[[ 877   43]
 [1476  107]]"
legit,dces+ices,1.0,42,toxic,No,2353,0.9400719137035557,920,0.36755892928485817,0.95,0.37,0.54,0.39,0.59,"[[ 877   43]
 [1476  107]]"
legit,dces+ices,1.0,43,hateful,Yes,120,0.04794246903715541,958,0.38274071114662406,0.11,0.88,0.2,0.65,0.82,"[[1531   14]
 [ 852  106]]"
legit,dces+ices,1.0,43,hateful,No,2383,0.9520575309628446,1545,0.617259288853376,0.99,0.64,0.78,0.65,0.82,"[[1531   14]
 [ 852  106]]"
legit,dces+ices,1.0,43,offensive,Yes,120,0.04794246903715541,1615,0.6452257291250499,0.07,0.92,0.13,0.4,0.69,"[[ 879    9]
 [1504  111]]"
legit,dces+ices,1.0,43,offensive,No,2383,0.9520575309628446,888,0.35477427087495006,0.99,0.37,0.54,0.4,0.69,"[[ 879    9]
 [1504  111]]"
legit,dces+ices,1.0,43,toxic,Yes,150,0.05992808629644426,1594,0.6368357970435478,0.06,0.69,0.12,0.39,0.56,"[[ 862   47]
 [1491  103]]"
legit,dces+ices,1.0,43,toxic,No,2353,0.9400719137035557,909,0.36316420295645224,0.95,0.37,0.53,0.39,0.56,"[[ 862   47]
 [1491  103]]"
legit,dces+ices,1.0,44,hateful,Yes,120,0.04794246903715541,982,0.39232920495405516,0.1,0.83,0.18,0.64,0.79,"[[1501   20]
 [ 882  100]]"
legit,dces+ices,1.0,44,hateful,No,2383,0.9520575309628446,1521,0.6076707950459449,0.99,0.63,0.77,0.64,0.79,"[[1501   20]
 [ 882  100]]"
legit,dces+ices,1.0,44,offensive,Yes,120,0.04794246903715541,1649,0.6588094286855773,0.07,0.92,0.13,0.38,0.69,"[[ 845    9]
 [1538  111]]"
legit,dces+ices,1.0,44,offensive,No,2383,0.9520575309628446,854,0.3411905713144227,0.99,0.35,0.52,0.38,0.69,"[[ 845    9]
 [1538  111]]"
legit,dces+ices,1.0,44,toxic,Yes,150,0.05992808629644426,1600,0.6392329204954055,0.07,0.72,0.12,0.39,0.6,"[[ 861   42]
 [1492  108]]"
legit,dces+ices,1.0,44,toxic,No,2353,0.9400719137035557,903,0.36076707950459447,0.95,0.37,0.53,0.39,0.6,"[[ 861   42]
 [1492  108]]"
legit,dces+ices,1.0,45,hateful,Yes,120,0.04794246903715541,919,0.36715940870954855,0.12,0.88,0.2,0.67,0.84,"[[1570   14]
 [ 813  106]]"
legit,dces+ices,1.0,45,hateful,No,2383,0.9520575309628446,1584,0.6328405912904514,0.99,0.66,0.79,0.67,0.84,"[[1570   14]
 [ 813  106]]"
legit,dces+ices,1.0,45,offensive,Yes,120,0.04794246903715541,1635,0.6532161406312426,0.07,0.97,0.13,0.39,0.7,"[[ 864    4]
 [1519  116]]"
legit,dces+ices,1.0,45,offensive,No,2383,0.9520575309628446,868,0.3467838593687575,1.0,0.36,0.53,0.39,0.7,"[[ 864    4]
 [1519  116]]"
legit,dces+ices,1.0,45,toxic,Yes,150,0.05992808629644426,1585,0.6332401118657611,0.07,0.75,0.13,0.4,0.61,"[[ 880   38]
 [1473  112]]"
legit,dces+ices,1.0,45,toxic,No,2353,0.9400719137035557,918,0.36675988813423893,0.96,0.37,0.54,0.4,0.61,"[[ 880   38]
 [1473  112]]"
legit,dces+ices,1.0,46,hateful,Yes,120,0.04794246903715541,948,0.37874550539352775,0.11,0.86,0.19,0.66,0.82,"[[1538   17]
 [ 845  103]]"
legit,dces+ices,1.0,46,hateful,No,2383,0.9520575309628446,1555,0.6212544946064722,0.99,0.65,0.78,0.66,0.82,"[[1538   17]
 [ 845  103]]"
legit,dces+ices,1.0,46,offensive,Yes,120,0.04794246903715541,1656,0.6616060727127447,0.07,0.93,0.13,0.38,0.69,"[[ 839    8]
 [1544  112]]"
legit,dces+ices,1.0,46,offensive,No,2383,0.9520575309628446,847,0.3383939272872553,0.99,0.35,0.52,0.38,0.69,"[[ 839    8]
 [1544  112]]"
legit,dces+ices,1.0,46,toxic,Yes,150,0.05992808629644426,1613,0.6444266879744307,0.07,0.73,0.12,0.38,0.6,"[[ 849   41]
 [1504  109]]"
legit,dces+ices,1.0,46,toxic,No,2353,0.9400719137035557,890,0.3555733120255693,0.95,0.36,0.52,0.38,0.6,"[[ 849   41]
 [1504  109]]"
legit,dces+ices,1.0,47,hateful,Yes,120,0.04794246903715541,951,0.37994406711945666,0.11,0.86,0.19,0.65,0.83,"[[1535   17]
 [ 848  103]]"
legit,dces+ices,1.0,47,hateful,No,2383,0.9520575309628446,1552,0.6200559328805434,0.99,0.64,0.78,0.65,0.83,"[[1535   17]
 [ 848  103]]"
legit,dces+ices,1.0,47,offensive,Yes,120,0.04794246903715541,1619,0.6468238114262884,0.07,0.97,0.13,0.4,0.71,"[[ 880    4]
 [1503  116]]"
legit,dces+ices,1.0,47,offensive,No,2383,0.9520575309628446,884,0.3531761885737115,1.0,0.37,0.54,0.4,0.71,"[[ 880    4]
 [1503  116]]"
legit,dces+ices,1.0,47,toxic,Yes,150,0.05992808629644426,1563,0.6244506592089493,0.06,0.67,0.12,0.4,0.59,"[[ 890   50]
 [1463  100]]"
legit,dces+ices,1.0,47,toxic,No,2353,0.9400719137035557,940,0.37554934079105073,0.95,0.38,0.54,0.4,0.59,"[[ 890   50]
 [1463  100]]"
legit,dces+ices,1.0,48,hateful,Yes,120,0.04794246903715541,988,0.39472632840591293,0.11,0.9,0.19,0.64,0.85,"[[1503   12]
 [ 880  108]]"
legit,dces+ices,1.0,48,hateful,No,2383,0.9520575309628446,1515,0.6052736715940871,0.99,0.63,0.77,0.64,0.85,"[[1503   12]
 [ 880  108]]"
legit,dces+ices,1.0,48,offensive,Yes,120,0.04794246903715541,1638,0.6544147023571714,0.07,0.92,0.13,0.39,0.69,"[[ 855   10]
 [1528  110]]"
legit,dces+ices,1.0,48,offensive,No,2383,0.9520575309628446,865,0.3455852976428286,0.99,0.36,0.53,0.39,0.69,"[[ 855   10]
 [1528  110]]"
legit,dces+ices,1.0,48,toxic,Yes,150,0.05992808629644426,1609,0.6428286056731922,0.07,0.73,0.13,0.39,0.6,"[[ 854   40]
 [1499  110]]"
legit,dces+ices,1.0,48,toxic,No,2353,0.9400719137035557,894,0.35717139432680783,0.96,0.36,0.53,0.39,0.6,"[[ 854   40]
 [1499  110]]"
legit,dces+ices,1.0,49,hateful,Yes,120,0.04794246903715541,1002,0.4003196164602477,0.11,0.88,0.19,0.64,0.81,"[[1487   14]
 [ 896  106]]"
legit,dces+ices,1.0,49,hateful,No,2383,0.9520575309628446,1501,0.5996803835397523,0.99,0.62,0.77,0.64,0.81,"[[1487   14]
 [ 896  106]]"
legit,dces+ices,1.0,49,offensive,Yes,120,0.04794246903715541,1619,0.6468238114262884,0.07,0.94,0.13,0.4,0.71,"[[ 877    7]
 [1506  113]]"
legit,dces+ices,1.0,49,offensive,No,2383,0.9520575309628446,884,0.3531761885737115,0.99,0.37,0.54,0.4,0.71,"[[ 877    7]
 [1506  113]]"
legit,dces+ices,1.0,49,toxic,Yes,150,0.05992808629644426,1562,0.6240511386336396,0.07,0.75,0.13,0.41,0.62,"[[ 904   37]
 [1449  113]]"
legit,dces+ices,1.0,49,toxic,No,2353,0.9400719137035557,941,0.37594886136636035,0.96,0.38,0.55,0.41,0.62,"[[ 904   37]
 [1449  113]]"
legit,dces+ices,1.0,50,hateful,Yes,120,0.04794246903715541,951,0.37994406711945666,0.11,0.91,0.2,0.66,0.82,"[[1541   11]
 [ 842  109]]"
legit,dces+ices,1.0,50,hateful,No,2383,0.9520575309628446,1552,0.6200559328805434,0.99,0.65,0.78,0.66,0.82,"[[1541   11]
 [ 842  109]]"
legit,dces+ices,1.0,50,offensive,Yes,120,0.04794246903715541,1601,0.6396324410707152,0.07,0.91,0.13,0.4,0.7,"[[ 891   11]
 [1492  109]]"
legit,dces+ices,1.0,50,offensive,No,2383,0.9520575309628446,902,0.36036755892928485,0.99,0.37,0.54,0.4,0.7,"[[ 891   11]
 [1492  109]]"
legit,dces+ices,1.0,50,toxic,Yes,150,0.05992808629644426,1552,0.6200559328805434,0.07,0.71,0.12,0.4,0.59,"[[ 907   44]
 [1446  106]]"
legit,dces+ices,1.0,50,toxic,No,2353,0.9400719137035557,951,0.37994406711945666,0.95,0.39,0.55,0.4,0.59,"[[ 907   44]
 [1446  106]]"
legit,dces+ices,1.0,51,hateful,Yes,120,0.04794246903715541,980,0.39153016380343586,0.11,0.86,0.19,0.64,0.8,"[[1506   17]
 [ 877  103]]"
legit,dces+ices,1.0,51,hateful,No,2383,0.9520575309628446,1523,0.6084698361965641,0.99,0.63,0.77,0.64,0.8,"[[1506   17]
 [ 877  103]]"
legit,dces+ices,1.0,51,offensive,Yes,120,0.04794246903715541,1638,0.6544147023571714,0.07,0.92,0.13,0.39,0.69,"[[ 856    9]
 [1527  111]]"
legit,dces+ices,1.0,51,offensive,No,2383,0.9520575309628446,865,0.3455852976428286,0.99,0.36,0.53,0.39,0.69,"[[ 856    9]
 [1527  111]]"
legit,dces+ices,1.0,51,toxic,Yes,150,0.05992808629644426,1593,0.6364362764682381,0.07,0.69,0.12,0.39,0.57,"[[ 864   46]
 [1489  104]]"
legit,dces+ices,1.0,51,toxic,No,2353,0.9400719137035557,910,0.36356372353176186,0.95,0.37,0.53,0.39,0.57,"[[ 864   46]
 [1489  104]]"
legit,dces+ices,1.0,52,hateful,Yes,120,0.04794246903715541,904,0.3611666000799041,0.12,0.9,0.21,0.68,0.85,"[[1587   12]
 [ 796  108]]"
legit,dces+ices,1.0,52,hateful,No,2383,0.9520575309628446,1599,0.6388333999200959,0.99,0.67,0.8,0.68,0.85,"[[1587   12]
 [ 796  108]]"
legit,dces+ices,1.0,52,offensive,Yes,120,0.04794246903715541,1616,0.6456252497003596,0.07,0.93,0.13,0.4,0.67,"[[ 879    8]
 [1504  112]]"
legit,dces+ices,1.0,52,offensive,No,2383,0.9520575309628446,887,0.35437475029964044,0.99,0.37,0.54,0.4,0.67,"[[ 879    8]
 [1504  112]]"
legit,dces+ices,1.0,52,toxic,Yes,150,0.05992808629644426,1575,0.6292449061126648,0.06,0.65,0.11,0.39,0.56,"[[ 875   53]
 [1478   97]]"
legit,dces+ices,1.0,52,toxic,No,2353,0.9400719137035557,928,0.3707550938873352,0.94,0.37,0.53,0.39,0.56,"[[ 875   53]
 [1478   97]]"
legit,dces+ices,1.0,53,hateful,Yes,120,0.04794246903715541,951,0.37994406711945666,0.11,0.9,0.2,0.66,0.84,"[[1540   12]
 [ 843  108]]"
legit,dces+ices,1.0,53,hateful,No,2383,0.9520575309628446,1552,0.6200559328805434,0.99,0.65,0.78,0.66,0.84,"[[1540   12]
 [ 843  108]]"
legit,dces+ices,1.0,53,offensive,Yes,120,0.04794246903715541,1611,0.6436276468238115,0.07,0.97,0.13,0.4,0.73,"[[ 888    4]
 [1495  116]]"
legit,dces+ices,1.0,53,offensive,No,2383,0.9520575309628446,892,0.3563723531761886,1.0,0.37,0.54,0.4,0.73,"[[ 888    4]
 [1495  116]]"
legit,dces+ices,1.0,53,toxic,Yes,150,0.05992808629644426,1541,0.6156612065521374,0.07,0.7,0.12,0.41,0.61,"[[ 917   45]
 [1436  105]]"
legit,dces+ices,1.0,53,toxic,No,2353,0.9400719137035557,962,0.3843387934478626,0.95,0.39,0.55,0.41,0.61,"[[ 917   45]
 [1436  105]]"
legit,dces+ices,1.0,54,hateful,Yes,120,0.04794246903715541,977,0.390331602077507,0.11,0.9,0.2,0.65,0.83,"[[1514   12]
 [ 869  108]]"
legit,dces+ices,1.0,54,hateful,No,2383,0.9520575309628446,1526,0.609668397922493,0.99,0.64,0.77,0.65,0.83,"[[1514   12]
 [ 869  108]]"
legit,dces+ices,1.0,54,offensive,Yes,120,0.04794246903715541,1611,0.6436276468238115,0.07,0.96,0.13,0.4,0.69,"[[ 887    5]
 [1496  115]]"
legit,dces+ices,1.0,54,offensive,No,2383,0.9520575309628446,892,0.3563723531761886,0.99,0.37,0.54,0.4,0.69,"[[ 887    5]
 [1496  115]]"
legit,dces+ices,1.0,54,toxic,Yes,150,0.05992808629644426,1528,0.6104674390731123,0.06,0.64,0.11,0.41,0.56,"[[ 921   54]
 [1432   96]]"
legit,dces+ices,1.0,54,toxic,No,2353,0.9400719137035557,975,0.38953256092688776,0.94,0.39,0.55,0.41,0.56,"[[ 921   54]
 [1432   96]]"
legit,dces+ices,1.0,55,hateful,Yes,120,0.04794246903715541,978,0.3907311226528166,0.11,0.89,0.19,0.65,0.83,"[[1512   13]
 [ 871  107]]"
legit,dces+ices,1.0,55,hateful,No,2383,0.9520575309628446,1525,0.6092688773471834,0.99,0.63,0.77,0.65,0.83,"[[1512   13]
 [ 871  107]]"
legit,dces+ices,1.0,55,offensive,Yes,120,0.04794246903715541,1629,0.6508190171793847,0.07,0.91,0.12,0.39,0.68,"[[ 863   11]
 [1520  109]]"
legit,dces+ices,1.0,55,offensive,No,2383,0.9520575309628446,874,0.34918098282061527,0.99,0.36,0.53,0.39,0.68,"[[ 863   11]
 [1520  109]]"
legit,dces+ices,1.0,55,toxic,Yes,150,0.05992808629644426,1537,0.6140631242508989,0.07,0.71,0.13,0.41,0.6,"[[ 922   44]
 [1431  106]]"
legit,dces+ices,1.0,55,toxic,No,2353,0.9400719137035557,966,0.38593687574910107,0.95,0.39,0.56,0.41,0.6,"[[ 922   44]
 [1431  106]]"
legit,dces+ices,1.0,56,hateful,Yes,120,0.04794246903715541,954,0.3811426288453855,0.11,0.88,0.2,0.65,0.82,"[[1534   15]
 [ 849  105]]"
legit,dces+ices,1.0,56,hateful,No,2383,0.9520575309628446,1549,0.6188573711546145,0.99,0.64,0.78,0.65,0.82,"[[1534   15]
 [ 849  105]]"
legit,dces+ices,1.0,56,offensive,Yes,120,0.04794246903715541,1628,0.6504194966040752,0.07,0.96,0.13,0.39,0.7,"[[ 870    5]
 [1513  115]]"
legit,dces+ices,1.0,56,offensive,No,2383,0.9520575309628446,875,0.3495805033959249,0.99,0.37,0.53,0.39,0.7,"[[ 870    5]
 [1513  115]]"
legit,dces+ices,1.0,56,toxic,Yes,150,0.05992808629644426,1552,0.6200559328805434,0.07,0.69,0.12,0.4,0.58,"[[ 905   46]
 [1448  104]]"
legit,dces+ices,1.0,56,toxic,No,2353,0.9400719137035557,951,0.37994406711945666,0.95,0.38,0.55,0.4,0.58,"[[ 905   46]
 [1448  104]]"
legit,dces+ices,1.0,57,hateful,Yes,120,0.04794246903715541,1027,0.41030763084298844,0.11,0.92,0.19,0.63,0.84,"[[1466   10]
 [ 917  110]]"
legit,dces+ices,1.0,57,hateful,No,2383,0.9520575309628446,1476,0.5896923691570116,0.99,0.62,0.76,0.63,0.84,"[[1466   10]
 [ 917  110]]"
legit,dces+ices,1.0,57,offensive,Yes,120,0.04794246903715541,1613,0.6444266879744307,0.07,0.92,0.13,0.4,0.7,"[[ 881    9]
 [1502  111]]"
legit,dces+ices,1.0,57,offensive,No,2383,0.9520575309628446,890,0.3555733120255693,0.99,0.37,0.54,0.4,0.7,"[[ 881    9]
 [1502  111]]"
legit,dces+ices,1.0,57,toxic,Yes,150,0.05992808629644426,1543,0.6164602477027566,0.07,0.69,0.12,0.41,0.6,"[[ 913   47]
 [1440  103]]"
legit,dces+ices,1.0,57,toxic,No,2353,0.9400719137035557,960,0.3835397522972433,0.95,0.39,0.55,0.41,0.6,"[[ 913   47]
 [1440  103]]"
legit,dces+ices,1.0,58,hateful,Yes,120,0.04794246903715541,948,0.37874550539352775,0.11,0.9,0.2,0.66,0.86,"[[1543   12]
 [ 840  108]]"
legit,dces+ices,1.0,58,hateful,No,2383,0.9520575309628446,1555,0.6212544946064722,0.99,0.65,0.78,0.66,0.86,"[[1543   12]
 [ 840  108]]"
legit,dces+ices,1.0,58,offensive,Yes,120,0.04794246903715541,1629,0.6508190171793847,0.07,0.9,0.12,0.39,0.66,"[[ 862   12]
 [1521  108]]"
legit,dces+ices,1.0,58,offensive,No,2383,0.9520575309628446,874,0.34918098282061527,0.99,0.36,0.53,0.39,0.66,"[[ 862   12]
 [1521  108]]"
legit,dces+ices,1.0,58,toxic,Yes,150,0.05992808629644426,1572,0.6280463443867359,0.06,0.65,0.11,0.39,0.57,"[[ 879   52]
 [1474   98]]"
legit,dces+ices,1.0,58,toxic,No,2353,0.9400719137035557,931,0.3719536556132641,0.94,0.37,0.54,0.39,0.57,"[[ 879   52]
 [1474   98]]"
legit,dces+ices,1.0,59,hateful,Yes,120,0.04794246903715541,989,0.39512584898122255,0.11,0.87,0.19,0.64,0.84,"[[1498   16]
 [ 885  104]]"
legit,dces+ices,1.0,59,hateful,No,2383,0.9520575309628446,1514,0.6048741510187775,0.99,0.63,0.77,0.64,0.84,"[[1498   16]
 [ 885  104]]"
legit,dces+ices,1.0,59,offensive,Yes,120,0.04794246903715541,1611,0.6436276468238115,0.07,0.93,0.13,0.4,0.66,"[[ 884    8]
 [1499  112]]"
legit,dces+ices,1.0,59,offensive,No,2383,0.9520575309628446,892,0.3563723531761886,0.99,0.37,0.54,0.4,0.66,"[[ 884    8]
 [1499  112]]"
legit,dces+ices,1.0,59,toxic,Yes,150,0.05992808629644426,1551,0.6196564123052337,0.06,0.62,0.11,0.39,0.56,"[[ 895   57]
 [1458   93]]"
legit,dces+ices,1.0,59,toxic,No,2353,0.9400719137035557,952,0.3803435876947663,0.94,0.38,0.54,0.39,0.56,"[[ 895   57]
 [1458   93]]"
legit,dces+ices,1.0,60,hateful,Yes,120,0.04794246903715541,995,0.3975229724330803,0.11,0.88,0.19,0.64,0.81,"[[1493   15]
 [ 890  105]]"
legit,dces+ices,1.0,60,hateful,No,2383,0.9520575309628446,1508,0.6024770275669197,0.99,0.63,0.77,0.64,0.81,"[[1493   15]
 [ 890  105]]"
legit,dces+ices,1.0,60,offensive,Yes,120,0.04794246903715541,1631,0.651618058330004,0.07,0.93,0.13,0.39,0.7,"[[ 864    8]
 [1519  112]]"
legit,dces+ices,1.0,60,offensive,No,2383,0.9520575309628446,872,0.34838194166999603,0.99,0.36,0.53,0.39,0.7,"[[ 864    8]
 [1519  112]]"
legit,dces+ices,1.0,60,toxic,Yes,150,0.05992808629644426,1578,0.6304434678385937,0.07,0.69,0.12,0.39,0.59,"[[ 878   47]
 [1475  103]]"
legit,dces+ices,1.0,60,toxic,No,2353,0.9400719137035557,925,0.3695565321614063,0.95,0.37,0.54,0.39,0.59,"[[ 878   47]
 [1475  103]]"
legit,dces+ices,1.0,61,hateful,Yes,120,0.04794246903715541,987,0.39432680783060325,0.11,0.88,0.19,0.64,0.8,"[[1502   14]
 [ 881  106]]"
legit,dces+ices,1.0,61,hateful,No,2383,0.9520575309628446,1516,0.6056731921693967,0.99,0.63,0.77,0.64,0.8,"[[1502   14]
 [ 881  106]]"
legit,dces+ices,1.0,61,offensive,Yes,120,0.04794246903715541,1671,0.6675988813423891,0.07,0.92,0.12,0.37,0.69,"[[ 822   10]
 [1561  110]]"
legit,dces+ices,1.0,61,offensive,No,2383,0.9520575309628446,832,0.33240111865761085,0.99,0.34,0.51,0.37,0.69,"[[ 822   10]
 [1561  110]]"
legit,dces+ices,1.0,61,toxic,Yes,150,0.05992808629644426,1586,0.6336396324410707,0.07,0.75,0.13,0.4,0.6,"[[ 879   38]
 [1474  112]]"
legit,dces+ices,1.0,61,toxic,No,2353,0.9400719137035557,917,0.3663603675589293,0.96,0.37,0.54,0.4,0.6,"[[ 879   38]
 [1474  112]]"
legit,dces+ices,1.0,62,hateful,Yes,120,0.04794246903715541,965,0.38553735517379145,0.11,0.89,0.2,0.65,0.83,"[[1525   13]
 [ 858  107]]"
legit,dces+ices,1.0,62,hateful,No,2383,0.9520575309628446,1538,0.6144626448262086,0.99,0.64,0.78,0.65,0.83,"[[1525   13]
 [ 858  107]]"
legit,dces+ices,1.0,62,offensive,Yes,120,0.04794246903715541,1617,0.6460247702756692,0.07,0.92,0.13,0.39,0.68,"[[ 877    9]
 [1506  111]]"
legit,dces+ices,1.0,62,offensive,No,2383,0.9520575309628446,886,0.3539752297243308,0.99,0.37,0.54,0.39,0.68,"[[ 877    9]
 [1506  111]]"
legit,dces+ices,1.0,62,toxic,Yes,150,0.05992808629644426,1558,0.6224530563324011,0.06,0.67,0.12,0.4,0.57,"[[ 895   50]
 [1458  100]]"
legit,dces+ices,1.0,62,toxic,No,2353,0.9400719137035557,945,0.3775469436675989,0.95,0.38,0.54,0.4,0.57,"[[ 895   50]
 [1458  100]]"
legit,dces+ices,1.0,63,hateful,Yes,120,0.04794246903715541,971,0.3879344786256492,0.11,0.91,0.2,0.65,0.83,"[[1521   11]
 [ 862  109]]"
legit,dces+ices,1.0,63,hateful,No,2383,0.9520575309628446,1532,0.6120655213743508,0.99,0.64,0.78,0.65,0.83,"[[1521   11]
 [ 862  109]]"
legit,dces+ices,1.0,63,offensive,Yes,120,0.04794246903715541,1624,0.6488214143028366,0.07,0.97,0.13,0.4,0.71,"[[ 875    4]
 [1508  116]]"
legit,dces+ices,1.0,63,offensive,No,2383,0.9520575309628446,879,0.3511785856971634,1.0,0.37,0.54,0.4,0.71,"[[ 875    4]
 [1508  116]]"
legit,dces+ices,1.0,63,toxic,Yes,150,0.05992808629644426,1563,0.6244506592089493,0.06,0.65,0.11,0.39,0.56,"[[ 888   52]
 [1465   98]]"
legit,dces+ices,1.0,63,toxic,No,2353,0.9400719137035557,940,0.37554934079105073,0.94,0.38,0.54,0.39,0.56,"[[ 888   52]
 [1465   98]]"
legit,dces+ices,1.0,64,hateful,Yes,120,0.04794246903715541,974,0.3891330403515781,0.11,0.87,0.19,0.65,0.82,"[[1513   16]
 [ 870  104]]"
legit,dces+ices,1.0,64,hateful,No,2383,0.9520575309628446,1529,0.6108669596484219,0.99,0.63,0.77,0.65,0.82,"[[1513   16]
 [ 870  104]]"
legit,dces+ices,1.0,64,offensive,Yes,120,0.04794246903715541,1647,0.658010387534958,0.07,0.98,0.13,0.39,0.72,"[[ 853    3]
 [1530  117]]"
legit,dces+ices,1.0,64,offensive,No,2383,0.9520575309628446,856,0.34198961246504195,1.0,0.36,0.53,0.39,0.72,"[[ 853    3]
 [1530  117]]"
legit,dces+ices,1.0,64,toxic,Yes,150,0.05992808629644426,1608,0.6424290850978825,0.07,0.75,0.13,0.39,0.61,"[[ 858   37]
 [1495  113]]"
legit,dces+ices,1.0,64,toxic,No,2353,0.9400719137035557,895,0.35757091490211745,0.96,0.36,0.53,0.39,0.61,"[[ 858   37]
 [1495  113]]"
legit,dces+ices,1.0,65,hateful,Yes,120,0.04794246903715541,979,0.39113064322812624,0.11,0.91,0.2,0.65,0.84,"[[1513   11]
 [ 870  109]]"
legit,dces+ices,1.0,65,hateful,No,2383,0.9520575309628446,1524,0.6088693567718737,0.99,0.63,0.77,0.65,0.84,"[[1513   11]
 [ 870  109]]"
legit,dces+ices,1.0,65,offensive,Yes,120,0.04794246903715541,1616,0.6456252497003596,0.07,0.93,0.13,0.4,0.69,"[[ 879    8]
 [1504  112]]"
legit,dces+ices,1.0,65,offensive,No,2383,0.9520575309628446,887,0.35437475029964044,0.99,0.37,0.54,0.4,0.69,"[[ 879    8]
 [1504  112]]"
legit,dces+ices,1.0,65,toxic,Yes,150,0.05992808629644426,1582,0.6320415501398322,0.07,0.71,0.12,0.39,0.6,"[[ 877   44]
 [1476  106]]"
legit,dces+ices,1.0,65,toxic,No,2353,0.9400719137035557,921,0.3679584498601678,0.95,0.37,0.54,0.39,0.6,"[[ 877   44]
 [1476  106]]"
legit,dces+ices,1.0,66,hateful,Yes,120,0.04794246903715541,943,0.37674790251697965,0.11,0.9,0.2,0.66,0.83,"[[1548   12]
 [ 835  108]]"
legit,dces+ices,1.0,66,hateful,No,2383,0.9520575309628446,1560,0.6232520974830204,0.99,0.65,0.79,0.66,0.83,"[[1548   12]
 [ 835  108]]"
legit,dces+ices,1.0,66,offensive,Yes,120,0.04794246903715541,1604,0.6408310027966441,0.07,0.94,0.13,0.4,0.72,"[[ 892    7]
 [1491  113]]"
legit,dces+ices,1.0,66,offensive,No,2383,0.9520575309628446,899,0.359168997203356,0.99,0.37,0.54,0.4,0.72,"[[ 892    7]
 [1491  113]]"
legit,dces+ices,1.0,66,toxic,Yes,150,0.05992808629644426,1536,0.6136636036755893,0.07,0.71,0.13,0.41,0.61,"[[ 924   43]
 [1429  107]]"
legit,dces+ices,1.0,66,toxic,No,2353,0.9400719137035557,967,0.3863363963244107,0.96,0.39,0.56,0.41,0.61,"[[ 924   43]
 [1429  107]]"
legit,dces+ices,1.0,67,hateful,Yes,120,0.04794246903715541,1010,0.40351578106272473,0.11,0.91,0.19,0.64,0.85,"[[1482   11]
 [ 901  109]]"
legit,dces+ices,1.0,67,hateful,No,2383,0.9520575309628446,1493,0.5964842189372753,0.99,0.62,0.76,0.64,0.85,"[[1482   11]
 [ 901  109]]"
