,clean,perturbed,legibility_score,predicted,batch
0,tree,trhe,0.24664032,tree,287
1,emissions,"4,iasions",-0.09802693,actions,287
2,expect,expost,2.4352164,post,287
3,lies,liks,4.6238904,likes,287
4,already,a]l'read=y,0.97005546,readily,287
0,packed,pakad,4.3919234,pad,288
1,opening,ope>ni@ng,-0.44669852,phone,288
2,guam,guim,0.9197688,gym,288
3,loan,lona,4.593236,alone,288
4,circuits,circuitcourts,2.9298148,courts,288
0,annotation,amn9tayioh,0.0052265725,ammunition,289
1,subscriptions,subscri-rjons,3.744439,subscribers,289
2,trusts,tstrus,4.9319654,trust,289
3,façades,façades,4.7294436,facades,289
4,lounge,|loun/ge,0.18251613,column,289
0,oliver,Olvir,3.1892483,Olive,290
1,communicate,cituoancmme,3.6681387,Citrus,290
2,township,tonkeep,0.4974966,Tune,290
3,ruby,ru/by,0.4948079,Road,290
4,carter,%ca=rte?r,-1.4930772,Carrot,290
0,continually,countinually,3.475217,continuously,291
1,lock,ock,4.048484,box,291
2,funds,fndus,4.707633,foundation,291
3,chick,Chik,2.159968,chick,291
4,steering,steer!ing,1.5102696,steering,291
0,additions,axdirions,2.566551,axis,292
1,arising,"arisin,g",2.6843278,arising,292
2,acute,xcute,2.0100121,cut,292
3,observation,observetion,4.435738,observation,292
4,earrings,EARONS,-2.4222734,ears,292
0,streams,&s%t)reams,-1.038876,Streams,293
1,steven,setevn,4.9082913,Evening,293
2,visits,isits,4.97584,Sits,293
3,night,Nigt,0.91164845,Night,293
4,redeem,rederm,4.926015,Skin,293
0,française,f=r%a+nçai|s=e,-0.90259415,France,294
1,quick,qchick,-1.3652055,Chick,294
2,benchmark,b~enc[hm^a>rk,0.07323458,Bank,294
3,assistance,assistanc,4.781144,Assistance,294
4,marie,mqrie,-0.102302924,Money,294
0,tribes,tripes,-0.5820452,trip,295
1,movie,mvioe,4.568226,move,295
2,undefined,ndefined,4.582558,defined,295
3,dispatched,fispatched,3.8573878,fixed,295
4,sanford,Samford,4.425977,Smith,295
0,rebates,r>e#bat&es,-1.3969145,reviews,296
1,analyses,an@alyses,1.6556386,analyses,296
2,stuffed,sefutfd,4.7430034,study,296
3,televisions,télévisions,2.9425232,televisions,296
4,cleveland,"""cleve_lan?d",1.6201961,climate,296
0,apollo,spollo,3.3832645,solo,297
1,anthony,anthon6,0.99697155,anthony,297
2,periodic,periotic,4.7291446,psychotic,297
3,healing,healihg,4.433095,healing,297
4,specific,spcfic,2.6611066,spastic,297
0,earrings,earings,4.0193715,hearings,298
1,meter,met#e_r,0.33251154,meter,298
2,usps,uspc,2.455475,upset,298
3,krupp,keu[o,-2.2164123,knew,298
4,physiology,physicology,2.7372372,physics,298
0,shannon,sannon,4.6173577,sand,299
1,sterling,sterlung,2.5888073,stern,299
2,canon,cann,4.7582293,can,299
3,acceptable,a$cceptable,-0.095245436,acceptable,299
4,marvel,m_ar]v-el,1.9012091,marvel,299
0,treatment,tmaternet,4.9718523,internet,300
1,instruction,Intruction,1.6786783,instruction,300
2,society,sesiety,4.518725,seaside,300
3,event,evnet,4.9606204,event,300
4,composite,compositive,3.9817257,composite,300
0,increasingly,increasingly,4.6922383,increase,301
1,measurements,",easuremehhs",3.0524943,measures,301
2,tracker,Trickser,0.9591575,tricks,301
3,vérité,\v\é]rité,1.195831,verse,301
4,reasons,rensaos,3.9168735,senses,301
0,periodic,periotic,4.7291446,psychotic,302
1,mutually,Muttley,-0.42880836,mutley,302
2,playing,Palying,1.06213,playing,302
3,demonstrates,demostrates,4.8960676,demonstrates,302
4,invite,invote,3.4420865,vote,302
0,française,fgançaise,4.207212,French,303
1,broker,brokr,4.4169755,Broker,303
2,stunning,staning,4.3671045,Standing,303
3,authorized,autorized,4.8611546,Authorized,303
4,surgeons,surfdonw,-0.27076802,Surfing,303
0,hayes,habYes,-0.77954507,habit,304
1,principles,Principales,2.67105,principal,304
2,assets,atesss,4.9124236,lasses,304
3,gnome,gnme,4.557414,name,304
4,score,socore,3.62731,score,304
0,vitamin,Vitonen,0.004343488,Vitamin,305
1,drop,dro,4.099815,Droplet,305
2,cafe,Café,2.094755,"Café"" (no change)",305
3,modules,modelos,2.5797882,"Modelos"" (no change)",305
4,mate,mayte,3.37452,Mate,305
0,shared,sared,5.034637,shared,306
1,broker,broer,4.087768,brother,306
2,flavor,flavore,3.479698,flavor,306
3,risk,Rijk,1.3652221,rich,306
4,neural,neurzl,2.2473824,nurse,306
0,oracle,orakele,2.791887,rocket,307
1,steering,steeriny,3.9132874,steering,307
2,uzbekistan,uzbekstan,1.8475802,Uzbekistan,307
3,partial,partiao,1.6910377,paradise,307
4,envelope,";enve(l'o""pe",-1.6917093,envelope,307
0,antiques,antiq<ue.s,3.0976155,antique,308
1,branches,bnecrahs,4.630492,brain,308
2,nobody,noboday,2.0384135,nobody,308
3,remedy,rendi,-0.34777442,India,308
4,theorem,theoem,4.1422935,theme,308
0,advert,qevert,-0.21428406,query,309
1,represent,reprezent,2.71193,represent,309
2,neither,\neith=er,0.9522172,neither,309
3,davidson,davidsln,4.328503,David's line,309
4,instruction,ins!t&ruction,1.2191006,instruction,309
0,sacramento,sxcrsmfmt9,1.4802108,structure,310
1,workflow,wirkfliw,1.9753389,workflow,310
2,complimentary,capnelmotmriy,4.2556567,chemistry,310
3,economies,economiaUS,1.592366,economy,310
4,greece,grasse,3.317551,grass,310
0,brain,vra9n,-0.4164194,brain,311
1,directors,irectors,4.9903483,directors,311
2,females,feamels,4.95071,feelings,311
3,handle,handl,3.962673,handle,311
4,guidance,Guidence,1.0827698,guidance,311
0,potatoes,Patatos,0.6796056,Potatoes,312
1,publications,publucations,3.2835178,Publications,312
2,sensitivity,swnsitivity,2.8174946,Sensitivity,312
3,highlights,hitlists,4.804016,Hit Lists,312
4,laugh,lugh,3.01313,Lugh,312
0,freeware,frfewa4e,1.1354066,four,313
1,lindsay,linsay,4.3166337,say,313
2,enrolled,enworld,1.0432001,world,313
3,ought,ouQTT,-1.968029,cut,313
4,jewellery,jewellery,4.7454567,jewelry,313
0,miniature,miartniue,4.6008124,martini,314
1,abroad,abroud,1.7682519,cloud,314
2,addresses,addreses,4.1398344,addresses,314
3,cities,cityes,1.2806159,cities,314
4,maintaining,maintianing,4.878032,maintaining,314
0,contamination,cotamination,4.378925,contamination,315
1,mysql,mysel,1.640388,myself,315
2,frame,frmae,4.981826,frame,315
3,psychiatry,psichiatry,4.6303663,psychiatry,315
4,scripting,scripting,4.9208717,programming,315
0,vocabulary,vocubulary,4.2799063,vocabulary,316
1,temporary,tamporary,4.862238,temporary,316
2,excited,excied,4.591991,exceeded,316
3,determine,detemine,4.8769345,determine,316
4,player,plater,4.758653,plate,316
0,antiques,Antiguos,-0.9388707,Ancient,317
1,carter,c]arter,1.7493209,Carter,317
2,sunny,sunay,3.5657306,Sunday,317
3,utilization,utilisation,4.499478,Utilization,317
4,enables,enahles,4.1673174,Energies,317
0,understood,undertood,4.637833,understood,318
1,diagnostic,diagnostic,4.861997,diagnosis,318
2,implementation,implemantion,3.5600722,implementation,318
3,gaps,:ga_p*s,-0.81960475,gaps,318
4,shannon,Shamoan,4.793596,Shaman,318
0,footwear,FOTHER,-2.4142241,Father,319
1,principle,princile,4.645595,Principle,319
2,pokemon,pokemoh,3.792652,Pokemon,319
3,lifestyle,lifestyle,4.6683807,Lifestyle,319
4,porter,[orter,1.4444607,Officer,319
0,enemy,enemie,1.045691,enemy,320
1,cognitive,cointgvie,4.1940413,counting,320
2,ebook,[eboo_k,0.8862833,boook,320
3,claire,claure,1.0176777,clause,320
4,forward,foward,4.905117,forward,320
0,sing,si}n'g,-1.1616101,sing,321
1,berkeley,berkele7,2.4948845,Berkeley,321
2,risqué,risé,2.6779768,rise,321
3,publication,publiceducation,3.103076,public education,321
4,knight,khignt,4.6541886,knight,321
0,futures,futureHis,1.7579247,future,322
1,arts,artx,2.8374522,art,322
2,connectivity,connectability,2.3059177,ability,322
3,religions,geliglons,5.000701,giggles,322
4,usps,sps,4.6389585,sp,322
0,protective,&p;rotectiv;e,0.057290442,protective,323
1,spanish,soanish,0.27591473,Spanish,323
2,tags,/t[ags,-0.5288372,tags,323
3,thoroughly,thoughroughly,4.494283,thoroughly,323
4,sussex,shssex,0.5551225,shoes,323
0,coordinates,coordinations,3.0031714,coordination,324
1,clothing,ctiolhng,3.5422096,changing,324
2,which,w?h%i)c[h,-2.5464954,which,324
3,calculation,calculatiion,4.789982,calculation,324
4,sophisticated,SOFISTICATED,-1.5125425,sophisticated,324
0,manuals,manusls,4.9009657,massage,325
1,network,netowrk,3.5476606,network,325
2,fits,fites,2.026667,fits,325
3,carter,carater,4.8743105,character,325
4,magnetic,magentic,4.456254,magnetic,325
0,mask,kask,4.752618,ask,326
1,estimates,"estim,ates",3.1923795,estimate,326
2,noon,no)on,-0.31489095,none,326
3,irrigation,iriitagron,4.832131,irrigation,326
4,emerald,em3raod,-1.2846645,environment,326
0,draws,drzws,2.2304423,dreams,327
1,reload,releaed,4.9386606,released,327
2,township,tpanship,2.7679553,transportation,327
3,thumbs,trumbs,3.8824894,trumps,327
4,standard,standered,4.196237,standard,327
0,debate,DEBUTE,-2.4315,debut,328
1,announce,annonce,4.998022,announce,328
2,formula,forula,4.697598,formula,328
3,persistent,persitent,2.6225898,persistent,328
4,limited,limitid,4.874561,limited,328
0,cayman,cyaamn,4.685347,cam,329
1,superb,suerb,2.0710106,surf,329
2,apollo,apalo,4.1900964,pal,329
3,mild,Milad,-0.79068786,Madrid,329
4,transaction,transaccion,4.760552,transaction,329
0,lincoln,linc$ol%n,-0.044809677,line,330
1,lounge,lo@unge,0.8332958,long,330
2,guidelines,guildlines,4.6246862,guidelines,330
3,questionnaire,questionnairewe,3.9852397,questionnaire,330
4,header,headfr,2.7499368,head,330
0,physicians,piansycihs,3.8352401,piano,331
1,servicemen,serv8cemen,1.8718607,service,331
2,scholarships,scholachips,3.575879,school,331
3,exams,examns,3.2720966,exam,331
4,gzip,GZCLP,-3.0161004,guitar,331
0,processing,pricessing,4.777288,processing,332
1,sink,sinek,2.34604,sink,332
2,amount,amnount,4.2332673,amount,332
3,isbn,isb,4.2762947,bus,332
4,sleep,Slaap,2.7503552,sleep,332
0,completed,c=o:mp=leted,-1.5061171,completed,333
1,purpose,psurope,4.5136604,Europe,333
2,manuals,manuqls,0.5030401,quails,333
3,boss,Bocs,-1.2759984,boxes,333
4,albuquerque,albyquerque,3.2811613,Albuquerque,333
0,entrepreneur,entrepreuner,4.916642,entrepreneur,334
1,sofa,sofia,-0.68191755,Sofia,334
2,thinking,themKing,2.0540497,themking,334
3,occurring,"oc`cu=r,ring",-0.42915076,occupation,334
4,cart,ca.rt,3.3012202,cart,334
0,module,modyle,2.0850582,module,335
1,upset,upsad,3.7798457,sad,335
2,cosmetics,cosmeticos,1.7957009,cosmetics,335
3,tracker,tfacker,2.8493114,tracker,335
4,calculation,ca.culatiom,3.965452,cancellation,335
0,double,[[doubl,-0.19844045,double,336
1,oversight,lversight,4.2246313,sight,336
2,mail,mal,4.6477075,mail,336
3,municipality,munic>ipal^ity,1.0465989,municipality,336
4,risk,risc,0.6359655,risk,336
0,doctors,adoctor,3.9993708,doctor,337
1,damage,dama_ge,3.731284,damage,337
2,quotations,Quatations,2.137665,quotations,337
3,science,scienst,4.8098183,science,337
4,guild,gu8ld,0.19365136,gold,337
0,earrings,earings,4.0193715,hearings,338
1,hood,hoyed,1.4353838,hired,338
2,const,cnost,4.7810063,cost,338
3,latinas,katibas,0.5545858,kittens,338
4,lounge,longe,4.9496903,long,338
0,rising,Rasining,0.56463766,Rain,339
1,sheet,sheat,4.1255336,Sheet,339
2,screens,ckreens,3.0824487,Creek,339
3,promptly,promptly,4.877712,Promptly,339
4,scan,s`c$a%n,-2.4833627,Scene,339
0,press,ress,3.0510907,stress,340
1,rehabilitation,Reabilitation,2.5693352,rehabilitation,340
2,partners,prtarens,4.8901978,partners,340
3,seal,Sewell,-0.7383624,sewell,340
4,double,dou^ble,0.49730623,double,340
0,disposition,disposistion,4.5581093,disposition,341
1,society,sociaty,4.0111527,society,341
2,boys,bois,0.9618349,boys,341
3,reason,re<as[o`n,-0.0530448,raise,341
4,excited,excuded,1.2887565,excluded,341
0,nearby,neraby,4.2841434,nearby,342
1,graham,gra]ham,1.4346396,Graham,342
2,spider,spaeter,4.117675,speaker,342
3,hung,uujg,-1.2730248,juice,342
4,whilst,whitsett,3.8530097,Whitsett,342
0,measurements,measerments,4.768986,measure,343
1,gateway,g-at{eway,1.2438514,gate,343
2,valium,faoium,0.22425066,foam,343
3,chick,Chik,2.159968,chick,343
4,appeals,a'p?p*eals,-1.8642689,apples,343
0,diagnostic,diognostic,3.8808274,diagnosis,344
1,bang,BAWANG,-3.2125864,Wang,344
2,frequency,frequancy,4.792172,frequency,344
3,barbara,barrbaa,4.8495812,barbra,344
4,reproductive,revpoidtrcue,4.3238864,verify,344
0,temporary,trrmpoeay,4.617204,tree,345
1,corporations,corpotations,4.4328947,corporations,345
2,croats,c{roa`ts,0.48187083,coast,345
3,interim,kntedim,3.2547636,knight,345
4,associate,asuste,3.0951083,suite,345
0,addresses,adresses,4.833367,addresses,346
1,exceed,excedd,4.7161517,exceed,346
2,humor,humair,1.1086116,humor,346
3,effort,effodt,1.5395589,effect,346
4,women,weman,4.934831,woman,346
0,defence,defince,1.919309,definition,347
1,toward,tiward,1.765062,toward,347
2,celebrities,celeberties,4.675442,celebrities,347
3,german,germany,2.064159,Germany,347
4,pulse,pluse,4.9451942,plus,347
0,mixture,"mi}xt^u,re",0.5842632,mix,348
1,acre,cre,4.839626,create,348
2,ending,Endding,3.5412126,ending,348
3,sports,spors,4.3804026,spores,348
4,celebrate,celbrate,4.7423344,celebrate,348
0,neural,nra,0.27180964,ran,349
1,framework,framwork,4.7031245,framework,349
2,miniature,minatore,3.0276062,miner,349
3,versus,v4rsus,0.4143667,versus,349
4,aged,agec,0.6200582,edge,349
0,published,<pub$lish.ed,-0.41188154,published,350
1,tactics,ta%ctics,1.2217517,tactics,350
2,report,reveret,1.7903013,reverent,350
3,distinction,dtisciotnin,4.802614,disciples,350
4,unnecessary,unnecessaries,3.0591767,unnecessary,350
0,understand,indarstand,2.673907,understand,351
1,shōjo,xbōjo,1.4218532,job,351
2,parents,parents',4.377219,parents,351
3,eastwards,eastwards,3.813555,eastward,351
4,prerequisite,@pr*e<r@e$quisite,-0.7163882,precise,351
0,gaps,gafas,0.71052897,glasses,352
1,gothic,Godec,-2.2299669,decay,352
2,delaware,Delawer,1.3741667,lawer,352
3,highlights,highlightes,3.0729659,highlights,352
4,meta,mta,4.7599688,mate,352
0,medicines,medicen,3.5445373,medicine,353
1,scanners,ecanbwrs,-1.1346885,cannabis,353
2,coordinates,cdnoraoiets,4.0979476,cannibal,353
3,wishing,wisning,4.693988,wisdom,353
4,success,sussecc,4.7113485,success,353
0,broker,broswer,1.1149085,browser,354
1,hearts,Heards,2.9027534,heads,354
2,strong,strog,4.7862988,strong,354
3,setting,seeting,4.917117,setting,354
4,capable,capeble,3.604985,capable,354
0,click,ccilk,4.452786,ink,355
1,disposition,disposistion,4.5581093,station,355
2,then,dan,2.5203784,and,355
3,corporations,crporations,4.4700503,corporations,355
4,expression,xpressin,3.5231614,expressing,355
0,somewhat,somehwat,4.8285155,somehow,356
1,incompatible,incomptence,4.0694985,incompetence,356
2,consequences,concequences,4.620001,consequences,356
3,usgs,Uss,1.6739784,us,356
4,ambassador,ambassadorsfor,4.5716357,ambassadors for,356
0,moments,mnmoets,4.814759,mints,357
1,hosted,hsted,4.633509,head,357
2,caroline,carline,4.9761157,line,357
3,bride,brde,4.682115,bird,357
4,skiing,skining,4.4648366,skin,357
0,banned,baand,4.3838744,Band,358
1,islamic,uslamic,1.5402114,Islamic,358
2,developers,deroleevps,3.7952628,Roleplay,358
3,directed,Direct3D,-0.6851873,Direct3D,358
4,hood,HOND,-1.5138587,Honda,358
0,felt,feilt,0.34510905,feel,359
1,croats,croa#t<s,1.7041276,crosst,359
2,world,worl,4.2813997,world,359
3,loaded,lladed,4.781594,loaded,359
4,cliché,clicué,0.16732457,clicked,359
0,sticker,stickeg,3.4190612,stick,360
1,boys,boyos,3.2128515,boys,360
2,collector,collectioner,2.9501116,collector,360
3,hdtv,hdtv,4.738313,HDTV,360
4,murray,mjf4ay,-1.9387114,JFK,360
0,gossip,gussip,0.90379304,guess,361
1,manufactured,majjfxfturfd,1.0566655,magic,361
2,delivery,deliery,4.701406,delivery,361
3,latest,lastest,4.985566,latest,361
4,investigator,investiguer,4.1373916,investigator,361
0,annotation,aontantion,4.8393607,contention,362
1,federal,federao,1.7211845,federal,362
2,introduced,intodruce,4.137875,introduce,362
3,interested,interesded,4.7804303,interested,362
4,irrigation,irrigiation,3.5427115,irrigation,362
0,qualify,qualifie,2.2997708,qualify,363
1,quick,quaaack,2.4209135,quack,363
2,talk,[[talken,-0.16161546,talk,363
3,birds,b;ir[ds,-0.22130051,birds,363
4,chosen,Choson,0.8607246,Korea,363
0,reliance,$r<el>ian-ce,-0.4576793,reliance,364
1,sake,ake,4.8393946,"ake"" (no change)",364
2,cells,cekks,2.3240008,checks,364
3,irrigation,irrigiation,3.5427115,"irrigation"" (no change)",364
4,increasingly,igcrannsiley,4.3600197,ingenious,364
0,analyses,analisys,4.23485,Analyze,365
1,weapon,veapon,2.5173743,Weapon,365
2,sides,sdies,4.7404857,Sides,365
3,toronto,Touronto,0.57508063,Toronto,365
4,blank,blnk,2.2958472,Blank,365
0,wordpress,wordpresses,4.3530197,WordPress,366
1,suggested,susgested,4.5024858,suggested,366
2,delivered,deliverd,4.8398905,delivered,366
3,economies,economis,4.780853,economy,366
4,porsche,porche,2.9299662,Porsche,366
0,quick,quik,1.9551445,quick,367
1,murray,mrray,4.515268,mirror,367
2,defence,defince,1.919309,defense,367
3,pennsylvania,pennsylvaniacasa,4.345543,Pennsylvania house,367
4,utilization,utilisation,4.499478,utilization,367
0,violent,viplent,2.5997484,vipent,368
1,streams,smaerts,4.6945024,smart,368
2,israeli,i.srae|li,0.5995922,israel,368
3,ronald,ronald,4.9250255,Ronald,368
4,debate,debute,0.6688916,debut,368
0,specific,SPACIFIC,-2.364796,specific,369
1,dedicated,DETICATED,-2.2625973,dedicated,369
2,focuses,focusss,4.8072767,focus,369
3,trusts,trtuss,5.021218,trust,369
4,informational,inf9rmatioja;,0.7706575,information,369
0,collecting,c;.lectimg,1.733918,image,370
1,satisfaction,Satisfation,4.570029,satisfaction,370
2,diagnostic,dagnostic,4.4877214,diagnosis,370
3,earrings,EARONS,-2.4222734,ears,370
4,nathan,Nattan,1.1965227,nation,370
0,calculation,ca;culation,2.7312074,calculation,371
1,chosen,csoehn,4.7693963,shoe,371
2,integrated,intgrated,4.628176,integrated,371
3,albuquerque,aublerquque,4.6643496,aubergine,371
4,ongoing,ongoig,2.9740045,oignon,371
0,steps,stips,0.10430938,steps,372
1,forward,froawrd,4.60534,forward,372
2,celebrate,cetareble,2.8053458,terrible,372
3,patricia,picatira,4.886998,patriot,372
4,agrees,agress,4.75455,aggress,372
0,deer,defr,1.6868391,define,373
1,proc,pfoc,0.2293911,focus,373
2,frame,fr5ee,-0.26081926,freeze,373
3,priority,prioritary,4.111437,prioritize,373
4,find,Fnd,2.3069696,find,373
0,seal,sel,4.6049314,self,374
1,scanners,scnnraes,4.1677637,scissors,374
2,topics,topis,3.9133065,toppings,374
3,applies,applys,2.856126,applies,374
4,namely,hamelg,2.0245788,hammer,374
0,headquarters,heacauqrters,3.9158006,headquarters,375
1,sides,situs,0.27775744,site,375
2,pitch,ptich,4.56897,pick,375
3,quotations,qoutations,4.399674,quotations,375
4,papua,pxpua,2.878513,pupa,375
0,lynn,lyin,0.69985837,line,376
1,freeware,freewqre,1.3692803,free,376
2,beverage,befrage,0.7552403,border,376
3,promoted,promouted,2.513442,promoted,376
4,citations,citztk0ne,0.52450675,city,376
0,revenue,revine,1.6096048,river,377
1,oliver,oilevr,4.5229597,oilver,377
2,reed,re3d,0.2996234,read,377
3,networking,Networkig,1.9064811,networking,377
4,bike,!bike,0.36284852,bike,377
0,settle,shettle,0.4888694,shelter,378
1,citations,citadins,4.28118,citizens,378
2,worth,worths,3.8226697,worths,378
3,litter,Lider,-0.57586485,leader,378
4,increasingly,irnslnciegay,4.2503433,insincere,378
0,evans,evahs,2.127567,evas,379
1,coding,codeing,1.4437275,coding,379
2,intent,Intenet,3.3001828,internet,379
3,priority,prioirty,4.7977633,priority,379
4,spanish,spnasih,4.728214,spaniish,379
0,sims,Simes,0.9110594,Sims,380
1,priorities,pririties,4.3565674,Privacy,380
2,awful,afwul,4.4069576,Full,380
3,settlement,settelement,4.883756,Setting,380
4,explanation,explaintation,4.588127,Explanation,380
0,nasty,nazty,1.2962601,nasty,381
1,generic,generic,4.882796,genuine,381
2,fujitsu,fjitsu,4.664344,fitness,381
3,retro,retiro,1.1761101,retire,381
4,fitting,fiding,1.2427094,finding,381
0,reflect,refelct,4.8798327,Reflect,382
1,federal,featural,1.0712771,Feature,382
2,marble,Marple,-1.651226,Marble,382
3,mailed,maeild,4.701139,Mail,382
4,entrepreneur,enterpreneur,4.939469,Entrepreneur,382
0,addresses,adresses,4.833367,addresses,383
1,commands,commandoes,2.508596,commandos,383
2,meta,metw,1.2136371,meet,383
3,graphical,ghrpaical,4.908428,grasp,383
4,anne,ann,4.4218445,on,383
0,coding,foding,1.4355655,fooding,384
1,setting,Satting,2.9553905,sitting,384
2,oldest,oldes,4.098428,olds,384
3,prompt,prempt,3.6218047,preempt,384
4,played,plaed,4.591587,played,384
0,analyses,analysys,4.770406,analysis,385
1,knock,knokc,4.7120485,knock,385
2,edges,edgas,4.4613028,edge,385
3,learn,l(earn,0.83261776,learn,385
4,murray,mrruay,4.5958037,murray,385
0,seal,seol,-0.92777675,soul,386
1,starts,satarts,5.078396,starts,386
2,implementation,imlnoaitmeeptn,4.0897946,imagination,386
3,unlock,unluck,3.7900295,unlucky,386
4,directions,directioners,5.0042014,"directioners"" (no change)",386
0,solo,sooo,3.1278527,soup,387
1,encryption,encriptación,2.9792044,encryption,387
2,speaking,spousing,-0.97591865,spouse,387
3,surveys,surv|eys,2.1471682,survey,387
4,dedicated,DETICATED,-2.2625973,dedicated,387
0,founder,fouder,3.741356,founder,388
1,learned,laerned,4.7763453,learned,388
2,alien,alon,0.44303113,alone,388
3,livecam,liveca,4.9418106,cafe,388
4,implementation,implemention,3.4735775,implementation,388
0,associations,assistions,4.947847,assistance,389
1,booty,Boothy,-1.0487049,boy,389
2,independence,inpncndeeede,4.130296,inception,389
3,triangle,triangole,2.752034,triangle,389
4,metallic,me'ta|lli?c,0.314515,metallic,389
0,galleries,galeries,4.7193027,galleries,390
1,proc,orof,-1.5802883,roof,390
2,rendered,rende(re-d,1.9692354,rendered,390
3,trans,5rans,1.1424493,trans,390
4,concerning,Conserning,2.2429569,concerning,390
0,nepal,nepl,3.9379423,nap,391
1,serves,srves,4.920256,serves,391
2,threatening,threatining,4.858637,threatening,391
3,quad,Quaid,-2.256723,Quied,391
4,robbie,rbobie,4.7890496,robbie,391
0,surprised,surpirsed,4.896565,surprised,392
1,rocks,rcks,4.6048355,rocks,392
2,lock,LoK,0.21445924,lock,392
3,hayes,hagds,3.341033,hands,392
4,directive,directpipeline,-0.53465897,direct pipeline,392
0,papua,papia,0.8977531,apple,393
1,duke,dke,4.6746683,deal,393
2,penguin,pengui,3.9643917,penguin,393
3,islands,is_lan`ds,2.627039,islands,393
4,disciplines,duscuplines,2.4737144,sublines,393
0,chen,chn,3.8006985,china,394
1,questionnaire,questionnairewe,3.9852397,questionnaire,394
2,variations,vaitinoars,4.8273306,variants,394
3,posted,pos5ed,1.4317471,posed,394
4,dash,dah,4.4094067,day,394
0,guitar,gu~itar,3.311325,guitar,395
1,efficient,eff%i/cie=nt,-0.28033748,efficient,395
2,clark,crlak,4.6000023,crack,395
3,interval,intefval,3.75053,integer,395
4,knitting,knittihg,4.3884583,knitting,395
0,directions,diretions,5.010677,directions,396
1,manuals,mahuals,2.294812,humans,396
2,calculation,alculation,4.026081,calculation,396
3,secret,sercet,5.080386,secret,396
4,roommate,rommate,4.963406,romantic,396
0,aged,agood,-0.649463,good,397
1,headlines,healdneis,4.8966355,headlines,397
2,hungary,hungery,3.078589,hungry,397
3,university,Univercity,2.3461652,university,397
4,continuously,continguity,3.9905212,continuity,397
0,provision,Proffesion,0.009483494,Profession,398
1,similarly,";s,i<m~i?l-ar%ly",-1.5476177,Surprisingly,398
2,yeah,Yeal,-0.5509997,Real,398
3,innovation,innova=t@ion,1.4734944,Innovation,398
4,sanford,sofarnd,2.6681044,Found,398
0,default,derault,3.3436265,draft,399
1,indexes,Indizes,1.0735477,indices,399
2,implementation,_implem[e+n-t;ation,1.2756047,implementation,399
3,corresponding,corresponving,3.7668314,corresponding,399
4,cincinnati,"ci,ncinnati",1.686369,Cincinnati,399
0,major,mjoar,4.293704,job,400
1,satisfactory,"s;atisfa'ct]o,ry",1.0338373,satisfactory,400
2,moth,mth,4.108675,month,400
3,lexington,lexington,4.778931,Lexington,400
4,later,leter,4.351678,letter,400
0,communicate,~communicate,3.6308126,communicate,401
1,approach,appraoch,3.535824,approach,401
2,davidson,*da\vidson,1.5129584,Davidson,401
3,relocation,Realisation,3.392498,realization,401
4,messages,messags,4.4305477,messages,401
0,teeth,teeh,4.2661157,tree,402
1,improving,emproving,2.3424263,improving,402
2,joshua,josuua,4.2586274,Jesus,402
3,skiing,skping,0.2372785,skiing,402
4,flow,f.ow,3.6779685,flow,402
0,creations,reations,4.912219,actions,403
1,uzbekistan,Uzbegistan,2.0378544,Uzbekistan,403
2,webster,Websther,-0.30354023,Webster,403
3,howard,Howerd,1.6740562,Hurricane,403
4,upset,upest,4.42775,pest,403
0,kingston,kinston,4.657759,Kinston,404
1,teaching,theach,3.0878704,Theach,404
2,specific,SPACIFIC,-2.364796,Specific,404
3,connectivity,connectiity,4.549097,Connectivity,404
4,frequencies,"'fr,eque#nc/i~es",-0.29300606,Frequencies,404
0,harbour,harbir,2.204854,hair,405
1,specific,specefic,4.922584,specific,405
2,thumbs,thinfs,0.10597633,things,405
3,bytes,gytws,1.308388,ghosts,405
4,double,do~ub%le,0.11605597,doubtful,405
0,expect,spect,3.9621406,spectacle,406
1,certain,certanly,1.5358166,certainly,406
2,draw,"d""raw",2.3071227,draw,406
3,males,mals,4.8688107,malls,406
4,cream,ceam,4.8625746,seam,406
0,settlement,settelement,4.883756,settlement,407
1,spank,spmk,3.226505,spoke,407
2,sides,sid4s,-0.68303525,sides,407
3,trailers,teiralrs,4.916441,terriers,407
4,figured,Fishguard,0.8790986,"Fishguard"" (no change)",407
0,appearance,appeaance,4.842206,appearance,408
1,mysterious,mysteric,1.5306219,mysterious,408
2,starts,s>t]arts,1.2601136,starts,408
3,comments,commentes,4.966165,comments,408
4,expression,Expressen,3.1431272,express,408
0,manufacturers,Manufactury,2.1515713,manufacture,409
1,marco,ma4co,-0.2013774,macao,409
2,women,womn,4.413993,woman,409
3,provinces,@p}ro|vinc*es,-1.606172,provinces,409
4,wordpress,wordprezs,2.5144715,president,409
0,attacks,attaks,5.001246,attack,410
1,advised,adivsed,4.9282703,advised,410
2,girlfriend,gilfriend,4.752077,girlfriend,410
3,already,Alredy,0.46342435,already,410
4,possessing,pssnessoig,3.22016,psychosis,410
0,illustrated,i|ll)u-str;ated,-0.32142964,illustrated,411
1,implementation,mplementation,4.46209,implementation,411
2,provide,pivdore,4.7781506,pivotal,411
3,semester,semestre,5.0370946,semester,411
4,analysis,anlysis,4.4667807,analysis,411
0,psychiatry,@psychiatry,2.2550833,psychiatry,412
1,chamber,cbmeahr,4.59177,chemistry,412
