,clean,perturbed,legibility_score,legible,predicted,batch
3,proof,իrooʻ,-1.9301982,,iris,1248
4,thru,thrԿ,3.6683383,False,thrill,1248
0,fish,fiɜh,2.0393736,,fish,1249
1,translate,ճԦɕnકІɕճȇ,-3.0668552,False,chainsaw,1249
2,sensitivity,ßensitivȋty,1.6722772,,sensitivity,1249
3,interim,iņtḘriͫ,1.582603,,pint,1249
4,humor,humor,4.5972047,,humour,1249
0,alarm,âƚaɾᴟ,-0.29939166,,carrot,1250
1,nine,Ԧine,0.056161143,,wine,1250
2,scanning,scänͶɫng,-0.7529916,,results,1250
3,ronald,ronaḷḋ,3.7376919,True,orange,1250
4,navigator,nǎvℑgator,0.35587525,,alligator,1250
0,collectables,coՖlecfables,0.2549008,,comfortable,1251
1,cellular,ce↨lն↨aή,-1.1955733,True,cellphone,1251
2,developers,dɨƀɛlopĕŕԍ,-2.4723082,,database,1251
3,whilst,ШhìləЪ,-2.6462257,,shelter,1251
4,introduced,႞ՌⰉເodυວed,-2.344473,False,computer,1251
0,balance,ȯalanóέ,-2.2153392,False,ocean,1252
1,ordinance,□nⰚỈnaըԸe,-1.178751,False,Canada,1252
2,venues,vₑnues,2.0866363,,venues,1252
3,laugh,läugh,3.6543584,,laugh,1252
4,responses,ᲄѐsponses,1.9743704,True,sponsors,1252
0,burns,burמs,2.531932,False,burs,1253
1,river,riveɾ,4.8660154,,driver,1253
2,reed,rèed,3.3073134,,read,1253
3,existing,ex⌋sίin▦,0.56959045,False,excessive,1253
4,headlines,headĺines,3.6916034,,headlines,1253
0,smithsonian,ſmithſߐniáᴺ,-1.7486341,,Smithsonian,1254
1,bill,ȯǏll,-1.445562,,Yellow,1254
2,specific,specific,4.953462,,Specific,1254
3,porter,porteґ,4.1229796,,Portal,1254
4,comic,comĩℂ,0.042902045,,Comic,1254
0,photographer,photographᰀr,3.7916837,True,photographer,1255
1,neon,nӫôn,-0.3581903,True,none,1255
2,test,tešϊ,0.31462535,,sight,1255
3,tours,ϊouns,-0.21785696,,ions,1255
4,year,ýear,3.8196478,,year,1255
0,server,servɘr,2.284066,,server,1256
1,joshua,jóⓢhua,-2.0125353,,joyful,1256
2,neon,ḥeoḥ,-1.516068,False,heart,1256
3,curve,curve,4.943546,,curve,1256
4,hungarian,hungзօΙàǹ,-1.4414507,,hunger,1256
0,carlo,όaґịò,-3.0023227,False,ocean,1257
1,cognitive,ɽognitᶅᵛe,-0.26394698,False,insect,1257
2,lange,ƚaᴺge,-0.9057183,,rage,1257
3,overseas,oᨆerҙ8ᦧs,-1.508016,False,shoes,1257
4,package,ↄacЌag⫕,-1.8398015,True,chocolate,1257
0,suggest,ɛuggeɛŧ,0.5792129,,trust,1258
1,university,ᒡეį۷ёrᶢįt⩆,-2.4636514,False,climate,1258
2,urls,urls,5.0736475,,rules,1258
3,gardens,gäюdєǹs,-0.4593794,,judges,1258
4,beam,żзam,-1.9991477,,sam,1258
0,firewire,ťîceώirϵ,0.046425164,,thought,1259
1,locale,ǐccɔle,-0.39794892,,smile,1259
2,redeem,rɛdeem,2.3138096,,read,1259
3,japan,japan,4.404389,,Japan,1259
4,neural,neural,4.641431,,neuron,1259
0,linking,lĺɦҜչŕg,-1.0071757,,lug,1260
1,parents,⍴aⲅentз,1.8183126,False,station,1260
2,ones,ønes,0.00083344383,,son,1260
3,qualify,qǔǡˡiƒy,0.9523913,,sky,1260
4,explaining,ӫxplâĺŕչ¤ģ,-1.3351874,,explosion,1260
0,renaissance,renaissaƞcé,4.136821,,Renaissance,1261
1,pencil,pèncił,1.441763,,Pencil,1261
2,funds,funds,4.9162383,,Funds,1261
3,welfare,welfa⌠e,1.8981481,False,Welfare,1261
4,fruits,fruitſ,3.650349,,Fruits,1261
0,highlights,hɪghligʱtſ,0.19251296,,highlights,1262
1,acute,acǘtɝ,-1.1096003,,actor,1262
2,type,tɏ⒫e,-0.24973994,,tope,1262
3,persistent,peԻsisʈent,4.785197,True,presistent,1262
4,transparency,tɾänsƥareŉcŷ,2.5379415,,transparent,1262
0,yeah,yeaʰ,-0.27113035,False,yes,1263
1,pencil,ₚēncil,-0.24525698,,pencil,1263
2,border,bordeȓ,3.6380107,,border,1263
3,registry,reℊistɍỶ,-0.17866093,,relish,1263
4,meanwhile,meaɳwₕℑĺe,-1.192701,,meanwhile,1263
0,cardiff,cȁrdif㎌,0.052080423,,cardiff,1264
1,connectivity,connǤᏣtÏᴠiⴕy,-0.2941362,True,connecticut,1264
2,logitech,ᶫogītech,0.37827435,,technology,1264
3,murray,ԽůrґӭА,-2.8803537,,Colorado,1264
4,scanners,scannĕɾs,2.5473015,,scanners,1264
0,queue,queுĕ,-1.3878217,,queen,1265
1,password,paᶊᶊworḑ,4.1142893,False,powerful,1265
2,refers,refers,4.9755044,True,references,1265
3,function,ʻucԵճiön,-1.2629074,,computer,1265
4,architect,archiԢeԵt,1.4765925,,architect,1265
0,caroline,caroїine,2.761709,,carbon,1266
1,movie,movℑe,0.09448522,,move,1266
2,derived,deriveɖ,5.0003924,,driver,1266
3,televisions,teɬevìsióʀs,0.94569033,,televangelists,1266
4,interval,interȄaÍ,1.4832466,,interesting,1266
0,comparing,cømpӑrīnℊ,0.46776605,,computer,1267
1,plan,plắⁿ,-1.544792,,plant,1267
2,rubber,rևbbeṟ,1.8278124,False,river,1267
3,adams,ádaǌs,2.3998234,,ads,1267
4,guard,Ѩuard,0.5643012,,guard,1267
0,nylon,nŭlΘᒋ,-1.5460427,False,nucleus,1268
1,litter,lštter,2.633985,,letter,1268
2,persecuted,persẹcսted,3.758251,,perceived,1268
3,market,mаrket,4.825108,True,market,1268
4,mutually,mutuãlly,3.765286,,mutually,1268
0,missouri,misșouɍi,3.416508,,misspell,1269
1,lights,lǐghts,3.537108,,lights,1269
2,length,lenǥth,4.818039,,length,1269
3,renaissance,rĕnaissanᴄɜ,2.8491955,,renaissance,1269
4,theft,thʙքt,-0.5963339,,bought,1269
0,risqué,risɑüé,1.1171267,,rice,1270
1,manufacturers,maґuճac(urers,1.9743526,,magic,1270
2,yeah,yeob,-2.2528791,,job,1270
3,expressed,ȅᶍₚɾešseđ,0.010223735,,desert,1270
4,prediction,prេdiℂțion,0.4969576,,prediction,1270
0,vulnerability,vulοeсahɪli(y,1.2712622,,volcano,1271
1,arts,ɵṅǂɛ,-2.8672352,False,angle,1271
2,ambien,amóien,0.9425865,,moon,1271
3,provinces,pґoŅiηces,1.2712893,,places,1271
4,edges,eđges,2.7562265,,edge,1271
0,alien,alȋeⁿ,-0.26967266,,angle,1272
1,knitting,ⱩႶᶖƚƚᶖng,1.2272204,True,jumping,1272
2,obesity,ΟԵesıǂy,1.4138787,True,easy,1272
3,referred,rɝferɼed,2.491905,,hurried,1272
4,mating,metiĥg,-0.039594635,False,mingle,1272
0,textbooks,կeĸtböoks,-0.19902365,,bookshelf,1273
1,player,plaýer,4.159855,,player,1273
2,slave,ʚlằvӗ,-1.4580549,False,label,1273
3,understood,עпṗ⋷ᴹstoமṗ,-2.5225656,False,computer,1273
4,batman,ƞᏼtman,-0.77042794,False,Nutmeg,1273
0,appearance,appèՅranϹe,0.45857954,False,apple,1274
1,challenging,cʜaȴlènging,1.7071011,,challenging,1274
2,trusts,trưₛts,1.9497625,,tricks,1274
3,agrees,aᎦբees,-1.7754768,False,bees,1274
4,sandy,сaῄøẖ,-3.2307212,False,shoes,1274
0,shot,shóƑ,0.6518671,,shoe,1275
1,fairy,f∂⍸ⱚq,-2.8008478,False,father,1275
2,losses,loßses,-0.1459629,,losses,1275
3,disciplines,ᶁiscਿplinès,0.37950128,,discipline,1275
4,trees,tᶯees,0.14409244,False,teeth,1275
0,hull,hułl,2.9491348,,hull,1276
1,broke,бrokɘ,-0.46224374,,brooker,1276
2,loan,lȯaǹ,2.0075738,,loon,1276
3,bears,bǝͣrₛ,-1.8852607,,bird,1276
4,architectural,architec↥ural,3.8193178,True,architectural,1276
0,bits,bītş,2.6420734,,biscuit,1277
1,forums,ϯoсūmɜ,-1.4465247,,sauce,1277
2,scales,scąl⋼s,0.46239763,False,scissors,1277
3,commonwealth,ccmwonʍeaiͳh,3.659529,,comb,1277
4,memory,memorẙ,4.005038,True,memory,1277
0,medicines,ɸeӓicines,0.60680705,,pharmacist,1278
1,berkeley,ԑerkelєҷ,1.376533,,German,1278
2,football,㎌ooᴛ℔alļ,-1.1091514,,Latvia,1278
3,preston,preston,4.98052,True,Preston,1278
4,davidson,davīdšơⁿ,1.954866,,Davidson,1278
0,night,niĝht,3.9235666,,night,1279
1,eastwards,ʙӭsͳʍaŉdə,-2.3194966,,boss,1279
2,financing,fȉnäncIng,2.3991778,,furnace,1279
3,cruz,crυ໔,0.7696111,False,crew,1279
4,gamecube,gamɝcuᴃe,-0.5427138,,gamble,1279
0,guam,guөm,1.0338383,,groom,1280
1,secure,seᶜūre,0.6134377,,secure,1280
2,undefined,undeḟined,4.277672,,defined,1280
3,achievement,àcŕīeƔemebt,0.57003236,,chaos,1280
4,meta,φeƭá,-1.3840295,,fate,1280
0,agent,ᗺgên┼,-1.4321525,True,standard,1281
1,slovenia,sloveɳiȁ,3.731817,,love,1281
2,debate,dნbate,1.32228,False,debate,1281
3,standard,staⁿdard,3.247196,,standard,1281
4,slightly,sɭìghtly,2.506267,False,slightly,1281
0,treated,tneaƪed,-0.4418791,,tree,1282
1,transparency,transpareրcy,4.794033,True,transparent,1282
2,serum,ₛèruᶆ,-1.0822433,,creature,1282
3,notify,notiƪy,1.0750326,,notice,1282
4,work,woṛk,3.784545,True,work,1282
0,investigator,iᴺ㏞estɪgator,0.7826126,,inspector,1283
1,scripting,sƈɼipţing,3.5620651,,skipping,1283
2,trial,trĩaᷝ,1.4922824,,tree,1283
3,leads,ḻeadЅ,3.223309,True,heads,1283
4,controversial,contrɞƔөrsial,1.9240351,,conversational,1283
0,alpha,alpʜa,1.4494387,,Alpha,1284
1,treating,trԐḛͰḻŋՅ,-2.5613863,True,Trigonometry,1284
2,prepare,ợᒋⲂợგᒋe,-2.808677,False,Georgia,1284
3,indian,iƞdian,3.230398,,Indian,1284
4,temperatures,˕eφperatäres,0.6365212,,Superior,1284
0,trial,triຣḻ,0.778692,True,tree,1285
1,listings,lℑstingˢ,0.89769137,,listening,1285
2,damage,ⱊamagɵ,-0.49468324,False,jamming,1285
3,concern,concèᷢn,1.314562,,concern,1285
4,postal,posţaĺ,3.688604,,postal,1285
0,modules,ₘodules,1.8345423,,module,1286
1,overseas,oʌѳrseჴs,-0.6591565,False,horse,1286
2,experiencing,experiencirg,4.8424106,,experience,1286
3,aurora,äurorå,3.8428879,,aurora,1286
4,topics,topics,4.914447,,topic,1286
0,expressed,expresᶊed,3.9099712,,expressed,1287
1,mysterious,myᵴťerioùs,2.702307,,mysterious,1287
2,mail,ɯail,-0.034344614,,ail,1287
3,superb,sûperb,3.6839557,,superb,1287
4,type,ƫyᥝe,-0.48432654,False,they're,1287
0,pregnant,prͼᦧnånt,-0.005279888,False,print,1288
1,unorthodox,unorthóɗo✖,-0.21699066,,thought,1288
2,simultaneously,sim∪Ịťaneously,3.2118375,True,simultaneously,1288
3,existence,êxɪsʈencê,2.5890367,True,existence,1288
4,scotia,ԍootıa,-1.9646057,,coatia,1288
0,celebrities,०elebřities,0.79060584,False,celebrities,1289
1,poverty,poȽerty,2.7830887,,portrait,1289
2,introduced,introđucèd,2.6228554,,introduced,1289
3,queens,ɋuєenś,-0.10877963,,shadows,1289
4,label,lǝbel,3.7320158,True,label,1289
0,mating,maɩiog,-0.58883715,,image,1290
1,welfare,*ëlfaňe,-0.22534564,,elf,1290
2,personal,perខᎾnaӀ,-1.9378811,False,person,1290
3,doubt,dϭubt,1.0999036,,doubt,1290
4,headlines,headį℩nʙs,1.1835731,True,headband,1290
0,slides,slides,5.035137,True,slides,1291
1,afghanistan,afgɦẴnȋstan,-0.027380373,,Afghanistan,1291
2,transportation,traԻspόrιԀͳion,1.3988603,,Transportation,1291
3,hayes,гayès,0.91599,,Gazette,1291
4,scheduled,scɦeduled,3.7372,,Scheduled,1291
0,signature,ṧignatũṇe,2.4960103,False,Signature,1292
1,envelope,envelоþe,2.9732387,True,Velvet,1292
2,metals,ᴍetäls,-0.27215412,,Meters,1292
3,illustrated,ilļustƀaŧed,1.7538021,,Illustration,1292
4,lightweight,ĺightᴡeìght,0.47784096,,Lightweight,1292
0,operated,oƥeraŧed,3.066561,,observed,1293
1,needle,neࠜdlè,-1.5997607,,deserve,1293
2,adequate,adèpuåͳe,0.17708926,,adequate,1293
3,investigations,i⋂veṣߟi3⫇ߟiᴼnṣ,-0.61158615,False,inventive,1293
4,novels,nɵvȍls,-0.5517913,,novels,1293
0,streets,ᶊţreets,4.8746285,,streets,1294
1,urls,uřiɜ,-0.4249591,,school,1294
2,costume,ᴄοşt∪ᲅe,3.8124163,True,costume,1294
3,solo,ₛơ℔ȱ,-2.9016118,,shoe,1294
4,linux,ľinux,3.8173454,,Linux,1294
0,silk,sżlk,1.324102,,slink,1295
1,webster,websteʙ,2.0118003,,webscape,1295
2,productivity,produȯtǐĐitց,0.45870596,,productivity,1295
3,semester,sȩmeȿǂᶒr,3.5155966,,compromise,1295
4,tongue,ţøngųӭ,-1.2568213,,tongue,1295
0,jeremy,jeրem⊔,-0.4842327,False,Jeremiah,1296
1,best,beŝt,2.7191725,,best,1296
2,located,locaſʚä,-0.9562821,,location,1296
3,anyway,өըywө᪇,-2.909004,False,ocean,1296
4,suited,sůļted,2.5975988,False,solved,1296
0,collector,ĉõllecₜoɾ,1.7606407,,chocolate,1297
1,converted,cooveřʤeӓ,0.23588024,,coffee,1297
2,messages,ᴍₑssagэs,-0.8620083,,massages,1297
3,phillips,philˡips,2.8858232,,philips,1297
4,label,īaòсl,-2.8049662,,ios,1297
0,sanford,saňford,3.8562908,,Sanford,1298
1,envelope,ȩnveᷝoᵽe,-0.07092637,,Invention,1298
2,amenities,ᏼmenitiὲə,-0.09256041,False,Ministry,1298
3,hung,hΌηN,-1.1899359,,Honor,1298
4,previews,ƥrevieẉₛ,3.0123014,,Review,1298
0,climbing,cliψɐǐng,-0.5506996,,cloning,1299
1,typical,ƫypΊcal,2.8521228,,pyrical,1299
2,year,ýeaȑ,2.699363,,yellow,1299
3,ones,ᴏnēs,2.7676651,,ones,1299
4,postal,postal,4.538691,True,"postal"" (no change)",1299
0,freeze,freȱʙȅ,-1.6340196,,friend,1300
1,boston,boſton,0.6902945,,Boston,1300
2,impressive,ɨmpresßîve,1.5178314,,impressive,1300
3,specific,sṕeciſiċ,3.8874702,False,specious,1300
4,mouse,ʍouse,4.2973723,,house,1300
0,answered,aᴺsweréd,0.9373314,,answer,1301
1,boston,Ⴆ□st□n,-1.1523072,False,standard,1301
2,seven,sèven,2.3937085,,seven,1301
3,vector,Đector,1.3331563,,director,1301
4,peoples,peoₚlës,0.83632046,,people,1301
0,genuine,ჳenuine,2.0269816,True,authentic,1302
1,lookup,looᴋup,4.2935443,,lookup,1302
2,sunny,sǛnny,0.61446816,,sunny,1302
3,focuses,ᵮɷcwƽes,-1.0096138,False,computer,1302
4,apollo,зçollo,-1.671243,,chocolate,1302
0,dealtime,ūɛél┟i∩ɛ,-2.5192823,True,universal,1303
1,bridges,qridgნs,-0.77748936,False,bridges,1303
2,dedicated,dedicàtөd,2.8318446,True,dedicate,1303
3,london,ïȯɵâon,-2.2933683,,union,1303
4,benchmark,ᵇenchmârk,1.6801436,,church,1303
0,bios,ƽЇos,-2.1019976,,Poss,1304
1,bubbles,bubbעes,1.2236106,,Bubbles,1304
2,anxiety,anᵥiety,1.6541429,False,Anxiety,1304
3,contamination,ԵontamÎna┤iϽn,-0.10889979,False,Contaminated,1304
4,awful,ďwful,-0.04570232,,Difficult,1304
0,kept,kept,4.340023,True,keep,1305
1,allocated,äĪʖocaΐօd,-1.6963449,,desired,1305
2,xerox,ĸeroϡ,0.49358773,,kite,1305
3,discrimination,diseriѫӭnatiȯn,1.7429174,,discern,1305
4,align,align,4.983407,,alignment,1305
0,brandon,bŕãndon,3.0122373,,London,1306
1,standard,sʽańďarӫ,0.1903881,,San Francisco,1306
2,known,Ꮶnόwή,1.1525049,False,Toronto,1306
3,guitar,ẕuļtar,-0.5608917,False,Toronto,1306
4,peripherals,ḏ⋸ȓⅼḏh⋸ȓals,-1.0936216,False,Vancouver,1306
0,hear,ₕeär,-1.0491228,,care,1307
1,booty,ɦȯԍtӵ,-2.6512558,,thought,1307
2,grew,gńew,0.66485375,,new,1307
3,sellers,sellers,5.0785184,True,"sellers"" (no change)",1307
4,emissions,emissions,4.744539,True,"emissions"" (no change)",1307
0,clay,өlay,0.98234814,,play,1308
1,commons,ᴄommons,4.9765897,,common,1308
2,interval,interval,4.972309,True,interval,1308
3,stone,ₛtone,2.0301433,,tone,1308
4,bride,bride,4.949099,True,bride,1308
0,alien,alieñ,4.0053353,,angle,1309
1,vérité,Ꮩérₗté,2.3556466,,door,1309
2,market,mȧʀћéƫ,-0.24297184,,machine,1309
3,miniature,mlnƚatuԵe,0.99109346,,milestone,1309
4,albuquerque,a1Եūρűerϙue,-0.39151937,,authorize,1309
0,birds,ɓirds,3.6303527,,bird,1310
1,healing,hḂalinĝ,0.4351592,False,language,1310
2,circus,cïrℂus,1.2576123,,circus,1310
3,indefatigable,ĩᴺdefațigåbƚē,0.3850609,,definition,1310
4,potter,pottеr,4.785601,True,potter,1310
0,qualify,quaʟify,4.0478196,,qualify,1311
1,dealtime,deaıʈiṃe,4.5843678,True,idea,1311
2,aids,aidə,1.6239108,,idea,1311
3,exposé,ѕxρésé,3.489006,,surprise,1311
4,convention,oonʪerǂion,1.3115537,,union,1311
0,watch,waƫeh,3.247557,,water,1312
1,effect,eţfečŧ,1.7473935,,effect,1312
2,manufacture,manufaƨƭöŕe,1.4561468,,manufacture,1312
3,trusts,třusts,4.1834655,,trusts,1312
4,agreed,agrᰀᰀd,0.4590465,True,agreed,1312
0,workflow,ŵoŉkf˰oԎ,-0.90319246,,wizard,1313
1,savage,savåge,3.7923818,,savage,1313
2,psychiatry,pʂyᴏԦḹatry,1.0366876,True,psychotic,1313
3,experiments,expeɾiments,4.523762,,experiment,1313
4,gnome,gяome,0.8080526,,home,1313
0,click,ͨlīck,-0.36771607,,Lick,1314
1,blues,blues,4.6676245,,Blues,1314
2,expressions,expԵessžoοs,0.55587316,,Excessive,1314
3,authorized,ǡdƭĥoԵizeƌ,1.2038014,,Adjust,1314
4,recognize,rɞcogɒͽօe,-0.9761323,,Crack,1314
0,swiss,♋wi♋♋,-1.8561442,True,window,1315
1,hanging,hånℊing,0.47644815,,hinging,1315
2,evaluations,ȢvӨ⏚ḸӨ⨨Ӏɑṟӡ,-2.8209383,False,javelin,1315
3,rocks,ņộcḴͼ,-2.175339,False,chalk,1315
4,atomic,ᗺtoᥒỊc,-1.3023959,True,chair,1315
0,teeth,teeƫh,3.9701836,,think,1316
1,overseas,ວᨆ8♪s8ᦧҙ,-2.9919667,False,shelter,1316
2,unto,unfo,1.983618,,food,1316
3,figured,fiℊüred,-0.042619944,,fired,1316
4,broadcasting,brǭadcasting,2.7790546,,broadcasting,1316
0,principles,prin⊂iอ⟧Єs,-0.3669449,True,Prince,1317
1,oliver,oliver,4.7270207,True,Oliver,1317
2,oracle,oraclè,2.402428,,Oracle,1317
3,elections,electǐɔns,2.235975,,Elections,1317
4,oversight,ǫvⲉ♄sighț,2.2656682,,Love,1317
0,macro,maↄѓo,-0.9005246,False,mango,1318
1,début,débùt,2.5532095,,debut,1318
2,draw,drḂⱅ,-1.4740273,True,drab,1318
3,limousines,limousines,4.5768833,True,limousine,1318
4,corruption,ċóȑruᵖťion,1.1492599,,conversation,1318
0,grâce,gɾacǝ,2.450875,,grass,1319
1,exports,ѐxporțs,3.6729083,,exports,1319
2,publication,pᒑԛᶅiƇäƚᶖ⩂n,-1.7889348,False,pipeline,1319
3,church,cⱨ⨿rch,0.38627496,True,church,1319
4,cuts,ɢutԑ,-1.1123359,False,gut,1319
0,phones,phoneɞ,2.1585436,,phone,1320
1,galaxy,ℊalaxŷ,-0.7370026,,laugh,1320
2,thirty,th⍊rtɒ,-1.0904253,False,thought,1320
3,excuse,eИƈusɵ,-2.1637926,,easy,1320
4,manufacturing,mԑդuƚacturlnმ,-0.06421908,False,muddle,1320
0,vulnerability,vաlnèᶰaṕ༏liᵼᶌ,-0.34303382,True,valence,1321
1,wood,wooö,0.36253887,,wool,1321
2,followed,fźllȯwed,1.39038,,full,1321
3,practices,dᖘacᶂīces,-1.3563,False,dice,1321
4,medical,mԑôƗcaī,-1.9255469,,mocha,1321
0,workforce,woʀkfɒпcϵ,0.7500972,,workforce,1322
1,basement,ḅaⳉemeຖt,1.0425842,True,hamster,1322
2,ward,wacd,1.5226519,,cad,1322
3,efforts,eͳforts,2.179734,True,forts,1322
4,psychiatry,qჽ᪇chiөṱr᪇,-1.8613285,False,church,1322
0,listing,listing,4.939839,,list,1323
1,marking,ₘaʵₖing,-1.2767447,,teaching,1323
2,intent,iŉₜȅŉt,0.12270425,,learning,1323
3,arctic,arctic,5.004355,,artic,1323
4,port,port,4.439457,,port,1323
0,approximately,appсɓRimaƫelN,0.90744084,,application,1324
1,welfare,welfare,4.993873,True,welfare,1324
2,tabs,ťabs,3.626087,,tables,1324
3,tours,tǒurs,3.1663084,,tours,1324
4,involved,iñ㏞oĺved,0.17226195,,inspired,1324
0,live,lіve,4.957599,,life,1325
1,bikes,ḃikes,4.6523128,,bikes,1325
2,privacy,privacƴ,4.159513,,privacy,1325
3,speaks,spɵaКs,2.4478076,,speaks,1325
4,novels,ⁿøvelₛ,-2.0946662,,novel,1325
0,satellite,satellitȇ,3.336054,,satellite,1326
1,prediction,øredictiɔň,0.7170466,,predictor,1326
2,humor,ńuɰor,-0.6584625,False,nurse,1326
3,retro,ɍetŕo,3.205232,,threat,1326
4,depending,dēpending,4.4807396,,depending,1326
0,amended,ameńđɘd,1.223899,,amendment,1327
1,meta,ɯetǎ,-0.97817236,,utensil,1327
2,scanners,scanners,5.017876,True,scanner,1327
3,arctic,aԻctic,3.2354825,,antic,1327
4,logan,lòᷛan,0.3988411,,lantern,1327
0,kingston,kinℊstȫň,0.9392196,,kinesthesis,1328
1,influence,infɭuenčₑ,1.8885667,,influence,1328
2,medicine,meƌiℂine,3.1138647,,medicine,1328
3,arizona,árīzoņͣ,0.09791378,,arrangement,1328
4,corner,cornĕr,2.4823048,,corner,1328
0,moscow,moscow,4.5872397,,Moscow,1329
1,weapon,wëapon,3.544973,,Weapon,1329
2,mustang,ᴟuštâⁿĝ,-0.41224802,,Shuttle,1329
3,beat,beat,4.668722,True,Beat,1329
4,productivity,ɋᴻɒΌᒐƈt⅃ᶌ⅃ᆣᎫ,-2.7959893,False,Shuttle,1329
0,count,cǒùnt,1.3507403,,count,1330
1,elections,elections,4.9084477,True,elections,1330
2,artwork,ǟrtฬoηⱩ,-0.20825279,True,report,1330
3,acceptable,acceᶈtable,2.6786728,,accessible,1330
4,nail,naℑl,-1.3657378,,normal,1330
0,become,beℂome,2.6273682,,become,1331
1,business,busiσëss,0.9728404,,business,1331
2,world,Ǌorlӫ,-2.1207707,,horror,1331
3,analysis,anǝ˩yʂḹʂ,-0.2996041,True,anarchy,1331
4,miracle,miracle,4.816959,,miracle,1331
0,simultaneously,simulⴕSറǤ□ᔗslᑌ,-1.6538527,True,Simulate,1332
1,kennedy,ќeɦnedy,3.142467,,Henderson,1332
2,offline,ǫṫṫ⥕ɨnę,-0.7457819,True,Thrust,1332
3,explanation,explaԻaƭion,4.062238,,Explanation,1332
4,clinic,cӏinİċ,1.3644664,,Clinic,1332
0,citations,ͨitatɪons,0.6098893,,inventions,1333
1,complaints,ℂomₚlaínts,1.0146214,,computers,1333
2,cute,cute,4.9090824,True,cute,1333
3,surveys,surveys,4.64825,,surveys,1333
4,responses,respῡnses,2.5304613,False,responses,1333
0,steps,stepˢ,0.46419212,,step,1334
1,neon,nоon,2.759212,,noon,1334
2,pennsylvania,peňnsyǁȌaȵia,0.4478026,,peninsula,1334
3,lose,lѳɵe,-1.4754925,,loose,1334
4,discourage,diëεouřěge,0.6192946,,diameter,1334
0,distinction,dïs˕inϭtion,0.22093752,,definition,1335
1,alternatives,ɐlternatives,4.514428,,alternatives,1335
2,exterior,exteriοr,4.9995823,True,exterior,1335
3,expressions,e৹presຮions,0.36792654,False,experiences,1335
4,renaissance,renaissaⁿce,3.7036648,,renaissance,1335
0,washing,שʚshiņg,0.2773707,True,shining,1336
1,unorthodox,unօrthodʚx,3.5714166,,orthodox,1336
2,peak,pěǡК,1.8831133,False,pick,1336
3,benchmark,ᶀʙnchmƏץk,-0.46963638,False,bunch,1336
4,topics,ιoρics,1.0852617,,horrors,1336
0,evening,өԔɵnΙng,-0.8636567,,Singing,1337
1,guitar,gu1tar,3.660566,,Guitar,1337
2,precipitation,pпecipitԀtľɛn,1.4734502,,Perceptible,1337
3,difficult,difficult,4.7292724,,Difficult,1337
4,facilitate,ḟãƈℑ℔itäte,-0.9465469,,Photography,1337
0,followed,╋olloψep,-2.1806455,False,Lollipop,1338
1,scanning,scȧbníϲg,-0.68269324,,Scrabble,1338
2,tender,tendeћ,2.1957865,,Tendency,1338
3,ethics,ʙtħics,1.1162021,,Bicycle,1338
4,repository,repository,4.606223,True,Repository,1338
0,oops,oopӟ,-1.7545706,False,poop,1339
1,represent,rɵpгeseяt,1.2102716,,propose,1339
2,tenant,ɩeɦaɦι,-2.00308,,elephant,1339
3,cart,cañʥ,-1.9346268,,canoe,1339
4,sublime,ɛȢcžimè,-2.6764593,,chimney,1339
0,unique,ūnîque,2.3821964,,unique,1340
1,government,gćverѓment,2.856535,,management,1340
2,become,bₑcoₘe,-0.14981624,,business,1340
3,guam,ҟuԍʜ,-1.3229223,,church,1340
4,wood,wơod,2.4617171,,wood,1340
0,seal,sϵal,2.6972404,,sail,1341
1,israeli,israeli,5.082016,,Israeli,1341
2,flat,flæt,0.83319235,,flat,1341
3,qualifications,₫uǟlifica⌊ioŉś,-0.38957658,False,universal,1341
4,donate,đonate,4.5127077,,donate,1341
0,measurements,mэasuremэⁿtˢ,0.15044847,,measure,1342
1,from,from,4.8733435,True,from,1342
2,preparation,Ļreqarätīoր,0.96769977,,library,1342
3,instruction,iñsǂrɒćճioǹ,-0.5987437,,insurance,1342
4,river,rȋ㏞er,-1.6551828,,river,1342
0,certain,ċėrţaϫn,0.6873641,,cathedral,1343
1,library,įibrärԿ,0.43801326,,library,1343
2,sanford,sanfoṙd,3.957911,,sandford,1343
3,dealing,dⲶáɪ℩ղუ,-2.5255635,False,diamond,1343
4,infected,infec᱾ed,2.681597,False,infected,1343
0,grey,ვreụ,-2.0099037,True,Vulture,1344
1,techno,┼ecդno,-0.4650634,False,Secretary,1344
2,offensive,offƽnsive,2.430017,,Offensive,1344
3,chargers,charᢄerಽ,-0.3103457,False,Charger,1344
4,liable,ՂiabՂǤ,-1.6622891,False,Giraffe,1344
0,site,ŝiţe,3.0906184,,site,1345
1,carlo,zarlo,1.1806097,,arlo,1345
2,directive,dirƶctlve,2.1735084,,directory,1345
3,chosen,ϩhoӟeh,0.24639401,,house,1345
4,programmers,progråmmers,3.6242182,,programmers,1345
0,wave,waʊe,1.5105551,,wave,1346
1,territories,terriₜories,3.5612652,,territories,1346
2,modified,mԛϕifⵊөd,-2.1613061,True,miracle,1346
3,transparency,traɷspaſen⒍ᭈ,-1.5385183,False,travelers,1346
4,efficient,ef㎌īↀiȅnt,-1.8283308,,fantastic,1346
0,headquarters,heaụụuөrtѐrԑ,0.5734847,False,Territory,1347
1,début,ḑébụₜ,2.4980114,,Beauty,1347
2,intelligence,ińteɨíiǵзňcé,1.3306451,,Initiative,1347
