,clean,perturbed,legibility_score,legible,predicted,batch
1,intersect,iñtɇrsect,2.5898714,,insect,269
2,boots,bootſ,-0.0960218,,boots,269
3,community,ℂoₘmunitý,1.3302732,,commerce,269
4,sterling,sterlingedl,,,sterling,269
0,samba,somba,,,somebody,270
1,improving,iᴍₚroviƞʛ,-1.6129124,,improvement,270
2,boring,borϫng,0.79788697,,boring,270
3,treating,treating'ss,,,treats,270
4,telecom,telecome,4.585422,,telecom,270
0,lock,lcok,4.5071206,,lock,271
1,jill,zill,,,pill,271
2,temperatures,temporatera's,,,photographer's,271
3,become,become,4.8050947,,become,271
4,beat,bEAT,-1.7691706,,eat,271
0,corresponding,cpnrndserooig,3.1923177,,computer,272
1,voyeurweb,vȭyeuŕẁeb,0.75605524,,vehicle,272
2,sleep,sleeeeeep,-0.5218041,,sleep,272
3,linux,Lionex,-1.1172332,,Lexus,272
4,metals,",etals",1.9930866,,deals,272
0,shared,shaired',,,shared,273
1,broke,ḩroᶄe,2.0650613,True,horse,273
2,induction,induct9on,2.253475,,induction,273
3,price,Prise,0.3768591,,price,273
4,speak,spik,,,spike,273
0,undefined,undffimed,4.7928796,,undefended,274
1,constantly,constantlyp,,,constantly,274
2,secret,sexret,,,sexual,274
3,bring,oɍinɒ,-1.2524054,,ocean,274
4,skiing,sckiing,,,skating,274
0,integrated,ienteegrateed,,,integrated,275
1,primary,primewry,,,primarily,275
2,traffic,trafic,4.674891,,traffic,275
3,refers,r}efers,0.93107015,,refer,275
4,bureau,bureǎu,4.1478043,,bureau,275
0,evaluations,evaluationse,,,evaluations,276
1,intervals,interpellés,-0.74302006,,interceptors,276
2,circle,circỊe,2.239433,True,circle,276
3,estimate,eəƭĺɱƨtԑ,-1.0928687,,electrician,276
4,acceptable,àƈceptáb℔e,0.03284739,,acceptable,276
0,beats,beatus,0.55231774,,beat,277
1,decide,decide',,,decided,277
2,cave,cavs,4.5999894,,caves,277
3,architectural,arcithectural,3.80416,,architectural,277
4,exam,eӥam,-1.5510883,,eat,277
0,sophisticated,sofiscated,0.2370531,,sophisticated,278
1,pollution,pollutin,3.271732,,pollution,278
2,atomic,a5omif,-0.4946287,,"a5mif"" (I'm not sure about this one, could be a typo or a made-up word)",278
3,population,populaᶠion,2.6847007,False,population,278
4,participating,partisapating,3.8058345,,participating,278
0,grew,growed,1.3545185,,grow,279
1,delivering,ɑeliԕϭɦinμ,-2.4895556,,Alien,279
2,namibia,nommibia,,,Namibia,279
3,opéra,opéra,3.7864375,,opera,279
4,function,Funston,2.793906,,"Funston"" (no change)",279
0,carlo,clrao,4.6884766,,clear,280
1,neither,ѓeither,2.0706682,,either,280
2,vitamin,vitamine,3.105044,,vitamin,280
3,best,bes,3.280478,,bees,280
4,concerning,concerning,4.814035,,concerning,280
0,prototype,prototype,4.680431,,prototype,281
1,loaded,ɭoaded,3.2657273,,loaded,281
2,independence,indebendence,4.075169,True,independence,281
3,reasonably,reₐsொnably,-0.13653418,,responsibly,281
4,addition,add}it;i#on,-0.9246885,,addition,281
0,loans,loabx,-1.1573366,,loax,282
1,possibilities,ᶈΟᏚsıbiⅠıǂıeᏚ,0.29297793,False,submarine,282
2,namely,namely,4.4761386,,mainly,282
3,waters,wateres,,,waters,282
4,immigrants,immigratnessl,,,immigrants,282
0,urls,urls,5.0736475,,rules,283
1,opéra,opéra,3.7864375,,opera,283
2,twisted,Twiztid,1.517824,,twisted,283
3,informational,iᴺ㎌örɯatiønåŀ,-2.044932,,illusion,283
4,decline,"d&ec-l""in^e",-0.6976813,,decline,283
0,distant,ùiᧈᶵԑnt,-2.0712652,False,university,284
1,predictions,predictïons,3.9092395,False,predictions,284
2,steps,stepᷤ,1.1770725,,step,284
3,miniature,miniatude,4.3031774,,miniature,284
4,marie,madie,1.03585,,madam,284
0,staying,stayin,4.612679,,staying,285
1,wiltshire,wйlͭshirɝ,-0.366271,,wishful,285
2,sophisticated,sofiscated,0.2370531,,sophisticated,285
3,nepal,nepaul,,,neighbor,285
4,neither,nэiₜhĕr,-1.1569167,,neighborhood,285
0,humanity,humynity,3.9805305,,humanity,286
1,speaking,špèӭkľnğ,0.26016727,,spoken,286
2,hull,hull,,,hull,286
3,bottle,bottlс,0.55446106,,bottle,286
4,uzbekistan,}uzbekist=a'n,1.0388658,,Uzbekistan,286
0,disposition,ddicpositiokn,,,dispositive,287
1,arising,arisobg,-0.15836437,,arise,287
2,firm,firmed'sl,,,firm,287
3,fabulous,fѲbu⎤oᒐᎦ,-1.1171466,False,fob,287
4,converted,Converted,4.712202,,convert,287
0,satisfactory,satisfactoryblyl,,,satisfactorily,288
1,setup,sedap,2.0782893,,sweet,288
2,achieve,achîeve,3.5974262,False,achieve,288
3,likely,li?kely,0.86521393,,likely,288
4,serves,servess,,,services,288
0,indexes,indexs,4.830328,,indices,289
1,expressions,expression's',,,expressions,289
2,sofa,soooofa,-2.3006902,,sofa,289
3,communicate,communīcate,2.5461457,,communicate,289
4,played,plåýɝď,0.13655636,,,289
0,shot,sho,4.4170227,,show,290
1,site,sighta,,,sight,290
2,canon,ĉanon,3.162413,,cannon,290
3,addresses,adresess,4.888469,,addresses,290
4,mortgage,mortgageGame,1.915002,,mortgage game,290
0,creations,creeaations,,,creations,291
1,supplemental,supplementa,4.858974,,supplement,291
2,governmental,governmentél,,,government,291
3,sullivan,sulĺi㏞an,0.74615806,,silicon,291
4,mouse,mouŝȇ,1.7917783,,mouse,291
0,relocation,Realisation,3.392498,,realization,292
1,wool,wooll,,,wool,292
2,unorthodox,8morthodox,2.4665873,,orthodox,292
3,pistons,⒫iˢtơņs,0.3941388,,computers,292
4,quantity,qwhantteity,,,quantité,292
0,economy,ecomony,4.6592727,,economy,293
1,sing,sng,3.9610927,,song,293
2,midnight,Midnight,1.3698575,,midnight,293
3,ferry,feari,0.51759344,,fear,293
4,tournaments,tumeronnats,4.3764815,,tumors,293
0,precipitation,prscupifarion,2.0787368,,prescription,294
1,economies,economiaUS,1.592366,,economy,294
2,tours,toʚŉs,-0.49668497,,tours,294
3,branches,Brancha's',,,branches,294
4,tongue,tongue,4.994999,True,tongues,294
0,treated,trеаted,4.9272056,True,treated,295
1,visits,vesits,,,visits,295
2,prediction,prredection,,,prediction,295
3,persecuted,persẹcuṯeԁ,3.7946973,,personalized,295
4,seasonal,ɛeäsönaī,-0.46732998,,easily,295
0,algorithms,aƖgorÌţո⺵s,0.097518116,False,avengers,296
1,thinking,thingking,,,thinking,296
2,barbara,Barabara,1.2560426,,Barbara,296
3,sophisticated,sotieciahtpsd,2.1624753,,society,296
4,nepal,ɳepal,3.779453,,nepal,296
0,suggested,susgested,4.5024858,,suggested,297
1,berkeley,bekeley,3.8064802,,Berkeley,297
2,mail,mal,,,male,297
3,persecuted,pfrsecuted,3.0178113,,persecuted,297
4,seasons,sesons,4.313258,,seasons,297
0,valentine,vâleņₜiƞe,2.3170078,,value,298
1,const,const,,,const,298
2,affects,affecte,4.813793,,affect,298
3,little,liitle,4.6031084,,little,298
4,twain,twain,4.7508855,,twin,298
0,financing,financinh,1.81215,,financing,299
1,exhibits,exₕਿbîțs,-1.0860964,,exhibits,299
2,sports,sƞortӭ,-1.1354927,,sport,299
3,ongoing,ongoimg,4.183342,,ongoing,299
4,complimentary,ȯomǫшimʙntāry,-0.49031866,,opportunities,299
0,discourage,discource,4.264054,,discourse,300
1,slightly,slightly,4.7555876,,slightly,300
2,founder,fɛuʙder,-0.028431699,,father,300
3,disciplines,dlpiiiecnss,4.512865,,diligence,300
4,basename,baſename,0.85900235,,basename,300
0,liability,ľiabĩlitŷ,2.3530023,,liability,301
1,responses,ʀesȩօnses,1.232775,,responses,301
2,wishes,wishess,,,wishes,301
3,intelligence,intellgence,4.978897,,intelligence,301
4,withdrawal,w⥕thdṇaⱷal,-0.40583065,True,withdrawal,301
0,assets,assǝts,4.879023,,assets,302
1,specific,sppesific,,,specific,302
2,selecting,seilisting,4.719675,,listing,302
3,rising,rḻsing,1.8875018,False,ring,302
4,caribbean,cibrbeaan,4.3112326,,cbean,302
0,swedish,sswedish,,,Swedish,303
1,rocks,Ros,1.5129637,,Rose,303
2,gateway,gateI,1.2475445,,gate,303
3,hungarian,hūngariͣn,0.45817393,,Hungarian,303
4,pressed,presaed,3.8022969,,pressed,303
0,miniature,mihiatjre,2.0367754,,miracle,304
1,lifestyle,llifectyle,,,lifestyle,304
2,allocated,ALLOCATED,-2.7537253,,allocated,304
3,marvel,mearvel,,,marvel,304
4,retro,r⋥֏ro,-2.1532493,False,roar,304
0,veterinary,veterĭnary,3.5685017,,veterinary,305
1,invest,inveƨṭ,1.8925409,True,invest,305
2,rural,ԻuԻaı,-0.5658756,False,Iraq,305
3,decline,decline,4.9407163,True,decline,305
4,transaction,ttwransactian,,,transaction,305
0,women,wmeon,4.361257,,woman,306
1,system,sstem,4.774962,,system,306
2,strong,srong,4.677118,,strong,306
3,concerning,concerning',,,concerning,306
4,pennsylvania,peгnsyivɜʚįa,0.9387273,,penguins,306
0,convention,cinvdnyiom,3.331927,,computer,307
1,photographer,phoҼöƽraqheʀ,-1.2839156,,photography,307
2,instruction,ʖիsίruötľôԻ,-1.0711285,,physics,307
3,costumes,costumef's',,,clothes,307
4,nobody,nopity,-0.7312439,,,307
0,learned,learned,4.937607,,learned,308
1,interval,intureval,,,intrinsic,308
2,quantity,quaɳtiťy,4.228002,,quality,308
3,primary,primmery,,,primarily,308
4,cafe,Café,2.094755,,cafe,308
0,easy,ɇaсy,-0.7718083,False,surprise,309
1,surprise,~sur%prise,0.4541462,,surprise,309
2,site,dite,0.13194801,,date,309
3,quotations,qĲotƏɫḻcns,-2.4705296,False,climate,309
4,parks,อɵrΚṩ,-2.1668935,False,Thor,309
0,subtle,subₜ℔e,-0.4548019,,submarine,310
1,mambo,mammbo,,,mamba,310
2,persistent,persistant,4.7453246,,persistent,310
3,wallet,welalt,4.796504,,wallow,310
4,shot,shotch's,,,shocks,310
0,default,đefauĺt,3.8675346,,default,311
1,replacing,replacingl,,,replacing,311
2,boston,boŝtón,3.1506517,,boston,311
3,helping,ϸelping,4.75715,True,helping,311
4,align,Illing,,,illing,311
0,associate,aɘsõcïætʚ,-1.6386731,,accessories,312
1,costumes,costumes,4.575851,,costumes,312
2,recreation,recreationg,,,recreation,312
3,year,yeary,,,year,312
4,concern,cǿncɇrn,-0.16518195,,concern,312
0,hosted,hosțeď,3.8981571,,house,313
1,neural,newႰ8ן,-2.0665002,False,new,313
2,development,dpvomeneelt,4.4478188,,develop,313
3,impact,impeacht,-0.26896274,,impeach,313
4,dealtime,de&altime,1.2723824,,delay,313
0,frequencies,fqureineces,3.317551,,foreign,314
1,attached,atʇƨched,-0.6168512,,attached,314
2,self,SELF,-0.08700874,,self,314
3,hardware,ₕaɾdware,1.2374474,,hardware,314
4,transcripts,tranescreeptc,,,transcript,314
0,calculation,ckelcullation,,,collection,315
1,fioricet,ⵑḽͻὴiҫế⒈,-2.8031785,False,china,315
2,reliance,rnaliece,5.081379,,chair,315
3,addition,ǎddiₜіon,3.180136,,addition,315
4,suggested,suggestedu,,,suggestion,315
0,operate,operatie,1.8085034,,operation,316
1,temporary,temporrary,4.5864973,,temporary,316
2,longitude,IŪn౽༏ʄṵხ⊊,-2.7541792,False,union,316
3,elections,etcnoiles,2.6357725,,eternity,316
4,driven,đпɨĐɛn,-1.4230641,,denial,316
0,damage,dämagĕ,2.5055795,,danger,317
1,featuring,feaƭûring,3.8801653,,fearing,317
2,couple,couρle,4.392786,,couple,317
3,bacon,backon,4.4539633,,backon,317
4,gardens,goredens,,,horrors,317
0,enemies,eȵèmᎥèჺ,-1.1222888,True,image,318
1,principles,PRINCIPALES,-2.136577,,principles,318
2,sheet,Sheeit,1.2878402,,shit,318
3,rough,Rouch,0.26063696,,roach,318
4,geology,ge?olog%y,-0.7044788,,geology,318
0,metals,metalls,,,metals,319
1,guide,guid,4.7925677,,guide,319
2,print,printd,,,printed,319
3,vegetation,veagutatiohn,,,vehicle,319
4,peripherals,pɐripheґdšs,2.8102338,,photography,319
0,counted,CoUnTeD,-1.8358825,,counted,320
1,earrings,earringz,,,earrings,320
2,mexico,Messico,0.41709003,,Mexico,320
3,calculation,calculation,4.625934,True,calculations,320
4,logitech,pogitech,0.30389583,,computer,320
0,alpha,al{pha,0.28131074,,alpha,321
1,jeremy,jerey,4.6264377,,jersey,321
2,displayed,Displayed,2.927217,,displayed,321
3,attaché,attadhé,3.8584702,,athlete,321
4,drop,dropp',,,driver,321
0,appeals,apleals,4.6379557,,appeals,322
1,army,aremy,,,army,322
2,trans,tran'sl,,,transl,322
3,flat,FLAT,-2.6178236,,flat,322
4,packed,packedu's,,,package,322
0,healing,heiling,4.663976,,healing,323
1,worlds,ɯoɍ˷ds,2.3157988,,wards,323
2,wear,WeAR,-2.4159412,,wear,323
3,acre,Acre,-0.47172952,,acre,323
4,galaxy,Galashki,-1.4528229,,galaxy,323
0,suited,Śᬧıḟᏼd,-2.5704422,False,school,324
1,scholarship,ßcholaɾship,2.276862,,scholarship,324
2,sean,sea(n,0.9619553,,sea,324
3,mate,maƭe,2.9932795,,mate,324
4,acre,accure,2.3175716,,cure,324
0,independence,independencel,,,independence,325
1,egyptian,Egyptian,3.5281065,,Egyptian,325
2,thriller,fhгḯ⥙⥙éг,-0.49771366,True,figure,325
3,loans,lleoans,,,loans,325
4,full,fwoll's,,,walls,325
0,messages,messegeze,,,message,326
1,replacing,replacing,4.8236775,,replace,326
2,indexes,indquescesm,,,increase,326
3,placement,ƥlacemĕnt,1.2984105,,vacation,326
4,understood,understodd,4.8994865,,understood,326
0,excited,ecciteed,,,excited,327
1,risqué,ris2ué,-0.10248887,,rise,327
2,played,plaed,,,played,327
3,barbara,bborbara,,,barbara,327
4,rubber,ruffer,1.3665565,,ruffle,327
0,publicly,ȩȫblīcIN,-2.153581,,independent,328
1,gateway,gateway,4.540323,,gateway,328
2,temporary,temporary,4.8609743,True,temporary,328
3,located,löĉaţeď,1.888146,,elastic,328
4,basically,ëösiεaǻlƕ,-2.5746117,,elegant,328
0,certainty,centainƭy,4.4350033,,certainly,329
1,isle,iske,4.064001,,island,329
2,multi,multiway,1.2517393,,multitude,329
3,oracle,orwcle,0.7027549,,awful,329
4,sake,saket,,,sack,329
0,impact,impacked's,,,impacks,330
1,evaluations,eväȉudtiơĦs,1.149055,,evidence,330
2,loads,l9ads,0.19443488,,lads,330
3,arctic,arictc,5.0559883,,arctic,330
4,wishing,wishin,,,wishing,330
0,beat,օ⋸at,-1.2608061,False,ocean,331
1,sink,sinƙ,2.4868054,,sink,331
2,privacy,prophacy,-0.7532606,,prophacy,331
3,rubber,reubber,,,rubber,331
4,approximately,Approcosimately,2.1225069,,approximately,331
0,manufacturers,manuƒacₜureŕs,3.9378023,,manufactures,332
1,lightweight,=li!ghtwe@ig|h~t,-0.12955774,,lightweight,332
2,girlfriend,}girlfr?ie=nd,0.75422704,,girlfriend,332
3,fioricet,ť1ѳr1ceι,-0.3527571,False,theater,332
4,threatened,thɾeåteߒȅd,1.7383819,,trade,332
0,threatening,tehtiannreg,4.8139977,,technology,333
1,mouse,musoe,4.538933,,moose,333
2,transcripts,trancripts,3.4799087,,transcripts,333
3,oops,o໐ṗs,0.9921877,True,ocean,333
4,sullivan,sullivanh,,,Sullivan,333
0,quantity,quantatea,,,quantitative,334
1,moscow,mosәow,0.8395515,,moscow,334
2,lounge,loǙnɡe,0.020608552,,long,334
3,watch,waίcň,-0.8653254,,wrench,334
4,introduced,intorduced,4.5585895,,,334
0,know,[k+now,1.9813,,know,335
1,fairfield,faichrifleds,,,fields,335
2,pregnant,pregnànt,3.9972713,,pendant,335
3,sophisticated,sȱᶈhiſₜiçaₜed,-0.32761797,,shipped,335
4,welfare,wellfare,4.8383574,,welfare,335
0,capable,capableu,,,capable,336
1,lies,lieAs,-0.51513743,,lies,336
2,emissions,emessiens,,,impressions,336
3,delivery,đeƚi㏞erý,-0.8411196,,debtor,336
4,founder,foundere,,,founder,336
0,founder,foundere',,,founder,337
1,judgment,judgment,4.533245,True,judgment,337
2,lies,ˎies,1.6316146,,eyes,337
3,bold,bould,-0.27518255,,boulder,337
4,library,Libriry,1.2808934,,library,337
0,clone,clonet,,,clone,338
1,dependence,deppaindence,,,dependence,338
2,ruby,rubỵ,4.2910094,,rubber,338
3,mystery,փystϵʀҷ,-0.5663727,,profile,338
4,screens,ckreens,3.0824487,,creaks,338
0,dial,DILL,-2.8034136,,dill,339
1,registry,reġistrẏ,4.7750683,True,registration,339
2,converted,cօnvėrtέd,4.0190153,,converted,339
3,beats,beats,4.866081,,beats,339
4,registry,registerI,3.333058,,registry,339
0,prerequisite,prayerJuste,1.0102036,,justice,340
1,suited,soughtedf,,,sought,340
2,suggest,şugᵍeₛt,-0.3866019,,suggest,340
3,wanting,wantsing',,,wants,340
4,boss,bȱss,1.7509305,False,boss,340
0,thoroughly,thoroughlly,,,thoroughly,341
1,ecology,ecṍlogy,1.2106849,,ecology,341
2,mother,Monther,0.5211757,,mother,341
3,university,Univercity,2.3461652,,university,341
4,hosting,ḣ□sṱiըᏼ,-1.4254767,True,chemistry,341
0,reasonably,rɇasonaᵇɭy,1.0888716,,Reasonably,342
1,roger,rogeer,,,Roger,342
2,interim,intterim,,,Interim,342
3,meetup,ώɛϭϓup,-2.6312008,,Hope,342
4,farmer,farmer,5.1131535,,Farmer,342
0,jersey,ຽȇրຣe⊔,-2.5783863,False,mirror,343
1,cuts,cutſ,0.4852655,,cuts,343
2,oldest,olldest,,,oldest,343
3,intersect,intersectthat,3.6085255,,intersect that,343
4,cognitive,cognľtivƽ,0.96834743,,cognitive,343
0,function,funtion,4.2562404,,function,344
1,tactics,TaCtiCs,1.5303897,,tactics,344
2,cosmetics,cosmeticos,1.7957009,,cosmetics,344
3,hostel,hostal,3.5474713,,hotel,344
4,murray,merray,,,merry,344
0,dishes,đishɜᶊ,1.8363754,,desire,345
1,guild,Juild,,,build,345
2,independence,indeppendeennce,,,independence,345
3,boss,BoIs,-1.5864866,,boys,345
4,contamination,contaminäſiமn,0.83862823,True,contamination,345
0,karl,kearl,,,heart,346
1,wear,weareing,1.109216,,wearing,346
2,usgs,Uss,1.6739784,,us,346
3,sleep,sleeₚ,-0.021118278,,sleep,346
4,iowa,ioa,,,"ioa"" (no change)",346
0,venues,Venues,4.3474183,,venues,347
1,nylon,n6lon,0.049071934,,lon,347
2,ferry,ferry,4.9358377,True,ferry,347
3,porsche,pörŝcɦe,2.5148027,,shoes,347
4,proc,ptoc,0.4042891,,toc,347
0,possibilities,pbssiotlieiis,4.010657,,psychiatrist,348
1,playing,plianyg,4.6180644,,planning,348
2,envelope,ʙŋYʙlcգʙ,-2.6521134,False,Bangladesh,348
3,slightly,ѕlightly,4.7555876,True,slightly,348
4,input,inputf,,,input,348
0,galleries,ยẚll⋥rȉeឨ,-2.386548,False,Thailand,349
1,sterling,s⸠eⁿ[iȵg,1.3601565,False,Singapore,349
2,antiques,antiquest,,,antique,349
3,cooked,"(co&o,ke%d",-1.980698,,coffee,349
4,scotia,scoshy',,,shoes,349
0,vulnerability,vulnerablity,4.3180537,,vulnerability,350
1,electronics,Electonics,2.8602762,,electronics,350
2,atherton,atĥₑrtǿⁿ,-1.1005504,,attice,350
3,gamecube,gamɝcuᴃe,-0.5427138,,gamble,350
4,temperatures,ƚ⊆ՊDe⌠äƚu⌠⊆ຣ,-2.8111286,False,database,350
0,costumes,costume's',,,costume,351
1,vessels,Vezelis,0.5927232,,vehicle,351
2,moderators,moderator's',,,moderator,351
3,server,serverr,,,server,351
4,marvel,marrvel,,,marvel,351
0,vector,veector,,,vector,352
1,estimates,estemates,4.9485598,,estimates,352
2,forms,Forms,2.7369199,,forms,352
3,existence,existency,,,existence,352
4,serum,swrum,1.8080995,,swarm,352
0,later,laideur,0.31392688,,laid,353
1,highlighted,highliteds,,,highlights,353
2,transparency,transparencyal',,,transparency,353
3,essays,ɇssays,1.0427885,,says,353
4,dedicated,dedacated,,,dedicated,353
0,pulse,pslue,4.933327,,slue,354
1,helping,HelpOmg,1.6959455,,help,354
2,governmental,ggovernmenttel,,,government,354
3,host,host,4.892212,,host,354
4,implementation,implemantion,3.5600722,,implementation,354
0,ones,oneis,-0.81298256,,ones,355
1,indicator,indicattur,,,indicator,355
2,limited,Limited,2.2304485,,limited,355
3,intelligence,intellingence,4.829417,,intelligence,355
4,postal,ȥɜsƫál,-1.3704345,,husband,355
0,bold,borled,,,board,356
1,blackberry,Blackberry,2.5134978,,blackberry,356
2,understood,undErstooed',,,understood,356
3,gravity,gravott,2.1798751,,gravity,356
4,sentence,SENTANCE,-1.2047876,,sentence,356
0,tanzania,tzannica,,,Tanzania,357
1,administered,administored,,,administered,357
2,sink,siⁿk,0.43690482,,sink,357
3,communicate,ɛomտuniϭaѤé,-0.5152237,,Ethiopia,357
4,transmit,ₜɾansᴟit,1.7402811,,Rwanda,357
0,packed,ₚåckĕȡ,-0.019594343,,school,358
1,mixture,ǌixture,2.540629,,mixture,358
2,informational,in'fo*r?m(a_tion;al,-0.9893785,,information,358
3,karl,carl',,,carl,358
4,retro,retrow,,,trowel,358
0,valentine,vƌïeгtinė,2.25934,,vertine,359
1,acre,aquer,,,aqua,359
2,photoshop,photowhop,1.8198013,,photoshop,359
3,intersect,ieetnrcst,4.7706976,,interest,359
4,islands,isllands,,,islands,359
0,venues,ɇeѓǚϲs,-1.407222,,seeds,360
1,queue,qʚeue,-0.41110882,,queue,360
2,transsexual,taunassrexl,4.8657165,,relax,360
3,arts,qrte,-2.312893,,quote,360
4,dash,Dagh,-0.08548865,,dog,360
0,zinc,zink,,,zinke,361
1,arctic,aɾctic,4.9764853,,arctic,361
2,senior,senyor,1.339338,,senor,361
3,instruction,Instructon,2.4914575,,instruction,361
4,salaries,salers,4.950915,,sellers,361
0,hosting,HOSTING,-2.5682862,,hosting,362
1,circle,Circle,4.194601,,circle,362
2,strongly,strangly,4.0466933,,strangely,362
3,pocket,poвԋөt,-2.0164814,,pocket,362
4,minority,minarity,,,minority,362
0,entrepreneur,ENTREPRENEUR,-1.2695824,,entrepreneur,363
1,tabs,twbc,-1.7592988,,twitch,363
2,travelling,țra㏞ĕllìnℊ,-0.8787904,,traveler,363
3,networks,network'sl,,,networks,363
4,blink,Blink,1.3837321,,blink,363
0,symposium,syϖpɔsiԀm,-0.031798992,,crisis,364
1,overseas,overseaysm,,,oversight,364
2,webster,websteʙ,2.0118003,,website,364
3,shelf,selhf,3.885286,,self,364
4,constantly,coņstantᶫy,3.3782992,,constancy,364
0,header,Header,2.174357,,headquarters,365
1,agreed,aӄreed,-0.30454442,,acreed,365
2,hacker,hɜckeÞ,-0.110784225,False,hockey,365
3,television,tēlevision,4.415094,,television,365
4,decline,d-ecline,3.9225621,,decline,365
0,textbooks,textkbook,4.604406,,textbook,366
1,guitar,guitear,,,guitar,366
2,surrey,surre,4.3143063,,surf,366
3,hardware,hardwaer,4.723796,,hardware,366
4,dial,dia,4.8679533,,day,366
0,meetings,meetngs,4.779351,,meetings,367
1,roommate,rooխmatê,0.5238427,,roommate,367
2,turns,Turns,2.320697,,turns,367
3,signature,^signa_tur^e,2.5930579,,^signature,367
4,clay,cleigh'st,,,clearest,367
0,sofa,ſo㎌a,-2.7574804,,sofa,368
1,delivering,dellferihg,2.7592597,,desire,368
2,derived,drived,4.879274,,driven,368
3,frequency,frequencyly's,,,frequently,368
4,neil,neil,4.684975,True,Neil,368
0,dealtime,ȫeăītЇϕe,-2.6367073,,university,369
1,church,churtch,,,church,369
2,jill,jiEo1,-1.4772127,,jeep,369
3,enemy,enechmy,,,injury,369
4,society,soceity,,,society,369
0,planes,PLANs,-2.5489478,,plans,370
1,anthony,sn6hony,0.55037355,,shoney,370
2,funds,fundies,0.6819641,,"fundies"" (no change)",370
3,rubber,rubb}e:r,0.3769874,,rubber,370
4,strictly,stricly,4.687015,,"strictly"" (no change)",370
0,then,tʜɜᶇ,-2.2024372,,thigh,371
1,steps,s*teps,1.4957871,,steps,371
2,handle,handlowe,1.0748937,,handle,371
3,deer,ȧeɵr,-0.12198252,,ear,371
4,simultaneously,simultaniously,4.598623,,simultaneously,371
0,flavor,flavore,3.479698,,flavor,372
1,suggested,suggest⋸d,4.163166,True,suggested,372
2,shelf,зhelf,0.90167886,,help,372
3,accordance,accordanceus,,,accompany,372
4,capture,captshur,,,capture,372
0,aims,I'sm,,,I'm,373
1,cornell,Cornel,1.1256342,,Cornell,373
2,egyptian,egyption,1.505289,,Egyptian,373
3,challenging,challengingh,,,challenging,373
4,aims,ém's,,,ems,373
0,addresses,ɜddrêsseԍ,-1.1046607,,addressee,374
1,bike,biǩᰀ,2.5893345,False,bike,374
2,infected,infced,4.3136153,,increased,374
3,listen,lišŧᶒn,3.4518313,False,listen,374
4,papua,papuw,,,pupil,374
0,processing,prrocessin,,,processing,375
1,manufacturing,Manufacturing,3.0681412,,manufacturing,375
2,thoroughly,Łho᥅oᏓ⌛Իįy,-1.7266778,False,laboratory,375
3,viewpicture,viewpicture,3.735208,,view picture,375
4,isle,iscle,2.718046,,"iscle"" (I couldn't guess the original word for this one)",375
0,wanting,wqnting,1.3827727,,wanting,376
1,bequeathed,be1ueathed,0.48770398,,beautified,376
2,ebook,ebookh,,,ebook,376
3,determine,deteremune,,,determine,376
4,type,týp⋼,-0.46666268,True,type,376
0,commons,commens,4.0775814,,common,377
1,somewhat,someẘṇat,2.5936108,False,somewhat,377
2,reload,<rel\o@a^d,-0.7902333,,related,377
3,mail,MAHOL,-3.073416,,"mahol"" (a made-up word)",377
4,guild,gulid,4.97881,,guild,377
0,teaching,tżaehing,1.9151175,,thinking,378
1,scanning,scaming,4.9758434,,gaming,378
2,cisco,cisℂõ,0.25335246,,computer,378
3,actress,axtress,,,stress,378
4,animals,nimals,4.425392,,animals,378
0,global,Gobal,-1.040707,,global,379
1,explanation,exǭlэѓԀťǐȯɾ,-1.464477,,excellent,379
2,yoga,yogap,,,yoga,379
3,steering,ssteering,,,steering,379
4,circus,circuss,,,circus,379
0,venues,venued,1.2348709,,venue,380
1,cave,CAVE,-1.7305037,,cave,380
2,wave,wavw,3.8774679,,wave,380
3,efficiency,effiency,4.7487006,,efficiency,380
4,guards,guardes,,,guards,380
0,physicians,օȵysȋöȋaᶇԍ,-1.8387218,False,oasis,381
1,symposium,symposium,4.565723,,symposium,381
2,possessing,pӫssǝssińg,0.077716574,,pursuing,381
3,porter,porteer,,,peer,381
4,depending,deoending,1.9955976,,dealing,381
0,evaluated,evoluated,1.8191448,,evolved,382
1,lies,lϫɛs,-1.9065881,,less,382
2,report,repport,4.792446,,report,382
3,pulse,ₚulſe,-1.4681631,,sule,382
4,laugh,lauch,1.1247668,,launch,382
0,losses,℔oₛseˢ,-2.5158863,,hope,383
1,displayed,disbaled,2.3259156,,disabled,383
2,discrimination,disͨʶĩminàtion,0.9755111,,discrimination,383
3,speaking,speking,4.804956,,speaking,383
4,stack,sΐack,0.5591452,,sack,383
0,coding,coding's',,,codes,384
1,encryption,eancrryption,,,encryption,384
2,prev,pre(v,1.2114173,,prep,384
3,sing,ₛing,1.500147,,sing,384
4,productivity,Productivity,3.1054099,,productive,384
0,aurora,aurori,,,aurora,385
1,achieve,Achieve,1.9168687,,achieve,385
2,blow,bleow,2.1674006,,bowl,385
3,solar,>sol]ar,0.45208383,,solar,385
4,personal,pȧѓsɔnɜĺ,-0.26334074,,pansion,385
0,founder,founᶁȅr,2.5149195,,founder,386
1,sailing,saling,,,selling,386
2,agent,aǧent,3.7233353,,agent,386
3,bride,ḃride,4.696237,,bride,386
4,trustee,țřusteĕ,3.219846,,trustee,386
0,moscow,Moocow,-0.61981595,,cow,387
